ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,2003,2003-09-07,1,24.063,HOU,@,MIA,W 21-20,,,,,
2,2003,2003-09-14,2,24.070,HOU,@,NOR,L 10-31,,,,,
3,2003,2003-09-21,3,24.077,HOU,,KAN,L 14-42,*,,,,
4,2003,2003-09-28,4,24.084,HOU,,JAX,W 24-20,,,,,
5,2003,2003-10-26,7,24.112,HOU,@,IND,L 21-30,,,,,
6,2003,2003-11-02,8,24.119,HOU,,CAR,W 14-10,,,,,
7,2003,2003-11-09,9,24.126,HOU,@,CIN,L 27-34,,,,,
8,2003,2003-11-16,10,24.133,HOU,@,BUF,W 12-10,,,,,
9,2003,2003-11-23,11,24.140,HOU,,NWE,L 20-23,,,,,
10,2003,2003-11-30,12,24.147,HOU,,ATL,W 17-13,,,,,
11,2003,2003-12-07,13,24.154,HOU,@,JAX,L 0-27,,1,0,0.00,0
12,2003,2003-12-14,14,24.161,HOU,@,TAM,L 3-16,,,,,
13,2004,2004-11-28,11,25.145,CIN,,CLE,W 58-48,,,,,
14,2004,2005-01-02,16,25.180,CIN,@,PHI,W 38-10,,,,,
