ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks,def_int,def_int_yds,def_int_td
1,1996,1996-09-01,1,24.227,PIT,@,JAX,L 9-24,,,,
2,1996,1996-12-22,16,24.339,PIT,@,CAR,L 14-18,,,,
3,1997,1997-08-31,1,25.225,PIT,,DAL,L 7-37,,,,
4,1997,1997-09-07,2,25.232,PIT,,WAS,W 14-13,,,,
5,1997,1997-09-22,3,25.247,PIT,@,JAX,L 21-30,,,,
6,1997,1997-09-28,4,25.253,PIT,,TEN,W 37-24,,,,
7,1997,1997-10-05,6,25.260,NYJ,@,IND,W 16-12,,,,
8,1997,1997-10-05,5,25.260,PIT,@,BAL,W 42-34,1.0,0,0,0
9,1997,1997-10-12,6,25.267,PIT,,IND,W 24-22,1.0,0,0,0
10,1997,1997-10-19,7,25.274,PIT,@,CIN,W 26-10,1.0,0,0,0
11,1997,1997-10-26,8,25.281,PIT,,JAX,W 23-17,,,,
12,1997,1997-11-03,9,25.289,PIT,@,KAN,L 10-13,,,,
13,1997,1997-11-09,10,25.295,CIN,@,IND,W 28-13,,,,
14,1997,1997-11-09,10,25.295,PIT,,BAL,W 37-0,0.0,1,-3,0
15,1997,1997-11-16,11,25.302,PIT,,CIN,W 20-3,,,,
16,1997,1997-11-23,12,25.309,PIT,@,PHI,L 20-23,,,,
17,1997,1997-11-30,13,25.316,PIT,@,ARI,W 26-20,,,,
18,1997,1997-12-07,14,25.323,PIT,,DEN,W 35-24,,,,
19,1997,1997-12-13,15,25.329,PIT,@,NWE,W 24-21,,,,
20,1997,1997-12-21,16,25.337,PIT,@,TEN,L 6-16,1.0,0,0,0
