ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1978,1978-10-15,7,22.256,ATL,,DET,W 14-0,2,2,100.0,,,,0,2
2,1978,1978-10-22,8,22.263,ATL,@,SFO,W 20-17,2,2,100.0,2,3,66.7,0,8
3,1978,1978-10-30,9,22.271,ATL,,RAM,W 15-7,,,,5,5,100.0,0,15
4,1978,1978-11-05,10,22.277,ATL,,SFO,W 21-10,3,3,100.0,,,,0,3
5,1978,1978-11-12,11,22.284,ATL,@,NOR,W 20-17,2,2,100.0,2,2,100.0,0,8
6,1978,1978-11-19,12,22.291,ATL,@,CHI,L 7-13,1,1,100.0,,,,0,1
7,1978,1978-11-26,13,22.298,ATL,,NOR,W 20-17,2,2,100.0,2,3,66.7,0,8
8,1978,1978-12-03,14,22.305,ATL,@,CIN,L 7-37,1,1,100.0,,,,0,1
9,1978,1978-12-10,15,22.312,ATL,,WAS,W 20-17,2,2,100.0,2,3,66.7,0,8
10,1978,1978-12-17,16,22.319,ATL,@,STL,L 21-42,3,3,100.0,,,,0,3
11,1979,1979-09-02,1,23.213,ATL,@,NOR,W 40-34,4,4,100.0,2,3,66.7,0,10
12,1979,1979-09-10,2,23.221,ATL,@,PHI,W 14-10,2,2,100.0,,1,0.0,0,2
13,1979,1979-09-16,3,23.227,ATL,,DEN,L 17-20,2,2,100.0,1,3,33.3,0,5
14,1979,1979-09-23,4,23.234,ATL,@,DET,L 23-24,2,2,100.0,3,4,75.0,0,11
15,1979,1979-09-30,5,23.241,ATL,,WAS,L 7-16,1,1,100.0,,,,0,1
16,1979,1979-10-07,6,23.248,ATL,,GNB,W 25-7,2,2,100.0,3,4,75.0,0,11
17,1979,1979-10-14,7,23.255,ATL,@,OAK,L 19-50,1,3,33.3,,2,0.0,0,1
18,1979,1979-10-21,8,23.262,ATL,@,SFO,L 15-20,,2,0.0,1,1,100.0,0,3
19,1979,1979-10-29,9,23.270,ATL,,SEA,L 28-31,4,4,100.0,,1,0.0,0,4
20,1979,1979-11-04,10,23.276,ATL,,TAM,W 17-14,2,2,100.0,1,2,50.0,0,5
21,1979,1979-11-11,11,23.283,ATL,@,NYG,L 3-24,,,,1,2,50.0,0,3
22,1979,1979-11-19,12,23.291,ATL,@,RAM,L 14-20,2,2,100.0,,,,0,2
23,1979,1979-11-25,13,23.297,ATL,,NOR,L 6-37,,1,0.0,,,,0,0
24,1979,1979-12-02,14,23.304,ATL,@,SDG,W 28-26,4,4,100.0,,1,0.0,0,4
25,1979,1979-12-09,15,23.311,ATL,,RAM,L 13-34,1,2,50.0,,,,0,1
26,1979,1979-12-16,16,23.318,ATL,,SFO,W 31-21,4,4,100.0,1,1,100.0,0,7
27,1980,1980-09-07,1,24.219,ATL,@,MIN,L 23-24,2,3,66.7,1,1,100.0,0,5
28,1980,1980-09-14,2,24.226,ATL,@,NWE,W 37-21,4,4,100.0,3,3,100.0,0,13
29,1980,1980-09-21,3,24.233,ATL,,MIA,L 17-20,2,2,100.0,1,2,50.0,0,5
30,1980,1980-09-28,4,24.240,ATL,@,SFO,W 20-17,2,2,100.0,2,2,100.0,0,8
31,1980,1980-10-05,5,24.247,ATL,,DET,W 43-28,5,5,100.0,2,2,100.0,0,11
32,1980,1980-10-12,6,24.254,ATL,,NYJ,L 7-14,1,1,100.0,,,,0,1
33,1980,1980-10-19,7,24.261,ATL,@,NOR,W 41-14,5,6,83.3,,,,0,5
34,1980,1980-10-26,8,24.268,ATL,,RAM,W 13-10,1,2,50.0,,1,0.0,0,1
35,1980,1980-11-02,9,24.275,ATL,@,BUF,W 30-14,3,3,100.0,3,3,100.0,0,12
36,1980,1980-11-09,10,24.282,ATL,@,STL,W 33-27,3,3,100.0,2,5,40.0,0,9
37,1980,1980-11-16,11,24.289,ATL,,NOR,W 31-13,4,4,100.0,1,1,100.0,0,7
38,1980,1980-11-23,12,24.296,ATL,,CHI,W 28-17,4,4,100.0,,,,0,4
39,1980,1980-11-30,13,24.303,ATL,,WAS,W 10-6,1,1,100.0,1,2,50.0,0,4
40,1980,1980-12-07,14,24.310,ATL,@,PHI,W 20-17,2,2,100.0,2,2,100.0,0,8
41,1980,1980-12-14,15,24.317,ATL,,SFO,W 35-10,5,5,100.0,,1,0.0,0,5
42,1980,1980-12-21,16,24.324,ATL,@,RAM,L 17-20,2,2,100.0,1,2,50.0,0,5
