ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,1993,1993-09-06,1,23.164,DAL,@,WAS,L 16-35,,0,0,,0,0.0%,
2,1993,1993-10-03,4,23.191,DAL,,GNB,W 36-14,1,0,0,,0,0.0%,0.00
3,1993,1993-10-10,5,23.198,DAL,@,IND,W 27-3,1,0,0,,0,0.0%,0.00
4,1993,1993-12-18,14,23.267,DAL,@,NYJ,W 28-7,,0,0,,0,0.0%,
5,1993,1993-12-26,15,23.275,DAL,,WAS,W 38-3,2,1,25,25.00,0,50.0%,12.50
