ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1978,1978-09-02,1,22.058,NYG,@,TAM,W 19-13,11,18,1.64,0,2,20,10.00,0,1,22,22.00,0,0,0
2,1978,1978-09-10,2,22.066,NYG,,DAL,L 24-34,2,13,6.50,0,0,0,,0,3,56,18.67,0,0,0
3,1978,1978-09-17,3,22.073,NYG,,KAN,W 26-10,8,32,4.00,0,1,6,6.00,0,1,23,23.00,0,0,0
4,1978,1978-09-24,4,22.080,NYG,,SFO,W 27-10,16,60,3.75,0,1,8,8.00,0,1,14,14.00,0,0,0
5,1978,1978-10-01,5,22.087,NYG,@,ATL,L 20-23,7,2,0.29,0,1,6,6.00,0,1,24,24.00,0,0,0
6,1978,1978-10-08,6,22.094,NYG,@,DAL,L 3-24,1,-1,-1.00,0,0,0,,0,0,0,,0,0,0
7,1978,1978-10-15,7,22.101,NYG,,TAM,W 17-14,9,52,5.78,0,1,18,18.00,0,0,0,,0,0,0
8,1978,1978-10-22,8,22.108,NYG,,WAS,W 17-6,5,18,3.60,0,0,0,,0,1,10,10.00,0,0,0
9,1978,1978-10-29,9,22.115,NYG,@,NOR,L 17-28,7,34,4.86,0,3,12,4.00,0,2,24,12.00,0,0,0
10,1978,1978-11-05,10,22.122,NYG,@,STL,L 10-20,5,15,3.00,0,0,0,,0,0,0,,0,0,0
11,1978,1978-11-12,11,22.129,NYG,@,WAS,L 13-16,2,7,3.50,0,0,0,,0,1,19,19.00,0,0,0
12,1978,1978-11-19,12,22.136,NYG,,PHI,L 17-19,,,,,,,,,,,,,,
13,1978,1978-12-17,16,22.164,NYG,@,PHI,L 3-20,,,,,,,,,,,,,,
14,1979,1979-09-02,1,23.058,NYG,@,PHI,L 17-23,0,0,,0,1,43,43.00,0,0,0,,0,0,0
15,1979,1979-09-09,2,23.065,NYG,,STL,L 14-27,,,,,,,,,,,,,,
16,1979,1979-09-17,3,23.073,NYG,@,WAS,L 0-27,6,22,3.67,0,1,16,16.00,0,0,0,,0,0,0
17,1979,1979-09-23,4,23.079,NYG,,PHI,L 13-17,0,0,,0,0,0,,0,1,16,16.00,0,0,0
18,1979,1979-09-30,5,23.086,NYG,@,NOR,L 14-24,6,26,4.33,1,0,0,,0,1,31,31.00,0,1,6
19,1979,1979-10-07,6,23.093,NYG,,TAM,W 17-14,33,148,4.48,2,1,5,5.00,0,0,0,,0,2,12
20,1979,1979-10-14,7,23.100,NYG,,SFO,W 32-16,16,24,1.50,0,1,-3,-3.00,0,1,12,12.00,0,0,0
21,1979,1979-10-21,8,23.107,NYG,@,KAN,W 21-17,15,35,2.33,1,5,31,6.20,0,0,0,,0,1,6
22,1979,1979-10-28,9,23.114,NYG,@,RAM,W 20-14,15,39,2.60,0,0,0,,0,0,0,,0,0,0
23,1979,1979-11-04,10,23.121,NYG,,DAL,L 14-16,21,68,3.24,0,2,29,14.50,1,0,0,,0,1,6
24,1979,1979-11-11,11,23.128,NYG,,ATL,W 24-3,3,-6,-2.00,1,0,0,,0,0,0,,0,1,6
25,1979,1979-11-18,12,23.135,NYG,@,TAM,L 3-31,2,12,6.00,0,5,34,6.80,0,2,53,26.50,0,0,0
26,1979,1979-11-25,13,23.142,NYG,,WAS,W 14-6,26,126,4.85,1,0,0,,0,1,0,0.00,0,1,6
27,1979,1979-12-02,14,23.149,NYG,@,DAL,L 7-28,24,69,2.88,1,3,20,6.67,0,0,0,,0,1,6
28,1979,1979-12-09,15,23.156,NYG,@,STL,L 20-29,16,50,3.13,0,8,72,9.00,3,0,0,,0,3,18
29,1979,1979-12-16,16,23.163,NYG,,BAL,L 7-31,15,87,5.80,0,1,6,6.00,0,0,19,,0,0,0
30,1980,1980-10-05,5,24.091,NYG,@,DAL,L 3-24,13,76,5.85,0,3,86,28.67,0,0,0,,0,0,0
31,1980,1980-10-12,6,24.098,NYG,,PHI,L 16-31,14,29,2.07,0,2,15,7.50,0,0,0,,0,0,0
32,1980,1980-10-19,7,24.105,NYG,@,SDG,L 7-44,9,27,3.00,1,4,27,6.75,0,0,0,,0,1,6
33,1980,1980-10-26,8,24.112,NYG,,DEN,L 9-14,11,48,4.36,0,3,13,4.33,0,0,0,,0,0,0
34,1980,1980-11-02,9,24.119,NYG,@,TAM,L 13-30,14,56,4.00,0,11,67,6.09,0,0,0,,0,0,0
35,1980,1980-11-16,11,24.133,NYG,,GNB,W 27-21,,,,,,,,,,,,,,
36,1980,1980-11-23,12,24.140,NYG,@,SFO,L 0-12,12,44,3.67,0,1,6,6.00,0,0,0,,0,0,0
37,1980,1980-11-30,13,24.147,NYG,,STL,L 7-23,11,40,3.64,0,3,14,4.67,0,0,0,,0,0,0
38,1980,1980-12-07,14,24.154,NYG,@,SEA,W 27-21,19,103,5.42,1,1,5,5.00,0,0,0,,0,1,6
39,1980,1980-12-13,15,24.160,NYG,@,WAS,L 13-16,26,94,3.62,1,3,16,5.33,0,0,0,,0,1,6
40,1980,1980-12-21,16,24.168,NYG,,OAK,L 17-33,18,63,3.50,1,2,4,2.00,0,0,0,,0,1,6
41,1981,1981-09-06,1,25.062,NYG,,PHI,L 10-24,7,12,1.71,0,6,62,10.33,0,0,0,,0,0,0
42,1981,1981-09-13,2,25.069,NYG,@,WAS,W 17-7,10,36,3.60,1,0,0,,0,0,0,,0,1,6
