ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks,def_int,def_int_yds,def_int_td
1,1981,1981-09-06,1,23.216,WAS,,DAL,L 10-26,,,,
2,1981,1981-09-13,2,23.223,WAS,,NYG,L 7-17,,,,
3,1981,1981-09-20,3,23.230,WAS,@,STL,L 30-40,,,,
4,1981,1981-09-27,4,23.237,WAS,@,PHI,L 13-36,,,,
5,1981,1981-10-04,5,23.244,WAS,,SFO,L 17-30,,,,
6,1981,1981-10-11,6,23.251,WAS,@,CHI,W 24-7,,,,
7,1981,1981-10-18,7,23.258,WAS,@,MIA,L 10-13,,,,
8,1981,1981-10-25,8,23.265,WAS,,NWE,W 24-22,,,,
9,1981,1981-11-01,9,23.272,WAS,,STL,W 42-21,,,,
10,1981,1981-11-08,10,23.279,WAS,,DET,W 33-31,,,,
11,1981,1981-11-15,11,23.286,WAS,@,NYG,W 30-27,,,,
12,1981,1981-11-22,12,23.293,WAS,@,DAL,L 10-24,,,,
13,1981,1981-11-29,13,23.300,WAS,@,BUF,L 14-21,,,,
14,1981,1981-12-06,14,23.307,WAS,,PHI,W 15-13,,,,
15,1981,1981-12-13,15,23.314,WAS,,BAL,W 38-14,,,,
16,1981,1981-12-20,16,23.321,WAS,@,RAM,W 30-7,,,,
17,1982,1982-09-12,1,24.222,WAS,@,PHI,W 37-34,2.0,0,0,0
18,1982,1982-09-19,2,24.229,WAS,@,TAM,W 21-13,1.0,0,0,0
19,1982,1982-11-21,3,24.292,WAS,@,NYG,W 27-17,1.0,1,-2,0
20,1982,1982-11-28,4,24.299,WAS,,PHI,W 13-9,,,,
21,1982,1982-12-05,5,24.306,WAS,,DAL,L 10-24,1.0,0,0,0
22,1982,1982-12-12,6,24.313,WAS,@,STL,W 12-7,0.5,0,0,0
23,1982,1982-12-19,7,24.320,WAS,,NYG,W 15-14,,,,
24,1982,1982-12-26,8,24.327,WAS,@,NOR,W 27-10,1.0,0,0,0
25,1982,1983-01-02,9,24.334,WAS,,STL,W 28-0,,,,
26,1983,1983-09-05,1,25.215,WAS,,DAL,L 30-31,1.0,0,0,0
27,1983,1983-09-11,2,25.221,WAS,@,PHI,W 23-13,2.0,0,0,0
28,1983,1983-09-18,3,25.228,WAS,,KAN,W 27-12,1.5,0,0,0
29,1983,1983-09-25,4,25.235,WAS,@,SEA,W 27-17,,,,
30,1983,1983-10-02,5,25.242,WAS,,RAI,W 37-35,2.0,0,0,0
31,1983,1983-10-09,6,25.249,WAS,@,STL,W 38-14,1.0,0,0,0
32,1983,1983-10-17,7,25.257,WAS,@,GNB,L 47-48,,,,
33,1983,1983-10-23,8,25.263,WAS,,DET,W 38-17,2.5,0,0,0
34,1983,1983-10-31,9,25.271,WAS,@,SDG,W 27-24,,,,
35,1983,1983-11-06,10,25.277,WAS,,STL,W 45-7,,,,
36,1983,1983-11-13,11,25.284,WAS,@,NYG,W 33-17,1.0,1,1,0
37,1983,1983-11-20,12,25.291,WAS,@,RAM,W 42-20,,,,
38,1983,1983-11-27,13,25.298,WAS,,PHI,W 28-24,,,,
39,1983,1983-12-04,14,25.305,WAS,,ATL,W 37-21,,,,
40,1983,1983-12-11,15,25.312,WAS,@,DAL,W 31-10,,,,
41,1983,1983-12-17,16,25.318,WAS,,NYG,W 31-22,,,,
42,1984,1984-09-02,1,26.213,WAS,,MIA,L 17-35,,,,
43,1984,1984-09-10,2,26.221,WAS,@,SFO,L 31-37,1.0,0,0,0
44,1984,1984-09-16,3,26.227,WAS,,NYG,W 30-14,1.5,0,0,0
45,1984,1984-09-23,4,26.234,WAS,@,NWE,W 26-10,0.5,0,0,0
46,1984,1984-09-30,5,26.241,WAS,,PHI,W 20-0,2.0,0,0,0
47,1984,1984-10-07,6,26.248,WAS,@,IND,W 35-7,,,,
48,1984,1984-10-21,8,26.262,WAS,@,STL,L 24-26,,,,
49,1984,1984-10-28,9,26.269,WAS,@,NYG,L 13-37,2.0,0,0,0
50,1984,1984-11-05,10,26.277,WAS,,ATL,W 27-14,,,,
51,1984,1984-11-11,11,26.283,WAS,,DET,W 28-14,3.5,0,0,0
52,1984,1984-11-18,12,26.290,WAS,@,PHI,L 10-16,,,,
53,1984,1984-11-25,13,26.297,WAS,,BUF,W 41-14,,,,
54,1984,1984-11-29,14,26.301,WAS,@,MIN,W 31-17,,,,
55,1984,1984-12-09,15,26.311,WAS,@,DAL,W 30-28,2.0,0,0,0
56,1984,1984-12-16,16,26.318,WAS,,STL,W 29-27,1.0,0,0,0
57,1985,1985-09-09,1,27.219,WAS,@,DAL,L 14-44,1.0,0,0,0
58,1985,1985-09-15,2,27.225,WAS,,HOU,W 16-13,1.5,0,0,0
59,1985,1985-09-22,3,27.232,WAS,,PHI,L 6-19,3.0,0,0,0
60,1985,1985-09-29,4,27.239,WAS,@,CHI,L 10-45,1.0,0,0,0
61,1985,1985-10-07,5,27.247,WAS,,STL,W 27-10,,,,
62,1985,1985-10-13,6,27.253,WAS,,DET,W 24-3,1.5,0,0,0
63,1985,1985-10-20,7,27.260,WAS,@,NYG,L 3-17,,,,
64,1985,1985-10-27,8,27.267,WAS,@,CLE,W 14-7,,,,
65,1985,1985-11-03,9,27.274,WAS,@,ATL,W 44-10,1.0,0,0,0
66,1985,1985-11-10,10,27.281,WAS,,DAL,L 7-13,,,,
67,1985,1985-11-18,11,27.289,WAS,,NYG,W 23-21,1.0,0,0,0
68,1985,1985-11-24,12,27.295,WAS,@,PIT,W 30-23,2.0,0,0,0
69,1985,1985-12-01,13,27.302,WAS,,SFO,L 8-35,,,,
70,1985,1985-12-08,14,27.309,WAS,@,PHI,W 17-12,,,,
71,1985,1985-12-15,15,27.316,WAS,,CIN,W 27-24,1.0,0,0,0
72,1985,1985-12-21,16,27.322,WAS,@,STL,W 27-16,2.0,0,0,0
73,1986,1986-09-07,1,28.217,WAS,,PHI,W 41-14,1.0,0,0,0
