ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1999,1999-09-19,2,22.304,MIA,,ARI,W 19-16,,15,45,3.00,0,0,0,0,,0,0.0%,,0,0
2,1999,1999-10-04,3,22.319,MIA,,BUF,L 18-23,,16,47,2.94,0,2,2,5,2.50,0,100.0%,2.50,0,0
3,1999,1999-10-10,4,22.325,MIA,@,IND,W 34-31,*,21,76,3.62,1,1,0,0,,0,0.0%,0.00,1,6
4,1999,1999-10-17,5,22.332,MIA,@,NWE,W 31-30,*,20,59,2.95,0,2,1,5,5.00,0,50.0%,2.50,0,0
5,1999,1999-10-24,6,22.339,MIA,,PHI,W 16-13,*,26,97,3.73,0,1,1,6,6.00,0,100.0%,6.00,0,0
6,1999,1999-10-31,7,22.346,MIA,@,OAK,W 16-9,*,15,49,3.27,1,2,2,16,8.00,0,100.0%,8.00,1,6
7,1999,1999-11-07,8,22.353,MIA,,TEN,W 17-0,*,14,41,2.93,0,0,0,0,,0,0.0%,,0,0
8,1999,1999-11-14,9,22.360,MIA,@,BUF,L 3-23,*,4,0,0.00,0,0,0,0,,0,0.0%,,0,0
