ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1991,1991-09-01,1,24.026,PHO,@,RAM,W 24-14,,0,0,,0,,,,
2,1991,1991-09-08,2,24.033,PHO,@,PHI,W 26-10,,0,0,,0,,,,
3,1991,1991-09-15,3,24.040,PHO,@,WAS,L 0-34,,0,0,,0,,,,
4,1991,1991-09-22,4,24.047,PHO,,DAL,L 9-17,,0,0,,0,,,,
5,1991,1991-09-29,5,24.054,PHO,,NWE,W 24-10,,0,0,,0,,,,
6,1991,1991-10-06,6,24.061,PHO,@,NYG,L 9-20,,0,0,,0,,,,
7,1991,1991-10-13,7,24.068,PHO,@,MIN,L 7-34,,0,0,,0,,,,
8,1991,1991-10-20,8,24.075,PHO,,ATL,W 16-10,,0,0,,0,,,,
9,1991,1991-10-27,9,24.082,PHO,,MIN,L 0-28,,0,0,,0,,,,
10,1991,1991-11-03,10,24.089,PHO,@,DAL,L 7-27,,0,0,,0,,,,
11,1991,1991-11-10,11,24.096,PHO,,NYG,L 14-21,,0,0,,0,,,,
12,1991,1991-11-17,12,24.103,PHO,@,SFO,L 10-14,,0,0,,0,,,,
13,1991,1991-11-24,13,24.110,PHO,,PHI,L 14-34,,1,3,3.00,1,,,1,6
14,1991,1991-12-08,14,24.124,PHO,,WAS,L 14-20,,0,0,,0,,,,
15,1991,1991-12-15,15,24.131,PHO,@,DEN,L 19-24,,0,0,,0,,,,
16,1991,1991-12-22,16,24.138,PHO,,NOR,L 3-27,,0,0,,0,,,,
17,1994,1994-09-04,1,27.029,NOR,,KAN,L 17-30,,0,0,,0,0.0%,,,
18,1994,1994-09-11,2,27.036,NOR,,WAS,L 24-38,,0,0,,0,0.0%,,,
19,1994,1994-09-18,3,27.043,NOR,@,TAM,W 9-7,,0,0,,0,0.0%,,,
20,1994,1994-09-25,4,27.050,NOR,@,SFO,L 13-24,,0,0,,0,0.0%,,,
21,1994,1994-10-02,5,27.057,NOR,,NYG,W 27-22,1,1,7,7.00,0,100.0%,7.00,0,0
22,1994,1994-10-09,6,27.064,NOR,@,CHI,L 7-17,,0,0,,0,0.0%,,,
23,1994,1994-10-16,7,27.071,NOR,,SDG,L 22-36,,0,0,,0,0.0%,,,
24,1994,1994-10-23,8,27.078,NOR,,RAM,W 37-34,,0,0,,0,0.0%,,,
25,1994,1994-11-06,9,27.092,NOR,@,MIN,L 20-21,,0,0,,0,0.0%,,,
26,1994,1994-11-13,10,27.099,NOR,,ATL,W 33-32,,0,0,,0,0.0%,,,
27,1994,1994-11-20,11,27.106,NOR,@,RAI,L 19-24,,0,0,,0,0.0%,,,
28,1994,1994-11-28,12,27.114,NOR,,SFO,L 14-35,,0,0,,0,0.0%,,,
29,1994,1994-12-04,13,27.120,NOR,@,RAM,W 31-15,,0,0,,0,0.0%,,,
30,1994,1994-12-11,14,27.127,NOR,@,ATL,W 29-20,,0,0,,0,0.0%,,,
31,1994,1994-12-19,15,27.135,NOR,,DAL,L 16-24,,0,0,,0,0.0%,,,
32,1994,1994-12-24,16,27.140,NOR,@,DEN,W 30-28,,0,0,,0,0.0%,,,
