ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1983,1983-09-04,1,21.362,CIN,,RAI,L 10-20,,,,,,,,,,
2,1983,1983-09-11,2,22.004,CIN,,BUF,L 6-10,,,,,,,,,,
3,1983,1983-09-15,3,22.008,CIN,@,CLE,L 7-17,,,,,,,,,,
4,1983,1983-09-25,4,22.018,CIN,@,TAM,W 23-17,,,,,,,,,,
5,1983,1983-10-02,5,22.025,CIN,,BAL,L 31-34,,,,,,,,,,
6,1983,1983-10-10,6,22.033,CIN,,PIT,L 14-24,0,0,,0,1,6,0.0,1,41,1
7,1983,1983-10-16,7,22.039,CIN,@,DEN,L 17-24,,,,,,,,,,
8,1983,1983-10-23,8,22.046,CIN,,CLE,W 28-21,,,,,,,,,,
9,1983,1983-10-30,9,22.053,CIN,,GNB,W 34-14,,,,,,,,,,
10,1983,1983-11-06,10,22.060,CIN,@,HOU,W 55-14,,,,,,,,,,
11,1983,1983-11-13,11,22.067,CIN,@,KAN,L 15-20,,,,,,,,,,
12,1983,1983-11-20,12,22.074,CIN,,HOU,W 38-10,,,,,,,,,,
13,1983,1983-11-28,13,22.082,CIN,@,MIA,L 14-38,,,,,,,,,,
14,1983,1983-12-04,14,22.088,CIN,@,PIT,W 23-10,,,,,,,,,,
15,1983,1983-12-11,15,22.095,CIN,,DET,W 17-9,,,,,,,,,,
16,1983,1983-12-17,16,22.101,CIN,@,MIN,L 14-20,,,,,,,,,,
17,1984,1984-09-02,1,22.361,CIN,@,DEN,L 17-20,,,,,,,,,,
18,1984,1984-09-09,2,23.002,CIN,,KAN,L 22-27,,,,,,,,,,
19,1984,1984-09-16,3,23.009,CIN,@,NYJ,L 23-43,,,,,,,,,,
20,1984,1984-09-23,4,23.016,CIN,,RAM,L 14-24,,,,,,,,,,
21,1984,1984-10-01,5,23.024,CIN,@,PIT,L 17-38,,,,,,,,,,
22,1984,1984-10-07,6,23.030,CIN,,HOU,W 13-3,,,,,,,,,,
23,1984,1984-10-14,7,23.037,CIN,@,NWE,L 14-20,,,,,,,,,,
24,1984,1984-10-21,8,23.044,CIN,,CLE,W 12-9,,,,,,,,,,
25,1984,1984-10-28,9,23.051,CIN,@,HOU,W 31-13,,,,,,,,,,
26,1984,1984-11-04,10,23.058,CIN,@,SFO,L 17-23,,,,,,,,,,
27,1984,1984-11-11,11,23.065,CIN,,PIT,W 22-20,,,,,,,,,,
28,1984,1984-11-18,12,23.072,CIN,,SEA,L 6-26,,,,,,,,,,
29,1984,1984-11-25,13,23.079,CIN,,ATL,W 35-14,,,,,,,,,,
30,1984,1984-12-02,14,23.086,CIN,@,CLE,W 20-17,,,,,,,,,,
31,1984,1984-12-09,15,23.093,CIN,@,NOR,W 24-21,,,,,,,,,,
32,1984,1984-12-16,16,23.100,CIN,,BUF,W 52-21,0,0,,0,1,6,0.0,1,57,1
33,1985,1985-09-08,1,24.001,CIN,,SEA,L 24-28,0,0,,0,,,,,,
34,1985,1985-09-15,2,24.008,CIN,@,STL,L 27-41,0,0,,0,,,,,,
35,1985,1985-09-22,3,24.015,CIN,,SDG,L 41-44,0,0,,0,0,0,0.0,1,0,0
36,1985,1985-09-30,4,24.023,CIN,@,PIT,W 37-24,0,0,,0,0,0,0.0,1,13,0
37,1985,1985-10-06,5,24.029,CIN,,NYJ,L 20-29,0,0,,0,,,,,,
38,1985,1985-10-13,6,24.036,CIN,,NYG,W 35-30,1,0,0.00,0,1,6,0.0,2,53,1
39,1985,1985-10-20,7,24.043,CIN,@,HOU,L 27-44,0,0,,0,,,,,,
40,1985,1985-10-27,8,24.050,CIN,,PIT,W 26-21,0,0,,0,0,0,1.0,0,0,0
41,1985,1985-11-03,9,24.057,CIN,@,BUF,W 23-17,0,0,,0,0,0,0.0,1,9,0
42,1985,1985-11-10,10,24.064,CIN,,CLE,W 27-10,0,0,,0,,,,,,
43,1985,1985-11-17,11,24.071,CIN,@,RAI,L 6-13,0,0,,0,,,,,,
44,1985,1985-11-24,12,24.078,CIN,@,CLE,L 6-24,0,0,,0,,,,,,
45,1985,1985-12-01,13,24.085,CIN,,HOU,W 45-27,0,0,,0,,,,,,
46,1985,1985-12-08,14,24.092,CIN,,DAL,W 50-24,0,0,,0,0,0,0.0,1,8,0
47,1985,1985-12-15,15,24.099,CIN,@,WAS,L 24-27,0,0,,0,,,,,,
48,1985,1985-12-22,16,24.106,CIN,@,NWE,L 23-34,0,0,,0,0,0,0.0,1,33,0
49,1986,1986-09-07,1,25.000,DET,@,MIN,W 13-10,,,,,,,,,,
50,1986,1986-09-14,2,25.007,DET,,DAL,L 7-31,,,,,,,,,,
51,1986,1986-09-21,3,25.014,DET,,TAM,L 20-24,,,,,,,,,,
52,1986,1986-09-28,4,25.021,DET,@,CLE,L 21-24,,,,,,,,,,
53,1986,1986-10-05,5,25.028,DET,,HOU,W 24-13,0,0,,0,0,0,0.0,1,21,0
54,1986,1986-10-12,6,25.035,DET,@,GNB,W 21-14,,,,,,,,,,
55,1986,1986-10-19,7,25.042,DET,@,RAM,L 10-14,,,,,,,,,,
56,1986,1986-10-26,8,25.049,DET,@,CHI,L 7-13,,,,,,,,,,
57,1986,1986-11-02,9,25.056,DET,,CIN,L 17-24,0,0,,0,0,0,0.0,1,13,0
58,1986,1986-11-09,10,25.063,DET,,MIN,L 10-24,,,,,,,,,,
59,1986,1986-11-16,11,25.070,DET,@,PHI,W 13-11,,,,,,,,,,
60,1986,1986-11-23,12,25.077,DET,@,TAM,W 38-17,,,,,,,,,,
61,1986,1986-11-27,13,25.081,DET,,GNB,L 40-44,,,,,,,,,,
62,1986,1986-12-07,14,25.091,DET,@,PIT,L 17-27,0,0,,0,0,0,1.0,0,0,0
63,1986,1986-12-15,15,25.099,DET,,CHI,L 13-16,0,0,,0,0,0,1.0,0,0,0
64,1986,1986-12-21,16,25.105,DET,,ATL,L 6-20,,,,,,,,,,
65,1987,1987-09-13,1,26.006,DET,@,MIN,L 19-34,0,0,,0,0,0,0.0,1,11,0
66,1987,1987-09-20,2,26.013,DET,@,RAI,L 7-27,0,0,,0,0,0,0.0,1,29,0
67,1987,1987-10-25,6,26.048,DET,,GNB,L 33-34,0,0,,0,0,0,1.0,1,29,0
68,1987,1987-11-01,7,26.055,DET,@,DEN,L 0-34,,,,,,,,,,
69,1987,1987-11-08,8,26.062,DET,,DAL,W 27-17,0,0,,0,0,0,0.0,2,54,0
70,1987,1987-11-15,9,26.069,DET,@,WAS,L 13-20,,,,,,,,,,
71,1987,1987-11-22,10,26.076,DET,@,CHI,L 10-30,,,,,,,,,,
72,1987,1987-11-26,11,26.080,DET,,KAN,L 20-27,,,,,,,,,,
73,1987,1987-12-06,12,26.090,DET,,RAM,L 16-37,,,,,,,,,,
74,1987,1987-12-13,13,26.097,DET,@,TAM,W 20-10,,,,,,,,,,
75,1987,1987-12-20,14,26.104,DET,,MIN,L 14-17,,,,,,,,,,
76,1987,1987-12-27,15,26.111,DET,@,ATL,W 30-13,0,0,,0,0,0,0.0,1,7,0
77,1988,1988-09-04,1,26.363,DET,,ATL,W 31-17,,,,,,,,,,
78,1988,1988-09-11,2,27.004,DET,@,RAM,L 10-17,,,,,,,,,,
79,1988,1988-09-18,3,27.011,DET,,NOR,L 14-22,,,,,,,,,,
80,1988,1988-09-25,4,27.018,DET,,NYJ,L 10-17,,,,,,,,,,
81,1988,1988-10-02,5,27.025,DET,@,SFO,L 13-20,,,,,,,,,,
82,1988,1988-10-09,6,27.032,DET,,CHI,L 7-24,,,,,,,,,,
83,1988,1988-10-16,7,27.039,DET,@,NYG,L 10-30,,,,,,,,,,
84,1988,1988-10-23,8,27.046,DET,@,KAN,W 7-6,0,0,,0,0,0,0.0,1,31,0
85,1988,1988-10-30,9,27.053,DET,,NYG,L 10-13,,,,,,,,,,
86,1988,1988-11-06,10,27.060,DET,@,MIN,L 17-44,,,,,,,,,,
87,1988,1988-11-13,11,27.067,DET,,TAM,L 20-23,0,0,,0,0,0,1.0,0,0,0
88,1988,1988-11-20,12,27.074,DET,@,GNB,W 19-9,,,,,,,,,,
89,1988,1988-11-24,13,27.078,DET,,MIN,L 0-23,,,,,,,,,,
90,1988,1988-12-04,14,27.088,DET,,GNB,W 30-14,,,,,,,,,,
91,1988,1988-12-11,15,27.095,DET,@,CHI,L 12-13,,,,,,,,,,
92,1988,1988-12-18,16,27.102,DET,@,TAM,L 10-21,0,0,,0,0,0,0.0,1,0,0
93,1989,1989-09-10,1,28.003,DET,,PHO,L 13-16,0,0,,0,,,,,,
94,1989,1989-09-17,2,28.010,DET,@,NYG,L 14-24,0,0,,0,0,0,0.5,0,0,0
95,1989,1989-09-24,3,28.017,DET,,CHI,L 27-47,0,0,,0,,,,,,
96,1989,1989-10-01,4,28.024,DET,,PIT,L 3-23,0,0,,0,,,,,,
97,1989,1989-10-08,5,28.031,DET,@,MIN,L 17-24,0,0,,0,,,,,,
98,1989,1989-10-15,6,28.038,DET,@,TAM,W 17-16,0,0,,0,,,,,,
99,1989,1989-10-22,7,28.045,DET,,MIN,L 7-20,0,0,,0,,,,,,
100,1989,1989-10-29,8,28.052,DET,@,GNB,L 20-23,0,0,,0,,,,,,
101,1989,1989-11-05,9,28.059,DET,@,HOU,L 31-35,0,0,,0,,,,,,
102,1989,1989-11-12,10,28.066,DET,,GNB,W 31-22,0,0,,0,,,,,,
103,1989,1989-11-19,11,28.073,DET,@,CIN,L 7-42,0,0,,0,,,,,,
104,1989,1989-11-23,12,28.077,DET,,CLE,W 13-10,0,0,,0,,,,,,
105,1989,1989-12-03,13,28.087,DET,,NOR,W 21-14,0,0,,0,,,,,,
106,1989,1989-12-10,14,28.094,DET,@,CHI,W 27-17,0,0,,0,,,,,,
107,1989,1989-12-17,15,28.101,DET,,TAM,W 33-7,0,0,,0,,,,,,
108,1989,1989-12-24,16,28.108,DET,@,ATL,W 31-24,1,1,1.00,0,0,0,0.0,0,0,0
