ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
14,1990,1990-12-16,14,23.052,IND,@,NYJ,W 29-21,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,
15,1990,1990-12-22,15,23.058,IND,,WAS,W 35-28,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,
16,1990,1990-12-30,16,23.066,IND,@,MIA,L 17-23,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,
17,1991,1991-09-01,1,23.311,IND,,NWE,L 7-16,,0,0,,0,,11,87,7.91,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
18,1991,1991-09-08,2,23.318,IND,@,MIA,L 6-17,,0,0,,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0,
19,1991,1991-09-15,3,23.325,IND,@,RAI,L 0-16,,0,0,,0,,10,89,8.90,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
20,1991,1991-09-22,4,23.332,IND,,DET,L 24-33,,0,0,,0,,9,105,11.67,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
21,1991,1991-09-29,5,23.339,IND,@,SEA,L 3-31,,0,0,,0,,4,29,7.25,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
22,1991,1991-10-06,6,23.346,IND,,PIT,L 3-21,,1,0,0.00,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
23,1991,1991-10-13,7,23.353,IND,@,BUF,L 6-42,,4,11,2.75,0,,4,14,3.50,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
24,1991,1991-10-20,8,23.360,IND,,NYJ,L 6-17,,10,51,5.10,0,,2,13,6.50,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
25,1991,1991-11-03,9,24.009,IND,,MIA,L 6-10,,7,32,4.57,0,,2,7,3.50,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
26,1992,1992-09-06,1,24.317,IND,,CLE,W 14-3,,6,15,2.50,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
27,1992,1992-09-13,2,24.324,IND,,HOU,L 10-20,,1,11,11.00,0,4,3,21,7.00,1,75.0%,5.25,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
28,1992,1992-09-20,3,24.331,IND,@,BUF,L 0-38,,5,13,2.60,0,4,3,31,10.33,0,75.0%,7.75,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
29,1992,1992-10-04,4,24.345,IND,@,TAM,W 24-14,,20,67,3.35,0,4,4,34,8.50,0,100.0%,8.50,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
30,1992,1992-10-11,5,24.352,IND,,NYJ,W 6-3,,15,75,5.00,0,4,3,23,7.67,0,75.0%,5.75,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
31,1992,1992-10-18,6,24.359,IND,,SDG,L 14-34,,9,6,0.67,0,4,4,42,10.50,1,100.0%,10.50,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
32,1992,1992-10-25,7,25.000,IND,@,MIA,W 31-20,,16,55,3.44,0,4,4,28,7.00,0,100.0%,7.00,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0
33,1992,1992-11-01,8,25.007,IND,@,SDG,L 0-26,,11,28,2.55,0,4,4,22,5.50,0,100.0%,5.50,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
34,1992,1992-11-08,9,25.014,IND,,MIA,L 0-28,,11,37,3.36,0,5,4,17,4.25,0,80.0%,3.40,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
35,1992,1992-11-15,10,25.021,IND,,NWE,L 34-37,,20,77,3.85,0,9,7,163,23.29,0,77.8%,18.11,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
36,1992,1992-11-22,11,25.028,IND,@,PIT,L 14-30,,19,68,3.58,0,4,2,4,2.00,0,50.0%,1.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
37,1992,1992-11-29,12,25.035,IND,,BUF,W 16-13,,13,50,3.85,0,4,3,34,11.33,0,75.0%,8.50,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
38,1992,1992-12-06,13,25.042,IND,@,NWE,W 6-0,,1,6,6.00,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
39,1992,1992-12-13,14,25.049,IND,@,NYJ,W 10-6,,17,43,2.53,0,3,3,13,4.33,0,100.0%,4.33,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
40,1992,1992-12-20,15,25.056,IND,,PHO,W 16-13,,14,41,2.93,0,6,5,85,17.00,1,83.3%,14.17,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
41,1993,1993-09-05,1,25.315,IND,,MIA,L 20-24,,18,39,2.17,0,7,6,51,8.50,0,85.7%,7.29,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
42,1993,1993-09-12,2,25.322,IND,@,CIN,W 9-6,,16,64,4.00,0,2,1,14,14.00,0,50.0%,7.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
43,1993,1993-09-26,3,25.336,IND,,CLE,W 23-10,,9,29,3.22,1,9,8,60,7.50,0,88.9%,6.67,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
44,1993,1993-10-03,4,25.343,IND,@,DEN,L 13-35,,11,67,6.09,0,10,6,32,5.33,0,60.0%,3.20,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
45,1993,1993-10-10,5,25.350,IND,,DAL,L 3-27,,3,15,5.00,0,6,6,38,6.33,0,100.0%,6.33,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
46,1993,1993-10-24,6,25.364,IND,@,MIA,L 27-41,,3,28,9.33,0,6,5,53,10.60,0,83.3%,8.83,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
47,1993,1993-10-31,7,26.006,IND,,NWE,W 9-6,,0,0,,0,2,2,8,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
48,1993,1993-11-07,8,26.013,IND,@,WAS,L 24-30,,0,0,,0,12,10,83,8.30,0,83.3%,6.92,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
49,1993,1993-11-14,9,26.020,IND,,NYJ,L 17-31,,6,16,2.67,0,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
50,1993,1993-11-21,10,26.027,IND,@,BUF,L 9-23,,18,67,3.72,0,3,3,43,14.33,0,100.0%,14.33,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
51,1993,1993-11-29,11,26.035,IND,,SDG,L 0-31,,2,-1,-0.50,0,,0,0,,0,0.0%,,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,0,0,,0,0,0,,0,0,0
52,1993,1993-12-26,15,26.062,IND,@,NWE,L 0-38,,3,8,2.67,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
53,1993,1994-01-02,16,26.069,IND,,BUF,L 10-30,,6,-1,-0.17,0,8,6,52,8.67,0,75.0%,6.50,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
54,1994,1994-09-04,1,26.314,NYJ,@,BUF,W 23-3,,0,0,,0,1,0,0,,0,0.0%,0.00,,,,,,,,,,,,,,,,0,0,,0,0,
55,1994,1994-09-11,2,26.321,NYJ,,DEN,W 25-22,,0,0,,0,2,1,2,2.00,0,50.0%,1.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
56,1994,1994-09-18,3,26.328,NYJ,@,MIA,L 14-28,,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,0,0,,0,0,
57,1994,1994-09-25,4,26.335,NYJ,,CHI,L 7-19,,0,0,,0,1,0,0,,0,0.0%,0.00,,,,,,,,,,,,,,,,0,0,,0,0,
58,1994,1994-10-02,5,26.342,NYJ,@,CLE,L 7-27,,0,0,,0,3,2,16,8.00,0,66.7%,5.33,0,0,,0,0,0,,,,,,0,0,,0,1,3,3.00,0,0,0
59,1994,1994-10-09,6,26.349,NYJ,,IND,W 16-6,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,,,,,,,,0,0,,0,0,
60,1994,1994-10-16,7,26.356,NYJ,,NWE,W 24-17,,1,5,5.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
61,1994,1994-10-30,8,27.005,NYJ,@,IND,L 25-28,,4,7,1.75,0,3,2,13,6.50,0,66.7%,4.33,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
62,1994,1994-11-06,9,27.012,NYJ,,BUF,W 22-17,,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,0,0,,0,0,
63,1994,1994-11-13,10,27.019,NYJ,@,GNB,L 10-17,,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,0,0,,0,0,
64,1994,1994-11-27,12,27.033,NYJ,,MIA,L 24-28,,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,0,0,,0,0,
65,1994,1994-12-04,13,27.040,NYJ,@,NWE,L 13-24,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,,,,,,,,0,0,,0,0,
66,1994,1994-12-10,14,27.046,NYJ,,DET,L 7-18,,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,0,0,,0,0,
67,1994,1994-12-18,15,27.054,NYJ,,SDG,L 6-21,,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,0,0,,0,0,
68,1994,1994-12-24,16,27.060,NYJ,@,HOU,L 10-24,,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,0,0,,0,0,
69,1995,1995-09-11,2,27.321,CHI,,GNB,L 24-27,,1,2,2.00,0,2,2,13,6.50,0,100.0%,6.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
70,1995,1995-09-17,3,27.327,CHI,@,TAM,W 25-6,,1,2,2.00,0,3,2,16,8.00,0,66.7%,5.33,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
71,1995,1995-09-24,4,27.334,CHI,@,STL,L 28-34,,1,1,1.00,0,4,4,18,4.50,0,100.0%,4.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
72,1995,1995-10-08,5,27.348,CHI,,CAR,W 31-27,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,,,,0,
73,1995,1995-10-15,6,27.355,CHI,@,JAX,W 30-27,,0,0,,0,1,1,18,18.00,0,100.0%,18.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
74,1995,1995-10-22,7,27.362,CHI,,HOU,W 35-32,,0,0,,0,2,2,10,5.00,0,100.0%,5.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
75,1995,1995-10-30,8,28.005,CHI,@,MIN,W 14-6,,1,7,7.00,0,2,2,11,5.50,0,100.0%,5.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
76,1995,1995-11-05,9,28.011,CHI,,PIT,L 34-37,,2,18,9.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
77,1995,1995-11-12,10,28.018,CAR,@,STL,L 17-28,,4,7,1.75,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
78,1995,1995-11-19,11,28.025,CAR,,ARI,W 27-7,,4,33,8.25,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
79,1995,1995-11-26,12,28.032,CAR,@,NOR,L 26-34,,4,30,7.50,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
80,1995,1995-12-03,13,28.039,CAR,,IND,W 13-10,,1,1,1.00,0,3,3,21,7.00,0,100.0%,7.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
81,1995,1995-12-10,14,28.046,CAR,,SFO,L 10-31,,7,22,3.14,0,7,5,39,7.80,0,71.4%,5.57,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
82,1995,1995-12-17,15,28.053,CAR,,ATL,W 21-17,,1,4,4.00,0,4,3,39,13.00,0,75.0%,9.75,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
83,1995,1995-12-24,16,28.060,CAR,@,WAS,L 17-20,,3,13,4.33,0,4,4,20,5.00,0,100.0%,5.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
84,1996,1996-09-01,1,28.312,CAR,,ATL,W 29-6,,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,,,,0,
85,1996,1996-09-08,2,28.319,CAR,@,NOR,W 22-20,,0,0,,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
86,1996,1996-09-22,3,28.333,CAR,,SFO,W 23-7,,6,44,7.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
87,1996,1996-09-29,4,28.340,CAR,@,JAX,L 14-24,,12,31,2.58,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
88,1996,1996-10-06,5,28.347,CAR,@,MIN,L 12-14,,23,102,4.43,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
89,1996,1996-10-13,6,28.354,CAR,,STL,W 45-13,,22,126,5.73,0,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
90,1996,1996-10-20,7,28.361,CAR,,NOR,W 19-7,,29,123,4.24,0,5,5,41,8.20,0,100.0%,8.20,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
91,1996,1996-10-27,8,29.002,CAR,@,PHI,L 9-20,,18,45,2.50,0,3,2,64,32.00,0,66.7%,21.33,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
92,1996,1996-11-03,9,29.009,CAR,@,ATL,L 17-20,,13,61,4.69,1,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
93,1996,1996-11-10,10,29.016,CAR,,NYG,W 27-17,,23,67,2.91,1,4,3,24,8.00,0,75.0%,6.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
94,1996,1996-11-17,11,29.023,CAR,@,STL,W 20-10,,27,123,4.56,1,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
95,1996,1996-11-24,12,29.030,CAR,@,HOU,W 31-6,,27,86,3.19,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
96,1996,1996-12-01,13,29.037,CAR,,TAM,W 24-0,,26,111,4.27,1,3,3,2,0.67,0,100.0%,0.67,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
97,1996,1996-12-08,14,29.044,CAR,@,SFO,W 30-24,,25,52,2.08,0,1,1,0,0.00,0,100.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
98,1996,1996-12-15,15,29.051,CAR,,BAL,W 27-16,,26,81,3.12,1,2,2,10,5.00,0,100.0%,5.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
99,1996,1996-12-22,16,29.058,CAR,,PIT,W 18-14,,23,68,2.96,0,7,5,23,4.60,0,71.4%,3.29,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
100,1997,1997-08-31,1,29.310,CAR,,WAS,L 10-24,,20,134,6.70,0,2,2,11,5.50,0,100.0%,5.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
101,1997,1997-09-07,2,29.317,CAR,@,ATL,W 9-6,,24,86,3.58,0,2,2,7,3.50,0,100.0%,3.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
102,1997,1997-09-14,3,29.324,CAR,@,SDG,W 26-7,,5,7,1.40,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
103,1997,1997-09-21,4,29.331,CAR,,KAN,L 14-35,,11,39,3.55,0,8,4,48,12.00,0,50.0%,6.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
104,1997,1997-09-29,5,29.339,CAR,,SFO,L 21-34,,8,21,2.63,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
105,1997,1997-10-12,6,29.352,CAR,@,MIN,L 14-21,,6,27,4.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
106,1997,1997-10-19,7,29.359,CAR,@,NOR,W 13-0,,14,25,1.79,0,5,5,31,6.20,1,100.0%,6.20,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
107,1997,1997-10-26,8,30.001,CAR,,ATL,W 21-12,,1,-4,-4.00,0,3,2,14,7.00,0,66.7%,4.67,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
108,1997,1997-11-02,9,30.008,CAR,,OAK,W 38-14,,1,8,8.00,0,3,2,12,6.00,0,66.7%,4.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
109,1997,1997-11-09,10,30.015,CAR,@,DEN,L 0-34,,2,6,3.00,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
110,1997,1997-11-16,11,30.022,CAR,@,SFO,L 19-27,,1,-2,-2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
111,1997,1997-11-23,12,30.029,CAR,@,STL,W 16-10,,1,-2,-2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
112,1997,1997-11-30,13,30.036,CAR,,NOR,L 13-16,,1,6,6.00,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
113,1997,1997-12-08,14,30.044,CAR,@,DAL,W 23-13,,0,0,,0,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
114,1997,1997-12-14,15,30.050,CAR,,GNB,L 10-31,,1,4,4.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
115,1997,1997-12-20,16,30.056,CAR,,STL,L 18-30,,1,3,3.00,0,2,2,15,7.50,0,100.0%,7.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
116,1998,1998-09-06,1,30.316,CAR,,ATL,L 14-19,,0,0,,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
117,1998,1998-09-13,2,30.323,CAR,@,NOR,L 14-19,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
118,1998,1998-09-27,3,30.337,CAR,,GNB,L 30-37,,0,0,,0,8,5,31,6.20,0,62.5%,3.88,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
119,1998,1998-10-04,4,30.344,CAR,@,ATL,L 23-51,,0,0,,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
120,1998,1998-10-11,5,30.351,CAR,@,DAL,L 20-27,,16,28,1.75,0,3,3,33,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
121,1998,1998-10-18,6,30.358,CAR,@,TAM,L 13-16,,1,4,4.00,0,5,4,17,4.25,0,80.0%,3.40,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
122,1998,1998-10-25,7,31.000,CAR,,BUF,L 14-30,,0,0,,0,2,2,22,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
123,1998,1998-11-01,8,31.007,CAR,,NOR,W 31-17,,0,0,,0,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
124,1998,1998-11-08,9,31.014,CAR,@,SFO,L 23-25,,0,0,,0,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,,,1,3,3.00,0,0,0,,0,0,0
125,1998,1998-11-15,10,31.021,CAR,,MIA,L 9-13,,0,0,,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
126,1998,1998-11-22,11,31.028,CAR,@,STL,W 24-20,,1,7,7.00,0,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
127,1998,1998-11-29,12,31.035,CAR,@,NYJ,L 21-48,,3,12,4.00,0,2,2,29,14.50,0,100.0%,14.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
128,1998,1998-12-06,13,31.042,CAR,,SFO,L 28-31,,7,66,9.43,0,4,2,41,20.50,1,50.0%,10.25,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
129,1998,1998-12-13,14,31.049,CAR,,WAS,L 25-28,,5,15,3.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
130,1998,1998-12-20,15,31.056,CAR,,STL,W 20-13,,1,1,1.00,0,2,2,18,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
131,1998,1998-12-27,16,31.063,CAR,@,IND,W 27-19,,2,2,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,1,9,9.00,0,0,0,,0,0,0
132,1999,1999-09-12,1,31.322,CAR,@,NOR,L 10-19,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
133,1999,1999-09-19,2,31.329,CAR,,JAX,L 20-22,,1,2,2.00,0,1,1,0,0.00,0,100.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
134,1999,1999-09-26,3,31.336,CAR,,CIN,W 27-3,,0,0,,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,1,3,3.00,0,0,0
135,1999,1999-10-03,4,31.343,CAR,@,WAS,L 36-38,,0,0,,0,3,2,9,4.50,0,66.7%,3.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
136,1999,1999-10-17,5,31.357,CAR,@,SFO,W 31-29,,,,,,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
137,1999,1999-10-24,6,31.364,CAR,,DET,L 9-24,,0,0,,0,4,4,41,10.25,0,100.0%,10.25,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
138,1999,1999-10-31,7,32.006,CAR,@,ATL,L 20-27,,0,0,,0,3,3,31,10.33,0,100.0%,10.33,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
139,1999,1999-11-07,8,32.013,CAR,,PHI,W 33-7,,7,4,0.57,0,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
140,1999,1999-11-14,9,32.020,CAR,@,STL,L 10-35,,2,29,14.50,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
141,1999,1999-11-21,10,32.027,CAR,@,CLE,W 31-17,,1,6,6.00,0,2,2,11,5.50,0,100.0%,5.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
142,1999,1999-11-28,11,32.034,CAR,,ATL,W 34-28,,2,10,5.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
143,1999,1999-12-05,12,32.041,CAR,,STL,L 21-34,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
144,1999,1999-12-12,13,32.048,CAR,@,GNB,W 33-31,,,,,,1,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
145,1999,1999-12-18,14,32.054,CAR,,SFO,W 41-24,,9,10,1.11,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
