ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks,def_int,def_int_yds,def_int_td
1,1977,1977-09-18,1,25.039,DEN,,STL,W 7-0,,,,
2,1977,1977-09-25,2,25.046,DEN,,BUF,W 26-6,,,,
3,1977,1977-10-02,3,25.053,DEN,@,SEA,W 24-13,,,,
4,1977,1977-10-09,4,25.060,DEN,,KAN,W 23-7,,,,
5,1977,1977-10-16,5,25.067,DEN,@,OAK,W 30-7,,,,
6,1977,1977-10-23,6,25.074,DEN,@,CIN,W 24-13,,,,
7,1977,1977-10-30,7,25.081,DEN,,OAK,L 14-24,,,,
8,1977,1977-11-06,8,25.088,DEN,,PIT,W 21-7,,,,
9,1977,1977-11-13,9,25.095,DEN,@,SDG,W 17-14,,,,
10,1977,1977-11-20,10,25.102,DEN,@,KAN,W 14-7,,,,
11,1977,1977-11-27,11,25.109,DEN,,BAL,W 27-13,,,,
12,1977,1977-12-11,13,25.123,DEN,,SDG,W 17-9,,,,
13,1977,1977-12-18,14,25.130,DEN,@,DAL,L 6-14,,,,
14,1978,1978-09-03,1,26.024,DEN,,OAK,W 14-6,,,,
15,1978,1978-09-11,2,26.032,DEN,@,MIN,L 9-12,,,,
16,1978,1978-09-17,3,26.038,DEN,,SDG,W 27-14,,,,
17,1978,1978-09-24,4,26.045,DEN,@,KAN,W 23-17,,,,
18,1978,1978-10-01,5,26.052,DEN,,SEA,W 28-7,,,,
19,1978,1978-10-08,6,26.059,DEN,@,SDG,L 0-23,,,,
20,1978,1978-10-16,7,26.067,DEN,,CHI,W 16-7,,,,
21,1978,1978-10-22,8,26.073,DEN,@,BAL,L 6-7,,,,
22,1978,1978-10-29,9,26.080,DEN,@,SEA,W 20-17,,,,
23,1978,1978-11-05,10,26.087,DEN,,NYJ,L 28-31,,,,
24,1978,1978-11-12,11,26.094,DEN,@,CLE,W 19-7,,,,
25,1978,1978-11-19,12,26.101,DEN,,GNB,W 16-3,,,,
26,1978,1978-11-23,13,26.105,DEN,@,DET,L 14-17,,,,
27,1978,1978-12-03,14,26.115,DEN,@,OAK,W 21-6,,,,
28,1978,1978-12-10,15,26.122,DEN,,KAN,W 24-3,,,,
29,1978,1978-12-16,16,26.128,DEN,,PIT,L 17-21,,,,
30,1979,1979-09-02,1,27.023,DEN,,CIN,W 10-0,,,,
31,1979,1979-09-06,2,27.027,DEN,,RAM,L 9-13,,,,
32,1979,1979-09-16,3,27.037,DEN,@,ATL,W 20-17,,,,
33,1979,1979-09-23,4,27.044,DEN,,SEA,W 37-34,,,,
34,1979,1979-09-30,5,27.051,DEN,@,OAK,L 3-27,,,,
35,1979,1979-10-07,6,27.058,DEN,,SDG,W 7-0,,,,
36,1979,1979-10-14,7,27.065,DEN,@,KAN,W 24-10,,,,
