ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1990,1990-09-24,3,23.306,NYJ,,BUF,L 7-30,0,0,,0,0,0,,0
2,1990,1990-09-30,4,23.312,NYJ,@,NWE,W 37-13,0,0,,0,0,0,,0
3,1990,1990-10-07,5,23.319,NYJ,@,MIA,L 16-20,0,0,,0,0,0,,0
4,1990,1990-10-14,6,23.326,NYJ,,SDG,L 3-39,1,20,20.00,0,0,0,,0
5,1990,1990-10-21,7,23.333,NYJ,@,BUF,L 27-30,0,0,,0,0,0,,0
6,1990,1990-10-28,8,23.340,NYJ,@,HOU,W 17-12,2,39,19.50,0,0,0,,0
7,1990,1990-11-04,9,23.347,NYJ,,DAL,W 24-9,0,0,,0,0,0,,0
8,1990,1990-11-11,10,23.354,NYJ,,MIA,L 3-17,0,0,,0,0,0,,0
9,1990,1990-11-18,11,23.361,NYJ,@,IND,L 14-17,0,0,,0,1,0,0.00,0
10,1990,1990-11-25,12,24.003,NYJ,,PIT,L 7-24,1,14,14.00,0,0,0,,0
11,1990,1990-12-02,13,24.010,NYJ,@,SDG,L 17-38,1,16,16.00,0,0,0,,0
12,1990,1990-12-16,14,24.024,NYJ,,IND,L 21-29,0,0,,0,0,0,,0
13,1990,1990-12-23,15,24.031,NYJ,,NWE,W 42-7,0,0,,0,0,0,,0
14,1990,1990-12-30,16,24.038,NYJ,@,TAM,W 16-14,0,0,,0,0,0,,0
15,1991,1991-09-01,1,24.283,NYJ,,TAM,W 16-13,2,43,21.50,0,0,0,,0
16,1991,1991-09-08,2,24.290,NYJ,@,SEA,L 13-20,3,43,14.33,0,0,0,,0
17,1991,1991-09-15,3,24.297,NYJ,,BUF,L 20-23,1,20,20.00,0,0,0,,0
18,1991,1991-09-23,4,24.305,NYJ,@,CHI,L 13-19,0,0,,0,,,,
19,1991,1991-09-29,5,24.311,NYJ,,MIA,W 41-23,0,0,,0,,,,
20,1991,1991-10-06,6,24.318,NYJ,@,CLE,W 17-14,0,0,,0,,,,
21,1991,1991-10-13,7,24.325,NYJ,,HOU,L 20-23,0,0,,0,,,,
22,1991,1991-10-20,8,24.332,NYJ,@,IND,W 17-6,0,0,,0,,,,
23,1991,1991-11-03,9,24.346,NYJ,,GNB,W 19-16,0,0,,0,,,,
24,1991,1991-11-10,10,24.353,NYJ,,IND,L 27-28,0,0,,0,,,,
25,1991,1991-11-17,11,24.360,NYJ,@,NWE,W 28-21,0,0,,0,,,,
26,1991,1991-11-24,12,25.002,NYJ,,SDG,W 24-3,0,0,,0,,,,
27,1991,1991-12-01,13,25.009,NYJ,@,BUF,L 13-24,0,0,,0,,,,
28,1991,1991-12-08,14,25.016,NYJ,@,DET,L 20-34,0,0,,0,,,,
29,1991,1991-12-15,15,25.023,NYJ,,NWE,L 3-6,0,0,,0,,,,
30,1991,1991-12-22,16,25.030,NYJ,@,MIA,W 23-20,0,0,,0,,,,
