ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1960,1960-09-11,1,26.278,OAK,,HOU,L 22-37,0,0,,0,6,116,19.33,1,0,0,,0,0,0,,,0,,,2,18,9.00,0,1,2,2.00,0,1,6
2,1960,1960-09-16,2,26.283,OAK,,DTX,L 16-34,1,15,15.00,0,5,94,18.80,1,0,0,,0,0,0,,,0,,,1,21,21.00,0,0,0,,0,1,6
3,1960,1960-09-25,3,26.292,OAK,@,HOU,W 14-13,12,31,2.58,0,2,15,7.50,0,1,2,50.00,16,0,1,37.5,0,0,8.00,-14.50,1,22,22.00,0,0,0,,0,0,0
4,1960,1960-10-02,4,26.299,OAK,@,DEN,L 14-31,14,58,4.14,0,1,9,9.00,0,0,3,0.00,0,0,1,0.0,0,0,0.00,-15.00,0,0,,0,1,0,0.00,0,0,0
5,1960,1960-10-09,5,26.306,OAK,@,DTX,W 20-19,4,-9,-2.25,0,0,0,,0,1,1,100.00,8,1,0,139.6,0,0,8.00,28.00,0,0,,0,0,0,,0,0,0
6,1960,1960-10-16,6,26.313,OAK,,BOS,W 27-14,13,27,2.08,0,1,9,9.00,0,1,1,100.00,7,0,0,95.8,0,0,7.00,7.00,0,0,,0,0,0,,0,0,0
7,1960,1960-10-23,7,26.320,OAK,@,BUF,L 9-38,1,16,16.00,0,1,4,4.00,0,1,2,50.00,0,0,1,16.7,0,0,0.00,-22.50,0,0,,0,0,0,,0,0,0
8,1960,1960-10-28,8,26.325,OAK,@,NYT,W 28-27,13,42,3.23,0,1,6,6.00,0,1,1,100.00,25,0,0,118.7,0,0,25.00,25.00,0,0,,0,0,0,,0,0,0
9,1960,1960-11-04,9,26.332,OAK,@,BOS,L 28-34,14,91,6.50,3,3,16,5.33,0,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,3,18
10,1960,1960-11-13,10,26.341,OAK,,BUF,W 20-7,12,141,11.75,1,1,19,19.00,0,1,1,100.00,15,0,0,118.7,0,0,15.00,15.00,0,0,,0,0,0,,0,1,6
11,1960,1960-11-27,11,26.355,OAK,@,LAC,L 28-52,6,13,2.17,0,5,50,10.00,1,2,3,66.67,23,0,0,89.6,0,0,7.67,7.67,0,0,,0,0,0,,0,1,6
12,1960,1960-12-04,12,26.362,OAK,,LAC,L 17-41,14,67,4.79,0,1,4,4.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0
13,1960,1960-12-11,13,27.003,OAK,,NYT,L 28-31,12,41,3.42,1,5,52,10.40,1,1,2,50.00,17,0,0,79.2,0,0,8.50,8.50,0,0,,0,1,10,10.00,0,2,12
14,1960,1960-12-17,14,27.009,OAK,,DEN,W 48-10,23,75,3.26,1,3,-1,-0.33,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,2,0,0.00,0,1,6
