ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1988,1988-09-05,1,24.033,WAS,@,NYG,L 20-27,,,,
2,1988,1988-09-11,2,24.039,WAS,,PIT,W 30-29,,,,
3,1988,1988-09-18,3,24.046,WAS,,PHI,W 17-10,,,,
4,1988,1988-09-25,4,24.053,WAS,@,PHO,L 21-30,,,,
5,1989,1989-09-17,2,25.045,SDG,,HOU,L 27-34,,,,
6,1989,1989-09-24,3,25.052,SDG,,KAN,W 21-6,,,,
7,1989,1989-10-01,4,25.059,SDG,@,PHO,W 24-13,,,,
8,1989,1989-10-08,5,25.066,SDG,@,DEN,L 10-16,,,,
9,1989,1989-10-15,6,25.073,SDG,,SEA,L 16-17,,,,
10,1989,1989-10-22,7,25.080,SDG,,NYG,L 13-20,,,,
11,1989,1989-10-29,8,25.087,SDG,@,SEA,L 7-10,,,,
12,1989,1989-11-05,9,25.094,SDG,,PHI,W 20-17,,,,
13,1989,1989-11-12,10,25.101,SDG,,RAI,W 14-12,,,,
14,1989,1989-11-19,11,25.108,SDG,@,PIT,L 17-20,,,,
15,1989,1989-11-26,12,25.115,SDG,@,IND,L 6-10,,,,
16,1989,1989-12-03,13,25.122,SDG,,NYJ,L 17-20,,,,
17,1989,1989-12-10,14,25.129,SDG,@,WAS,L 21-26,,,,
18,1990,1990-09-30,4,26.058,WAS,@,PHO,W 38-10,0,0,,0
19,1990,1990-10-14,5,26.072,WAS,,NYG,L 20-24,1,0,0.00,0
20,1990,1990-11-18,10,26.107,WAS,,NOR,W 31-17,0,0,,0
21,1990,1990-11-22,11,26.111,WAS,@,DAL,L 17-27,0,0,,0
22,1992,1992-09-07,1,28.035,WAS,@,DAL,L 10-23,0,0,,0
23,1992,1992-09-13,2,28.041,WAS,,ATL,W 24-17,0,0,,0
24,1992,1992-09-20,3,28.048,WAS,,DET,W 13-10,0,0,,0
25,1992,1992-10-04,4,28.062,WAS,@,PHO,L 24-27,0,0,,0
26,1992,1992-10-12,5,28.070,WAS,,DEN,W 34-3,0,0,,0
27,1992,1992-10-18,6,28.076,WAS,,PHI,W 16-12,0,0,,0
28,1992,1992-10-25,7,28.083,WAS,@,MIN,W 15-13,0,0,,0
29,1992,1992-11-01,8,28.090,WAS,,NYG,L 7-24,0,0,,0
30,1992,1992-11-08,9,28.097,WAS,@,SEA,W 16-3,0,0,,0
31,1992,1992-11-15,10,28.104,WAS,@,KAN,L 16-35,0,0,,0
32,1992,1992-11-23,11,28.112,WAS,@,NOR,L 3-20,0,0,,0
33,1992,1992-11-29,12,28.118,WAS,,PHO,W 41-3,0,0,,0
34,1992,1992-12-06,13,28.125,WAS,@,NYG,W 28-10,1,0,0.00,0
35,1992,1992-12-13,14,28.132,WAS,,DAL,W 20-17,0,0,,0
36,1992,1992-12-20,15,28.139,WAS,@,PHI,L 13-17,0,0,,0
37,1992,1992-12-26,16,28.145,WAS,,RAI,L 20-21,0,0,,0
38,1993,1993-09-06,1,29.034,WAS,,DAL,W 35-16,,,,
39,1993,1993-09-12,2,29.040,WAS,,PHO,L 10-17,,,,
40,1993,1993-09-19,3,29.047,WAS,@,PHI,L 31-34,,,,
41,1993,1993-10-04,4,29.062,WAS,@,MIA,L 10-17,,,,
42,1993,1993-10-10,5,29.068,WAS,,NYG,L 7-41,,,,
43,1993,1993-10-17,6,29.075,WAS,@,PHO,L 6-36,,,,
44,1993,1993-11-01,7,29.090,WAS,@,BUF,L 10-24,,,,
45,1993,1993-11-07,8,29.096,WAS,,IND,W 30-24,,,,
46,1993,1993-11-14,9,29.103,WAS,@,NYG,L 6-20,,,,
47,1993,1993-11-21,10,29.110,WAS,@,RAM,L 6-10,,,,
48,1993,1993-11-28,11,29.117,WAS,,PHI,L 14-17,,,,
49,1993,1993-12-05,12,29.124,WAS,@,TAM,W 23-17,,,,
50,1993,1993-12-11,13,29.130,WAS,,NYJ,L 0-3,,,,
51,1993,1993-12-19,14,29.138,WAS,,ATL,W 30-17,,,,
52,1993,1993-12-26,15,29.145,WAS,@,DAL,L 3-38,,,,
53,1993,1993-12-31,16,29.150,WAS,,MIN,L 9-14,,,,
54,1994,1994-09-04,1,30.032,WAS,,SEA,L 7-28,,,,
55,1994,1994-09-11,2,30.039,WAS,@,NOR,W 38-24,,,,
56,1994,1994-09-18,3,30.046,WAS,@,NYG,L 23-31,,,,
57,1994,1994-09-25,4,30.053,WAS,,ATL,L 20-27,,,,
58,1994,1994-10-02,5,30.060,WAS,,DAL,L 7-34,,,,
59,1994,1994-10-09,6,30.067,WAS,@,PHI,L 17-21,,,,
60,1994,1994-10-16,7,30.074,WAS,,ARI,L 16-19,,,,
61,1994,1994-10-23,8,30.081,WAS,@,IND,W 41-27,,,,
62,1994,1994-10-30,9,30.088,WAS,,PHI,L 29-31,,,,
63,1994,1994-11-06,10,30.095,WAS,,SFO,L 22-37,,,,
64,1994,1994-11-20,11,30.109,WAS,@,DAL,L 7-31,,,,
65,1994,1994-11-27,12,30.116,WAS,,NYG,L 19-21,,,,
66,1994,1994-12-04,13,30.123,WAS,@,TAM,L 21-26,,,,
67,1994,1994-12-11,14,30.130,WAS,@,ARI,L 15-17,,,,
68,1994,1994-12-18,15,30.137,WAS,,TAM,L 14-17,,,,
69,1994,1994-12-24,16,30.143,WAS,@,RAM,W 24-21,,,,
70,1995,1995-09-03,1,31.031,CLE,@,NWE,L 14-17,,,,
71,1995,1995-09-10,2,31.038,CLE,,TAM,W 22-6,,,,
72,1995,1995-09-17,3,31.045,CLE,@,HOU,W 14-7,,,,
73,1995,1995-09-24,4,31.052,CLE,,KAN,W 35-17,,,,
74,1995,1995-10-02,5,31.060,CLE,,BUF,L 19-22,,,,
75,1995,1995-10-08,6,31.066,CLE,@,DET,L 20-38,,,,
76,1995,1995-10-22,7,31.080,CLE,,JAX,L 15-23,,,,
77,1995,1995-10-29,8,31.087,CLE,@,CIN,W 29-26,,,,
78,1995,1995-11-05,9,31.094,CLE,,HOU,L 10-37,,,,
79,1995,1995-11-13,10,31.102,CLE,@,PIT,L 3-20,,,,
80,1995,1995-11-19,11,31.108,CLE,,GNB,L 20-31,,,,
