ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1961,1961-09-10,1,22.323,DTX,,SDG,L 10-26,1,-6,-6.00,0,0,0,,0
2,1961,1961-09-24,2,22.337,DTX,@,OAK,W 42-35,0,0,,0,1,23,23.00,0
