ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1981,1981-11-08,10,22.226,RAM,,NOR,L 13-21,,,,,,,,,,
2,1981,1981-11-15,11,22.233,RAM,@,CIN,L 10-24,,,,,,,,,,
3,1981,1981-11-22,12,22.240,RAM,,SFO,L 31-33,,,,,,,,,,
4,1981,1981-11-29,13,22.247,RAM,@,PIT,L 0-24,,,,,,,,,,
5,1982,1982-09-12,1,23.169,RAM,@,GNB,L 23-35,0,0,,0,0,0,,0,0,
6,1982,1982-09-19,2,23.176,RAM,,DET,L 14-19,1,11,11.00,0,0,0,,0,0,0
7,1982,1982-11-21,3,23.239,RAM,@,ATL,L 17-34,1,51,51.00,1,0,0,,0,1,6
8,1982,1982-11-28,4,23.246,RAM,,KAN,W 20-14,0,0,,0,0,0,,0,0,
9,1982,1982-12-02,5,23.250,RAM,,SFO,L 24-30,0,0,,0,0,0,,0,0,
10,1982,1982-12-12,6,23.260,RAM,,DEN,L 24-27,0,0,,0,0,0,,0,0,
11,1982,1982-12-18,7,23.266,RAM,@,RAI,L 31-37,0,0,,0,1,1,1.00,0,0,0
12,1982,1982-12-26,8,23.274,RAM,,CHI,L 26-34,0,0,,0,0,0,,0,0,
13,1982,1983-01-02,9,23.281,RAM,@,SFO,W 21-20,0,0,,0,0,0,,0,0,
