ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1977,1977-09-18,1,22.147,PHI,,TAM,W 13-3,,,,,,,,,,,,,,
2,1977,1977-09-25,2,22.154,PHI,@,RAM,L 0-20,,,,,,,,,,,,,,
3,1977,1977-10-02,3,22.161,PHI,@,DET,L 13-17,,,,,,,,,,,,,,
4,1977,1977-10-09,4,22.168,PHI,@,NYG,W 28-10,,,,,,,,,,,,,,
5,1977,1977-10-16,5,22.175,PHI,,STL,L 17-21,,,,,,,,,,,,,,
6,1977,1977-10-23,6,22.182,PHI,,DAL,L 10-16,,,,,,,,,,,,,,
7,1977,1977-10-30,7,22.189,PHI,@,WAS,L 17-23,,,,,,,,,,,,,,
8,1977,1977-11-06,8,22.196,PHI,,NOR,W 28-7,,,,,,,,,,,,,,
9,1977,1977-11-13,9,22.203,PHI,,WAS,L 14-17,,,,,,,,,,,,,,
10,1977,1977-11-20,10,22.210,PHI,@,STL,L 16-21,,,,,,,,,,,,,,
11,1977,1977-11-27,11,22.217,PHI,@,NWE,L 6-14,,,,,,,,,,,,,,
12,1977,1977-12-04,12,22.224,PHI,@,DAL,L 14-24,,,,,,,,,,,,,,
13,1977,1977-12-11,13,22.231,PHI,,NYG,W 17-14,,,,,,,,,,,,,,
14,1977,1977-12-18,14,22.238,PHI,,NYJ,W 27-0,1,0,0.00,0,0,0,,0,0,0,,0,0,0
15,1978,1978-09-03,1,23.132,PHI,,RAM,L 14-16,6,34,5.67,0,0,0,,0,0,0,,0,0,0
16,1978,1978-09-10,2,23.139,PHI,@,WAS,L 30-35,2,3,1.50,0,2,6,3.00,0,0,0,,0,0,0
17,1978,1978-09-17,3,23.146,PHI,@,NOR,W 24-17,6,13,2.17,0,0,0,,0,0,0,,0,0,0
18,1978,1978-09-24,4,23.153,PHI,,MIA,W 17-3,5,19,3.80,0,0,0,,0,0,0,,0,0,0
19,1978,1978-10-01,5,23.160,PHI,@,BAL,W 17-14,1,9,9.00,0,0,0,,0,0,0,,0,0,0
20,1978,1978-10-08,6,23.167,PHI,@,NWE,L 14-24,1,2,2.00,0,0,0,,0,0,0,,0,0,0
21,1978,1978-10-15,7,23.174,PHI,,WAS,W 17-10,,,,,,,,,,,,,,
22,1978,1978-10-22,8,23.181,PHI,@,DAL,L 7-14,6,23,3.83,0,2,10,5.00,0,0,0,,0,0,0
