ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2010,2010-09-12,1,22.077,SFO,@,SEA,L 6-31,,1,1,5,5.00,0,100.0%,5.00,0,0,0.0,0,0
2,2010,2010-09-20,2,22.085,SFO,,NOR,L 22-25,,1,1,6,6.00,0,100.0%,6.00,0,0,0.0,0,0
3,2010,2010-09-26,3,22.091,SFO,@,KAN,L 10-31,,1,1,9,9.00,0,100.0%,9.00,0,0,0.0,0,0
4,2010,2010-10-03,4,22.098,SFO,@,ATL,L 14-16,,1,1,0,0.00,0,100.0%,0.00,0,0,0.0,1,0
5,2010,2010-10-10,5,22.105,SFO,,PHI,L 24-27,,,,,,,0.0%,,,,,,
6,2010,2010-10-17,6,22.112,SFO,,OAK,W 17-9,*,2,1,7,7.00,0,50.0%,3.50,0,0,0.0,0,0
7,2010,2010-10-24,7,22.119,SFO,@,CAR,L 20-23,,1,,,,,0.0%,,,,,,
8,2010,2010-10-31,8,22.126,SFO,,DEN,W 24-16,*,,,,,,0.0%,,,,,,
9,2010,2010-11-14,9,22.140,SFO,,STL,W 23-20,,,,,,,0.0%,,,,,,
10,2010,2010-11-21,10,22.147,SFO,,TAM,L 0-21,,,,,,,0.0%,,,,,,
11,2010,2010-11-29,11,22.155,SFO,@,ARI,W 27-6,,,,,,,0.0%,,,,,,
12,2010,2010-12-05,12,22.161,SFO,@,GNB,L 16-34,,,,,,,0.0%,,,,,,
13,2010,2010-12-12,13,22.168,SFO,,SEA,W 40-21,,0,0,0,,0,0.0%,,0,0,0.0,0,0
14,2010,2010-12-16,14,22.172,SFO,@,SDG,L 7-34,*,,,,,,0.0%,,,,,,
15,2012,2012-10-21,6,24.116,TAM,,NOR,L 28-35,,,,,,,0.0%,,,,,,
16,2012,2012-10-25,7,24.120,TAM,@,MIN,W 36-17,,,,,,,0.0%,,,,,,
17,2012,2012-11-04,8,24.130,TAM,@,OAK,W 42-32,,2,2,15,7.50,0,100.0%,7.50,0,0,0.0,0,0
18,2012,2012-11-11,9,24.137,TAM,,SDG,W 34-24,*,,,,,,0.0%,,,,,,
19,2012,2012-11-18,10,24.144,TAM,@,CAR,W 27-21,,1,1,3,3.00,1,100.0%,3.00,1,6,0.0,0,0
20,2012,2012-11-25,11,24.151,TAM,,ATL,L 23-24,,,,,,,0.0%,,,,,,
21,2012,2012-12-02,12,24.158,TAM,@,DEN,L 23-31,,,,,,,0.0%,,,,,,
22,2012,2012-12-09,13,24.165,TAM,,PHI,L 21-23,,,,,,,0.0%,,,,,,
23,2012,2012-12-16,14,24.172,TAM,@,NOR,L 0-41,,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
24,2012,2012-12-23,15,24.179,TAM,,STL,L 13-28,*,,,,,,0.0%,,,,,,
25,2012,2012-12-30,16,24.186,TAM,@,ATL,W 22-17,,,,,,,0.0%,,,,,,
26,2013,2013-09-08,1,25.073,TAM,@,NYJ,L 17-18,*,1,1,1,1.00,0,100.0%,1.00,0,0,0.0,0,0
27,2013,2013-09-15,2,25.080,TAM,,NOR,L 14-16,,1,1,34,34.00,0,100.0%,34.00,0,0,0.0,1,0
28,2013,2013-09-22,3,25.087,TAM,@,NWE,L 3-23,*,1,1,3,3.00,0,100.0%,3.00,0,0,0.0,0,0
29,2013,2013-09-29,4,25.094,TAM,,ARI,L 10-13,*,,,,,,0.0%,,,,,,
