ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,2001,2001-09-09,1,23.189,JAX,,PIT,W 21-3,,,,,,,0.0%,,,,,
2,2001,2001-09-23,2,23.203,JAX,,TEN,W 13-6,*,1,,,,,0.0%,,,,,
3,2001,2001-09-30,3,23.210,JAX,,CLE,L 14-23,,2,1,9,9.00,0,50.0%,4.50,0,0,,0
4,2001,2001-10-07,4,23.217,JAX,@,SEA,L 15-24,,,,,,,0.0%,,,,,
5,2001,2001-10-18,5,23.228,JAX,,BUF,L 10-13,,,,,,,0.0%,,,,,
6,2001,2001-10-28,6,23.238,JAX,@,BAL,L 17-18,,,,,,,0.0%,,,,,
7,2001,2001-11-04,7,23.245,JAX,@,TEN,L 24-28,,,,,,,0.0%,,,,,
8,2001,2001-11-11,8,23.252,JAX,,CIN,W 30-13,,2,1,7,7.00,0,50.0%,3.50,0,0,,0
9,2001,2001-11-18,9,23.259,JAX,@,PIT,L 7-20,,,,,,,0.0%,,,,,
10,2001,2001-11-25,10,23.266,JAX,,BAL,L 21-24,*,1,,,,,0.0%,,,,,
11,2001,2001-12-03,11,23.274,JAX,,GNB,L 21-28,,0,,,,,0.0%,,,,,
12,2001,2001-12-09,12,23.280,JAX,@,CIN,W 14-10,*,1,1,3,3.00,0,100.0%,3.00,0,0,,0
13,2001,2001-12-16,13,23.287,JAX,@,CLE,W 15-10,,1,1,12,12.00,0,100.0%,12.00,0,0,,0
14,2001,2001-12-23,14,23.294,JAX,@,MIN,W 33-3,*,0,,,,,0.0%,,,,,
15,2001,2001-12-30,15,23.301,JAX,,KAN,L 26-30,*,0,,,,,0.0%,,,,,
16,2001,2002-01-06,16,23.308,JAX,@,CHI,L 13-33,*,1,1,5,5.00,0,100.0%,5.00,0,0,,0
17,2002,2002-09-08,1,24.188,JAX,,IND,L 25-28,*,,,,,,0.0%,,,,,
18,2002,2002-09-15,2,24.195,JAX,@,KAN,W 23-16,,,,,,,0.0%,,,,,
19,2002,2002-09-29,3,24.209,JAX,,NYJ,W 28-3,*,1,,,,,0.0%,,,,,
20,2002,2002-10-06,4,24.216,JAX,,PHI,W 28-25,,,,,,,0.0%,,,,,
21,2002,2002-10-13,5,24.223,JAX,@,TEN,L 14-23,,,,,,,0.0%,,,,,
22,2002,2002-10-20,6,24.230,JAX,@,BAL,L 10-17,,0,0,0,,0,0.0%,,1,11,11.00,0
23,2002,2002-10-27,7,24.237,JAX,,HOU,L 19-21,,1,,,,,0.0%,,,,,
24,2002,2002-11-03,8,24.244,JAX,@,NYG,L 17-24,,,,,,,0.0%,,,,,
25,2002,2002-11-10,9,24.251,JAX,,WAS,W 26-7,,,,,,,0.0%,,,,,
26,2002,2002-11-17,10,24.258,JAX,@,HOU,W 24-21,,0,,,,,0.0%,,,,,
27,2002,2002-11-24,11,24.265,JAX,@,DAL,L 19-21,,0,0,0,,0,0.0%,,1,9,9.00,0
28,2002,2002-12-01,12,24.272,JAX,,PIT,L 23-25,,0,0,0,,0,0.0%,,3,15,5.00,0
29,2002,2002-12-08,13,24.279,JAX,,CLE,L 20-21,*,1,1,5,5.00,0,100.0%,5.00,0,0,,0
30,2002,2002-12-15,14,24.286,JAX,@,CIN,W 29-15,,0,,,,,0.0%,,,,,
