ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,1997,1997-10-27,8,22.199,CHI,@,MIA,W 36-33,,,,,,,,,,,
2,1997,1997-11-16,11,22.219,CHI,,NYJ,L 15-23,,,,,,,,,,,
3,1997,1997-11-27,13,22.230,CHI,@,DET,L 20-55,,,,,,,,,,,
4,1997,1997-12-07,14,22.240,CHI,,BUF,W 20-3,,,,,,,,,,,
5,1997,1997-12-14,15,22.247,CHI,@,STL,W 13-10,,,,,,,,,,,
6,1997,1997-12-21,16,22.254,CHI,@,TAM,L 15-31,,,,,,,,,,,
7,1998,1998-12-13,14,23.246,CHI,@,GNB,L 20-26,,0,0,,0,0.0,,,1,0,0
8,1999,1999-09-12,1,24.154,CHI,,KAN,W 20-17,,,,,,,,,,,
9,1999,1999-09-19,2,24.161,CHI,,SEA,L 13-14,,,,,,,,,,,
10,1999,1999-09-26,3,24.168,CHI,@,OAK,L 17-24,*,,,,,,,,,,
11,1999,1999-10-03,4,24.175,CHI,,NOR,W 14-10,,,,,,,,,,,
12,1999,1999-10-10,5,24.182,CHI,@,MIN,W 24-22,,0,0,,0,0.0,,,1,1,0
13,1999,1999-10-17,6,24.189,CHI,,PHI,L 16-20,,,,,,,,,,,
14,1999,1999-10-24,7,24.196,CHI,@,TAM,L 3-6,,,,,,,,,,,
15,1999,1999-10-31,8,24.203,CHI,@,WAS,L 22-48,,,,,,,,,,,
16,1999,1999-11-07,9,24.210,CHI,@,GNB,W 14-13,*,,,,,,,,,,
17,1999,1999-11-14,10,24.217,CHI,,MIN,L 24-27,*,,,,,,,,,,
18,1999,1999-11-21,11,24.224,CHI,@,SDG,W 23-20,*,,,,,,,,,,
19,1999,1999-11-25,12,24.228,CHI,@,DET,L 17-21,*,,,,,,,,,,
20,1999,1999-12-05,13,24.238,CHI,,GNB,L 19-35,*,,,,,,,,,,
21,1999,1999-12-19,14,24.252,CHI,,DET,W 28-10,*,0,0,,0,0.0,,,1,0,0
22,1999,1999-12-26,15,24.259,CHI,@,STL,L 12-34,*,,,,,,,,,,
23,1999,2000-01-02,16,24.266,CHI,,TAM,L 6-20,*,,,,,,,,,,
24,2000,2000-09-03,1,25.145,ATL,,SFO,W 36-28,,,,,,,,,,,
25,2000,2000-09-10,2,25.152,ATL,@,DEN,L 14-42,,,,,,,,,,,
26,2000,2000-09-17,3,25.159,ATL,@,CAR,W 15-10,,,,,,,,,,,
27,2000,2000-09-24,4,25.166,ATL,,STL,L 20-41,,,,,,,,,,,
28,2000,2000-10-01,5,25.173,ATL,@,PHI,L 10-38,,,,,,,,,,,
29,2000,2000-10-08,6,25.180,ATL,,NYG,L 6-13,,,,,,,,,,,
30,2000,2000-10-15,7,25.187,ATL,@,STL,L 29-45,,,,,,,,,,,
31,2000,2000-10-22,8,25.194,ATL,,NOR,L 19-21,,,,,,,,,,,
32,2000,2000-10-29,9,25.201,ATL,,CAR,W 13-12,,,,,,,,,,,
33,2000,2000-11-05,10,25.208,ATL,,TAM,L 14-27,,,,,,,,,,,
34,2000,2000-11-12,11,25.215,ATL,@,DET,L 10-13,,,,,,,,,,,
35,2000,2000-11-19,12,25.222,ATL,@,SFO,L 6-16,,,,,,,,,,,
36,2000,2000-11-26,13,25.229,ATL,@,OAK,L 14-41,,,,,,,,,,,
37,2000,2000-12-03,14,25.236,ATL,,SEA,L 10-30,,,,,,,,,,,
38,2000,2000-12-24,16,25.257,ATL,,KAN,W 29-13,,,,,,,,,,,
39,2001,2001-09-09,1,26.151,MIA,@,TEN,W 31-23,,,,,,,,,,,
40,2001,2001-09-23,2,26.165,MIA,,OAK,W 18-15,,,,,,,,,,,
41,2001,2001-09-30,3,26.172,MIA,@,STL,L 10-42,*,,,,,,,,,,
42,2001,2001-10-07,4,26.179,MIA,,NWE,W 30-10,,,,,,,,,,,
43,2001,2001-10-14,5,26.186,MIA,@,NYJ,L 17-21,,,,,,,,,,,
44,2001,2001-10-28,6,26.200,MIA,@,SEA,W 24-20,,,,,,,,,,,
45,2001,2001-11-04,7,26.207,MIA,,CAR,W 23-6,,,,,,,,,,,
46,2001,2001-11-11,8,26.214,MIA,@,IND,W 27-24,,,,,,,,,,,
47,2001,2001-11-18,9,26.221,MIA,,NYJ,L 0-24,,,,,,,,,,,
48,2001,2001-11-25,10,26.228,MIA,@,BUF,W 34-27,,,,,,,,,,,
49,2001,2001-12-02,11,26.235,MIA,,DEN,W 21-10,*,,,,,,,,,,
50,2001,2001-12-10,12,26.243,MIA,,IND,W 41-6,,,,,,,,,,,
51,2001,2001-12-16,13,26.249,MIA,@,SFO,L 0-21,*,1,0,0.00,0,0.0,,,0,0,0
52,2001,2001-12-22,14,26.255,MIA,@,NWE,L 13-20,,0,0,,0,1.0,,,0,0,0
53,2001,2001-12-30,15,26.263,MIA,,ATL,W 21-14,,0,0,,0,1.0,,,0,0,0
