ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1983,1983-09-04,1,23.168,HOU,,GNB,L 38-41,0,0,,0,,,,,,
2,1983,1983-09-11,2,23.175,HOU,@,RAI,L 6-20,0,0,,0,,,,,,
3,1983,1983-09-18,3,23.182,HOU,,PIT,L 28-40,3,64,21.33,0,0,0,0.0,0,0,0
4,1983,1983-09-25,4,23.189,HOU,@,BUF,L 13-30,3,90,30.00,0,0,0,0.0,0,0,0
5,1983,1983-10-02,5,23.196,HOU,@,PIT,L 10-17,1,8,8.00,0,0,0,0.0,0,0,0
6,1983,1983-10-09,6,23.203,HOU,,DEN,L 14-26,2,48,24.00,0,0,0,0.0,0,0,0
7,1983,1983-10-16,7,23.210,HOU,@,MIN,L 14-34,5,119,23.80,0,0,0,0.0,0,0,0
8,1983,1983-10-23,8,23.217,HOU,,KAN,L 10-13,1,30,30.00,0,0,0,0.0,0,0,0
9,1983,1983-10-30,9,23.224,HOU,@,CLE,L 19-25,3,64,21.33,0,0,0,0.0,1,16,0
10,1983,1983-11-06,10,23.231,HOU,,CIN,L 14-55,4,69,17.25,0,0,0,0.0,0,0,0
11,1983,1983-11-13,11,23.238,HOU,,DET,W 27-17,1,29,29.00,0,0,0,0.0,0,0,0
12,1983,1983-11-20,12,23.245,HOU,@,CIN,L 10-38,3,50,16.67,0,0,0,0.0,0,0,0
13,1983,1983-11-27,13,23.252,HOU,@,TAM,L 24-33,2,98,49.00,0,0,0,0.0,0,0,0
14,1983,1983-12-04,14,23.259,HOU,,MIA,L 17-24,0,0,,0,,,,,,
15,1983,1983-12-11,15,23.266,HOU,,CLE,W 34-27,1,93,93.00,1,1,6,0.0,0,0,0
16,1983,1983-12-18,16,23.273,HOU,@,BAL,L 10-20,2,33,16.50,0,0,0,0.0,0,0,0
17,1984,1984-09-02,1,24.166,HOU,,RAI,L 14-24,3,17,5.67,0,0,0,0.0,0,0,0
18,1984,1984-09-09,2,24.173,HOU,,IND,L 21-35,0,0,,0,,,,,,
19,1984,1984-09-16,3,24.180,HOU,@,SDG,L 14-31,0,0,,0,,,,,,
20,1984,1984-09-23,4,24.187,HOU,@,ATL,L 10-42,0,0,,0,,,,,,
21,1984,1984-09-30,5,24.194,HOU,,NOR,L 10-27,0,0,,0,,,,,,
22,1984,1984-10-07,6,24.201,HOU,@,CIN,L 3-13,0,0,,0,,,,,,
23,1984,1984-10-14,7,24.208,HOU,@,MIA,L 10-28,0,0,,0,,,,,,
24,1984,1984-10-21,8,24.215,HOU,,SFO,L 21-34,0,0,,0,0,0,0.0,1,26,0
25,1984,1984-10-28,9,24.222,HOU,,CIN,L 13-31,0,0,,0,,,,,,
26,1984,1984-11-04,10,24.229,HOU,@,PIT,L 7-35,0,0,,0,,,,,,
27,1984,1984-11-11,11,24.236,HOU,@,KAN,W 17-16,0,0,,0,,,,,,
28,1984,1984-11-18,12,24.243,HOU,,NYJ,W 31-20,0,0,,0,,,,,,
29,1984,1984-11-25,13,24.250,HOU,@,CLE,L 10-27,0,0,,0,,,,,,
30,1984,1984-12-02,14,24.257,HOU,,PIT,W 23-20,0,0,,0,,,,,,
31,1984,1984-12-09,15,24.264,HOU,@,RAM,L 16-27,0,0,,0,,,,,,
32,1984,1984-12-16,16,24.271,HOU,,CLE,L 20-27,0,0,,0,,,,,,
33,1985,1985-09-08,1,25.172,HOU,,MIA,W 26-23,0,0,,0,0,0,0.0,2,6,0
34,1985,1985-09-15,2,25.179,HOU,@,WAS,L 13-16,0,0,,0,0,0,0.0,1,13,0
35,1985,1985-09-22,3,25.186,HOU,@,PIT,L 0-20,0,0,,0,,,,,,
36,1985,1985-09-29,4,25.193,HOU,,DAL,L 10-17,0,0,,0,,,,,,
37,1985,1985-10-06,5,25.200,HOU,@,DEN,L 20-31,0,0,,0,,,,,,
38,1985,1985-10-13,6,25.207,HOU,,CLE,L 6-21,0,0,,0,,,,,,
39,1985,1985-10-20,7,25.214,HOU,,CIN,W 44-27,0,0,,0,,,,,,
40,1985,1985-10-27,8,25.221,HOU,@,STL,W 20-10,2,45,22.50,0,0,0,0.0,0,0,0
41,1985,1985-11-10,10,25.235,HOU,@,BUF,L 0-20,0,0,,0,0,0,1.0,0,0,0
42,1985,1985-11-17,11,25.242,HOU,,PIT,L 7-30,0,0,,0,0,0,0.0,1,0,0
43,1985,1985-11-24,12,25.249,HOU,,SDG,W 37-35,0,0,,0,,,,,,
44,1985,1985-12-01,13,25.256,HOU,@,CIN,L 27-45,0,0,,0,,,,,,
45,1985,1985-12-08,14,25.263,HOU,,NYG,L 14-35,0,0,,0,0,0,0.0,1,22,0
46,1985,1985-12-15,15,25.270,HOU,@,CLE,L 21-28,0,0,,0,,,,,,
47,1985,1985-12-22,16,25.277,HOU,@,IND,L 16-34,0,0,,0,,,,,,
48,1986,1986-09-07,1,26.171,HOU,@,GNB,W 31-3,,,,,,,,,,
49,1986,1986-09-14,2,26.178,HOU,,CLE,L 20-23,,,,,,,,,,
50,1986,1986-09-21,3,26.185,HOU,@,KAN,L 13-27,,,,,,,,,,
