ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,1999,1999-12-24,15,24.348,NOR,,DAL,W 31-24,*,16,27,59.26,278,2,1,103.6,3,29,10.30,10.11,3,-6,-2.00,1,,1,6,0.0,,
2,1999,2000-01-02,16,24.357,NOR,@,CAR,L 13-45,*,26,49,53.06,243,1,4,39.8,3,13,4.96,1.69,8,78,9.75,1,,1,6,0.0,,
3,2002,2002-09-08,1,27.241,NOR,@,TAM,W 26-20,,,,,,,,,0,,,,,,,,,,,,,
4,2002,2002-11-10,9,27.304,NOR,@,CAR,W 34-24,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,,0,0,0.0,,
5,2002,2002-12-01,12,27.325,NOR,,TAM,W 23-20,,1,1,100.00,10,0,0,108.3,0,0,10.00,10.00,2,-2,-1.00,0,,0,0,0.0,,
6,2002,2002-12-08,13,27.332,NOR,@,BAL,W 37-25,,7,8,87.50,103,0,0,118.7,0,0,12.88,12.88,2,0,0.00,0,,0,0,0.0,,
7,2003,2003-09-07,1,28.240,CAR,,JAX,W 24-23,,12,20,60.00,122,3,2,77.5,2,1,6.10,4.60,2,1,0.50,0,,0,0,0.0,,
8,2003,2003-09-14,2,28.247,CAR,@,TAM,W 12-9,*,9,23,39.13,96,0,2,15.9,1,9,4.17,0.26,1,2,2.00,0,,0,0,0.0,,
9,2003,2003-09-28,3,28.261,CAR,,ATL,W 23-3,*,17,27,62.96,168,1,0,92.8,0,0,6.22,6.96,5,-3,-0.60,0,,0,0,0.0,,
10,2003,2003-10-05,4,28.268,CAR,,NOR,W 19-13,*,15,23,65.22,124,0,0,78.9,0,0,5.39,5.39,2,-2,-1.00,0,,0,0,0.0,,
11,2003,2003-10-12,5,28.275,CAR,@,IND,W 23-20,*,12,20,60.00,181,1,1,85.6,3,29,9.05,7.80,2,1,0.50,0,,0,0,0.0,,
12,2003,2003-10-19,6,28.282,CAR,,TEN,L 17-37,*,31,49,63.27,362,2,0,99.2,4,23,7.39,8.20,2,9,4.50,0,,0,0,0.0,,
13,2003,2003-10-26,7,28.289,CAR,@,NOR,W 23-20,*,12,27,44.44,148,0,0,62.0,1,3,5.48,5.48,3,6,2.00,0,,0,0,0.0,,
14,2003,2003-11-02,8,28.296,CAR,@,HOU,L 10-14,*,13,23,56.52,193,1,1,80.5,0,0,8.39,7.30,1,2,2.00,0,,0,0,0.0,,
15,2003,2003-11-09,9,28.303,CAR,,TAM,W 27-24,*,20,32,62.50,277,2,2,85.0,2,14,8.66,7.09,5,5,1.00,0,,0,0,0.0,,
16,2003,2003-11-16,10,28.310,CAR,,WAS,W 20-17,*,20,30,66.67,317,0,2,73.9,0,0,10.57,7.57,3,-2,-0.67,1,,1,6,0.0,,
17,2003,2003-11-23,11,28.317,CAR,@,DAL,L 20-24,*,9,24,37.50,175,1,1,60.2,1,6,7.29,6.25,0,0,,0,,0,0,0.0,,
18,2003,2003-11-30,12,28.324,CAR,,PHI,L 16-25,*,18,29,62.07,216,2,0,107.8,2,16,7.45,8.83,3,13,4.33,0,,0,0,0.0,,
19,2003,2003-12-07,13,28.331,CAR,@,ATL,L 14-20,*,13,25,52.00,153,1,2,50.9,1,12,6.12,3.32,5,0,0.00,0,,0,0,0.0,,
20,2003,2003-12-14,14,28.338,CAR,@,ARI,W 20-17,*,20,32,62.50,236,1,1,82.3,1,5,7.38,6.59,1,3,3.00,0,,0,0,0.0,,
21,2003,2003-12-21,15,28.345,CAR,,DET,W 20-14,*,29,35,82.86,260,2,1,104.8,0,0,7.43,7.29,3,11,3.67,0,,0,0,0.0,,
22,2003,2003-12-28,16,28.352,CAR,@,NYG,W 37-24,*,16,30,53.33,191,2,1,81.4,5,50,6.37,6.20,4,-7,-1.75,0,,0,0,0.0,,
23,2004,2004-09-13,1,29.247,CAR,,GNB,L 14-24,*,23,39,58.97,284,2,1,88.0,2,22,7.28,7.15,1,0,0.00,0,,0,0,0.0,,
24,2004,2004-09-19,2,29.253,CAR,@,KAN,W 28-17,*,16,29,55.17,180,3,2,79.7,1,5,6.21,5.17,1,0,0.00,0,,0,0,0.0,,
25,2004,2004-10-03,3,29.267,CAR,,ATL,L 10-27,*,23,38,60.53,308,0,2,64.4,2,15,8.11,5.74,1,13,13.00,0,,0,0,0.0,,
26,2004,2004-10-10,4,29.274,CAR,@,DEN,L 17-20,*,13,20,65.00,173,1,0,109.0,1,10,8.65,9.65,4,3,0.75,1,,1,6,0.0,,
27,2004,2004-10-17,5,29.281,CAR,@,PHI,L 8-30,*,24,42,57.14,205,1,4,38.4,2,19,4.88,1.07,1,2,2.00,0,,0,0,0.0,,
28,2004,2004-10-24,6,29.288,CAR,,SDG,L 6-17,*,17,36,47.22,155,0,1,47.8,1,8,4.31,3.06,0,0,,0,,0,0,0.0,,
29,2004,2004-10-31,7,29.295,CAR,@,SEA,L 17-23,*,19,36,52.78,248,2,1,81.7,0,0,6.89,6.75,3,18,6.00,0,,0,0,0.0,,
30,2004,2004-11-07,8,29.302,CAR,,OAK,L 24-27,*,25,45,55.56,299,3,0,98.3,2,32,6.64,7.98,2,7,3.50,0,,0,0,0.0,,
31,2004,2004-11-14,9,29.309,CAR,@,SFO,W 37-27,*,19,34,55.88,303,3,0,115.2,1,2,8.91,10.68,1,-2,-2.00,0,,0,0,0.0,,
32,2004,2004-11-21,10,29.316,CAR,,ARI,W 35-10,*,12,25,48.00,157,2,1,78.2,0,0,6.28,6.08,1,4,4.00,0,,0,0,0.0,,
33,2004,2004-11-28,11,29.323,CAR,,TAM,W 21-14,*,14,21,66.67,213,2,1,111.8,4,25,10.14,9.90,1,5,5.00,0,,0,0,0.0,,
34,2004,2004-12-05,12,29.330,CAR,@,NOR,W 32-21,*,22,29,75.86,294,1,0,119.0,4,25,10.14,10.83,2,0,0.00,0,,0,0,0.0,,
35,2004,2004-12-12,13,29.337,CAR,,STL,W 20-7,*,16,30,53.33,206,1,1,72.4,2,17,6.87,6.03,5,9,1.80,0,,0,0,0.0,,
36,2004,2004-12-18,14,29.343,CAR,@,ATL,L 31-34,*,24,35,68.57,340,2,1,106.8,4,26,9.71,9.57,1,0,0.00,0,,0,0,0.0,,
37,2004,2004-12-26,15,29.351,CAR,@,TAM,W 37-20,*,19,24,79.17,214,4,0,143.4,1,7,8.92,12.25,1,12,12.00,0,,0,0,0.0,,
38,2004,2005-01-02,16,29.358,CAR,,NOR,L 18-21,*,24,50,48.00,307,2,0,81.0,6,33,6.14,6.94,0,0,,0,,0,0,0.0,,
39,2005,2005-09-11,1,30.244,CAR,,NOR,L 20-23,*,19,31,61.29,212,1,2,65.5,1,3,6.84,4.58,2,17,8.50,0,,0,0,0.0,,
40,2005,2005-09-18,2,30.251,CAR,,NWE,W 27-17,*,11,26,42.31,154,0,1,46.0,1,8,5.92,4.19,3,-2,-0.67,0,,0,0,0.0,,
41,2005,2005-09-25,3,30.258,CAR,@,MIA,L 24-27,*,19,35,54.29,285,3,1,97.9,4,47,8.14,8.57,0,0,,0,,0,0,0.0,,
42,2005,2005-10-03,4,30.266,CAR,,GNB,W 32-29,*,17,24,70.83,206,2,0,124.7,2,10,8.58,10.25,2,-3,-1.50,0,,0,0,0.0,,
43,2005,2005-10-09,5,30.272,CAR,@,ARI,W 24-20,*,18,29,62.07,243,2,1,97.3,0,0,8.38,8.21,1,-1,-1.00,0,,0,0,0.0,,
44,2005,2005-10-16,6,30.279,CAR,@,DET,W 21-20,*,15,25,60.00,236,2,3,78.5,2,20,9.44,5.64,2,5,2.50,0,,0,0,0.0,,
45,2005,2005-10-30,7,30.293,CAR,,MIN,W 38-13,*,21,30,70.00,341,3,0,141.1,1,3,11.37,13.37,1,2,2.00,0,,0,0,0.0,,
46,2005,2005-11-06,8,30.300,CAR,@,TAM,W 34-14,*,11,18,61.11,216,1,0,121.5,1,6,12.00,13.11,1,0,0.00,0,,0,0,0.0,,
47,2005,2005-11-13,9,30.307,CAR,,NYJ,W 30-3,*,10,20,50.00,119,1,2,45.6,0,0,5.95,2.45,2,-2,-1.00,0,,0,0,0.0,,
48,2005,2005-11-20,10,30.314,CAR,@,CHI,L 3-13,*,22,38,57.89,235,0,2,54.2,8,52,6.18,3.82,2,8,4.00,0,,0,0,0.0,,
49,2005,2005-11-27,11,30.321,CAR,@,BUF,W 13-9,*,20,27,74.07,191,1,0,105.6,1,9,7.07,7.81,1,-1,-1.00,0,,0,0,0.0,,
50,2005,2005-12-04,12,30.328,CAR,,ATL,W 24-6,*,17,27,62.96,164,2,1,89.1,0,0,6.07,5.89,4,1,0.25,0,,0,0,0.0,,
51,2005,2005-12-11,13,30.335,CAR,,TAM,L 10-20,*,21,33,63.64,220,1,1,80.4,2,26,6.67,5.91,1,6,6.00,0,,0,0,0.0,,
52,2005,2005-12-18,14,30.342,CAR,@,NOR,W 27-10,*,13,21,61.90,176,1,1,84.6,1,11,8.38,7.19,1,2,2.00,1,,1,6,0.0,,
53,2005,2005-12-24,15,30.348,CAR,,DAL,L 20-24,*,14,31,45.16,260,2,1,82.7,3,13,8.39,8.23,1,-1,-1.00,0,,0,0,0.0,,
54,2005,2006-01-01,16,30.356,CAR,@,ATL,W 44-11,*,14,20,70.00,163,2,0,127.7,1,6,8.15,10.15,0,0,,0,,0,0,0.0,,
55,2006,2006-09-10,1,31.243,CAR,,ATL,L 6-20,*,21,39,53.85,186,0,1,56.1,4,36,4.77,3.62,0,0,,0,,0,0,0.0,,
56,2006,2006-09-17,2,31.250,CAR,@,MIN,L 13-16,*,17,33,51.52,181,0,0,67.9,2,17,5.48,5.48,0,0,,0,,0,0,0.0,,
57,2006,2006-09-24,3,31.257,CAR,@,TAM,W 26-24,*,22,36,61.11,272,1,0,93.7,3,23,7.56,8.11,2,12,6.00,0,,0,0,0.0,,
58,2006,2006-10-01,4,31.264,CAR,,NOR,W 21-18,*,19,29,65.52,169,2,0,104.0,1,12,5.83,7.21,3,-3,-1.00,0,,0,0,0.0,,
59,2006,2006-10-08,5,31.271,CAR,,CLE,W 20-12,*,20,29,68.97,170,1,0,95.5,1,1,5.86,6.55,1,-1,-1.00,0,,0,0,0.0,,
60,2006,2006-10-15,6,31.278,CAR,@,BAL,W 23-21,*,24,39,61.54,365,2,2,88.1,1,9,9.36,8.08,2,-2,-1.00,0,,0,0,0.0,,
61,2006,2006-10-22,7,31.285,CAR,@,CIN,L 14-17,*,20,34,58.82,238,2,1,87.6,3,21,7.00,6.85,0,0,,0,,0,0,0.0,,
62,2006,2006-10-29,8,31.292,CAR,,DAL,L 14-35,*,17,31,54.84,149,0,1,54.4,3,21,4.81,3.35,0,0,,0,,0,0,0.0,,
63,2006,2006-11-13,9,31.307,CAR,,TAM,W 24-10,*,22,34,64.71,240,2,0,105.0,0,0,7.06,8.24,3,2,0.67,0,,0,0,0.0,,
64,2006,2006-11-19,10,31.313,CAR,,STL,W 15-0,*,13,25,52.00,191,1,2,57.2,3,22,7.64,4.84,3,-3,-1.00,0,,0,0,0.0,,
65,2006,2006-11-26,11,31.320,CAR,@,WAS,L 13-17,*,23,38,60.53,168,1,2,57.8,1,5,4.42,2.58,0,0,,0,,0,0,0.0,,
66,2006,2006-12-04,12,31.328,CAR,@,PHI,L 24-27,*,22,37,59.46,269,3,2,86.4,0,0,7.27,6.46,1,10,10.00,0,,0,0,0.0,,
67,2006,2006-12-31,16,31.355,CAR,@,NOR,W 31-21,*,23,27,85.19,207,2,0,123.3,0,0,7.67,9.15,3,-3,-1.00,0,,0,0,0.0,,
68,2007,2007-09-09,1,32.242,CAR,@,STL,W 27-13,*,18,27,66.67,199,3,0,125.4,0,0,7.37,9.59,3,12,4.00,0,,0,0,0.0,,
69,2007,2007-09-16,2,32.249,CAR,,HOU,L 21-34,*,27,41,65.85,316,3,1,103.3,3,29,7.71,8.07,1,13,13.00,0,,0,0,0.0,,
70,2007,2007-09-23,3,32.256,CAR,@,ATL,W 27-20,*,10,18,55.56,109,2,0,110.6,2,17,6.06,8.28,2,1,0.50,0,,0,0,0.0,,
71,2008,2008-09-07,1,33.241,CAR,@,SDG,W 26-24,*,23,41,56.10,247,1,0,82.1,1,1,6.02,6.51,0,0,,0,,0,0,0.0,0,0
72,2008,2008-09-14,2,33.248,CAR,,CHI,W 20-17,*,12,21,57.14,128,0,1,55.3,3,26,6.10,3.95,4,3,0.75,0,,0,0,0.0,0,0
73,2008,2008-09-21,3,33.255,CAR,@,MIN,L 10-20,*,17,29,58.62,191,0,0,78.4,5,34,6.59,6.59,1,0,0.00,0,,0,0,0.0,0,0
74,2008,2008-09-28,4,33.262,CAR,,ATL,W 24-9,*,20,29,68.97,294,2,0,124.8,0,0,10.14,11.52,0,0,,0,,0,0,0.0,0,0
75,2008,2008-10-05,5,33.269,CAR,,KAN,W 34-0,*,14,22,63.64,236,2,1,111.2,0,0,10.73,10.50,1,1,1.00,0,,0,0,0.0,0,0
76,2008,2008-10-12,6,33.276,CAR,@,TAM,L 3-27,*,20,39,51.28,242,0,3,38.6,0,0,6.21,2.74,1,-1,-1.00,0,,0,0,0.0,0,0
77,2008,2008-10-19,7,33.283,CAR,,NOR,W 30-7,*,14,22,63.64,195,2,0,122.3,1,2,8.86,10.68,1,8,8.00,0,,0,0,0.0,0,0
78,2008,2008-10-26,8,33.290,CAR,,ARI,W 27-23,*,20,28,71.43,248,2,0,122.3,1,10,8.86,10.29,2,-2,-1.00,0,,0,0,0.0,0,0
79,2008,2008-11-09,9,33.304,CAR,@,OAK,W 17-6,*,7,27,25.93,72,1,4,12.3,2,15,2.67,-3.26,1,0,0.00,0,,0,0,0.0,0,0
80,2008,2008-11-16,10,33.311,CAR,,DET,W 31-22,*,10,19,52.63,102,1,0,85.9,0,0,5.37,6.42,2,-2,-1.00,0,,0,0,0.0,0,0
81,2008,2008-11-23,11,33.318,CAR,@,ATL,L 28-45,*,21,35,60.00,295,1,0,96.7,3,21,8.43,9.00,2,18,9.00,1,,1,6,0.0,0,0
82,2008,2008-11-30,12,33.325,CAR,@,GNB,W 35-31,*,12,17,70.59,177,0,0,104.3,2,7,10.41,10.41,2,0,0.00,1,,1,6,0.0,0,0
83,2008,2008-12-08,13,33.333,CAR,,TAM,W 38-23,*,14,20,70.00,173,1,2,73.5,1,8,8.65,5.15,2,-2,-1.00,0,,0,0,0.0,0,0
84,2008,2008-12-14,14,33.339,CAR,,DEN,W 30-10,*,17,26,65.38,253,1,1,93.9,0,0,9.73,8.77,1,-2,-2.00,0,,0,0,0.0,0,0
85,2008,2008-12-21,15,33.346,CAR,@,NYG,L 28-34,*,11,19,57.89,185,0,0,90.9,0,0,9.74,9.74,0,0,,0,,0,0,0.0,0,0
86,2008,2008-12-28,16,33.353,CAR,@,NOR,W 33-31,*,14,20,70.00,250,1,0,129.2,1,6,12.50,13.50,0,0,,0,,0,0,0.0,0,0
87,2009,2009-09-13,1,34.246,CAR,,PHI,L 10-38,*,7,17,41.18,73,0,4,14.7,3,39,4.29,-6.29,2,9,4.50,0,,0,0,0.0,1,0
88,2009,2009-09-20,2,34.253,CAR,@,ATL,L 20-28,*,25,41,60.98,308,1,1,82.2,1,12,7.51,6.90,0,0,,0,,0,0,0.0,0,0
89,2009,2009-09-28,3,34.261,CAR,@,DAL,L 7-21,*,22,33,66.67,220,1,2,70.3,3,22,6.67,4.55,2,10,5.00,0,,0,0,0.0,0,0
