ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
90,2009,2009-10-11,4,34.274,CAR,,WAS,W 20-17,*,16,25,64.00,181,1,1,82.2,3,19,7.24,6.24,3,7,2.33,0,1,0,2,0.0,0,0
91,2009,2009-10-18,5,34.281,CAR,@,TAM,W 28-21,*,9,17,52.94,65,1,2,42.2,1,10,3.82,-0.29,1,5,5.00,0,,0,0,0.0,0,0
92,2009,2009-10-25,6,34.288,CAR,,BUF,L 9-20,*,27,44,61.36,325,0,3,55.6,2,16,7.39,4.32,0,0,,0,,0,0,0.0,0,0
93,2009,2009-11-01,7,34.295,CAR,@,ARI,W 34-21,*,7,14,50.00,90,1,0,94.3,1,5,6.43,7.86,1,7,7.00,0,,0,0,0.0,0,0
94,2009,2009-11-08,8,34.302,CAR,@,NOR,L 20-30,*,17,30,56.67,201,0,0,77.2,2,12,6.70,6.70,2,-6,-3.00,0,,0,0,0.0,0,0
95,2009,2009-11-15,9,34.309,CAR,,ATL,W 28-19,*,15,24,62.50,195,2,0,115.8,0,0,8.13,9.79,4,11,2.75,0,,0,0,0.0,0,0
96,2009,2009-11-19,10,34.313,CAR,,MIA,L 17-24,*,19,42,45.24,227,1,1,60.3,4,26,5.40,4.81,2,17,8.50,0,,0,0,0.0,0,0
97,2009,2009-11-29,11,34.323,CAR,@,NYJ,L 6-17,*,14,34,41.18,130,0,4,12.7,3,26,3.82,-1.47,0,0,,0,,0,0,0.0,0,0
98,2010,2010-09-12,1,35.245,CLE,@,TAM,L 14-17,*,20,37,54.05,227,1,2,59.2,0,0,6.14,4.24,1,1,1.00,0,,0,0,0.0,0,0
99,2010,2010-10-10,5,35.273,CLE,,ATL,L 10-20,,13,23,56.52,97,0,2,30.5,1,10,4.22,0.30,1,0,0.00,0,,0,0,0.0,0,0
100,2010,2010-11-28,11,35.322,CLE,,CAR,W 24-23,*,24,35,68.57,245,0,2,64.6,2,18,7.00,4.43,2,2,1.00,0,,0,0,0.0,0,0
101,2010,2010-12-05,12,35.329,CLE,@,MIA,W 13-10,*,24,34,70.59,217,1,0,97.3,2,17,6.38,6.97,4,-5,-1.25,0,,0,0,0.0,0,0
102,2010,2010-12-12,13,35.336,CLE,@,BUF,L 6-13,*,12,20,60.00,86,0,1,49.2,1,4,4.30,2.05,0,0,,0,,0,0,0.0,0,0
103,2011,2012-01-01,16,36.356,HOU,,TEN,L 22-23,,18,28,64.29,211,1,0,99.0,2,18,7.54,8.25,0,0,,0,,0,0,0.0,0,0
