ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists
1,2013,2013-09-08,1,24.261,NYG,@,DAL,L 31-36,,,,,,,,
2,2013,2013-09-29,4,24.282,NYG,@,KAN,L 7-31,,,,,,,,
3,2013,2013-10-06,5,24.289,NYG,,PHI,L 21-36,,,,,,,,
4,2013,2013-10-10,6,24.293,NYG,@,CHI,L 21-27,,1,0,0.00,0,0.0,0,0
5,2013,2013-10-21,7,24.304,NYG,,MIN,W 23-7,,,,,,,,
6,2013,2013-10-27,8,24.310,NYG,@,PHI,W 15-7,,,,,,,,
7,2013,2013-11-10,9,24.324,NYG,,OAK,W 24-20,,,,,,,,
8,2013,2013-11-17,10,24.331,NYG,,GNB,W 27-13,,,,,,,,
9,2013,2013-11-24,11,24.338,NYG,,DAL,L 21-24,,,,,,,,
10,2013,2013-12-01,12,24.345,NYG,@,WAS,W 24-17,,,,,,,,
11,2013,2013-12-08,13,24.352,NYG,@,SDG,L 14-37,,,,,,,,
12,2013,2013-12-15,14,24.359,NYG,,SEA,L 0-23,,,,,,,,
13,2013,2013-12-22,15,25.001,NYG,@,DET,W 23-20,*,,,,,,,
14,2014,2014-09-08,1,25.261,NYG,@,DET,L 14-35,,,,,,,,
15,2014,2014-09-14,2,25.267,NYG,,ARI,L 14-25,,,,,,,,
16,2014,2014-09-21,3,25.274,NYG,,HOU,W 30-17,,,,,,,,
17,2014,2014-09-25,4,25.278,NYG,@,WAS,W 45-14,,,,,,,,
18,2014,2014-10-05,5,25.288,NYG,,ATL,W 30-20,,,,,,,,
19,2014,2014-12-07,13,25.351,NYG,@,TEN,W 36-7,,,,,,,,
20,2014,2014-12-14,14,25.358,NYG,,WAS,W 24-13,,,,,,,,
21,2014,2014-12-21,15,26.000,NYG,@,STL,W 37-27,,0,0,,0,0.0,1,0
22,2014,2014-12-28,16,26.007,NYG,,PHI,L 26-34,,,,,,,,
