ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,safety_md,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2000,2000-11-12,10,23.282,DET,,ATL,W 13-10,,,,,,,,,,
2,2000,2000-11-19,11,23.289,DET,@,NYG,W 31-21,,,0,0,1.0,,,0,0,0
3,2000,2000-12-10,14,23.310,DET,@,GNB,L 13-26,,,,,,,,,,
4,2000,2000-12-17,15,23.317,DET,@,NYJ,W 10-7,,,,,,,,,,
5,2000,2000-12-24,16,23.324,DET,,CHI,L 20-23,,,,,,,,,,
6,2001,2001-09-09,1,24.217,DET,@,GNB,L 6-28,,,,,,,,,,
7,2001,2001-09-23,2,24.231,DET,@,CLE,L 14-24,,,,,,,,,,
8,2001,2001-10-08,3,24.246,DET,,STL,L 0-35,,,,,,,,,,
9,2001,2001-10-14,4,24.252,DET,@,MIN,L 26-31,,,0,0,0.5,,,0,0,0
10,2001,2001-10-21,5,24.259,DET,,TEN,L 24-27,,,,,,,,,,
11,2001,2001-10-28,6,24.266,DET,,CIN,L 27-31,,,,,,,,,,
12,2001,2001-11-04,7,24.273,DET,@,SFO,L 13-21,,,,,,,,,,
13,2001,2001-11-11,8,24.280,DET,,TAM,L 17-20,,,,,,,,,,
14,2001,2001-11-18,9,24.287,DET,@,ARI,L 38-45,,,,,,,,,,
15,2001,2001-11-22,10,24.291,DET,,GNB,L 27-29,,,,,,,,,,
16,2001,2001-12-02,11,24.301,DET,@,CHI,L 10-13,,,,,,,,,,
17,2001,2001-12-09,12,24.308,DET,@,TAM,L 12-15,,,0,0,3.5,,,0,0,0
18,2001,2001-12-16,13,24.315,DET,,MIN,W 27-24,,,,,,,,,,
19,2001,2001-12-23,14,24.322,DET,@,PIT,L 14-47,,,,,,,,,,
20,2001,2001-12-30,15,24.329,DET,,CHI,L 0-24,,,,,,,,,,
21,2002,2002-09-08,1,25.216,DET,@,MIA,L 21-49,*,,,,,,,,,
22,2002,2002-09-15,2,25.223,DET,@,CAR,L 7-31,*,,,,,,,,,
23,2002,2002-09-22,3,25.230,DET,,GNB,L 31-37,*,,,,,,,,,
24,2002,2002-09-29,4,25.237,DET,,NOR,W 26-21,*,,0,0,1.0,,,0,0,0
25,2002,2002-10-13,5,25.251,DET,@,MIN,L 24-31,*,,,,,,,,,
26,2002,2002-10-20,6,25.258,DET,,CHI,W 23-20,*,,,,,,,,,
27,2002,2002-10-27,7,25.265,DET,@,BUF,L 17-24,*,,,,,,,,,
28,2002,2002-11-03,8,25.272,DET,,DAL,W 9-7,*,,,,,,,,,
29,2002,2002-11-10,9,25.279,DET,@,GNB,L 14-40,*,,,,,,,,,
30,2002,2002-11-17,10,25.286,DET,,NYJ,L 14-31,*,,,,,,,,,
31,2002,2002-11-24,11,25.293,DET,@,CHI,L 17-20,*,,,,,,,,,
32,2002,2002-11-28,12,25.297,DET,,NWE,L 12-20,*,,,,,,,,,
33,2002,2002-12-08,13,25.307,DET,@,ARI,L 20-23,*,,0,0,1.0,,,0,0,0
34,2002,2002-12-15,14,25.314,DET,,TAM,L 20-23,,,,,,,,,,
35,2002,2002-12-22,15,25.321,DET,@,ATL,L 15-36,,,,,,,,,,
36,2002,2002-12-29,16,25.328,DET,,MIN,L 36-38,*,,,,,,,,,
37,2003,2003-09-07,1,26.215,DET,,ARI,W 42-24,*,,,,,,,,,
38,2003,2003-09-14,2,26.222,DET,@,GNB,L 6-31,*,,,,,,,,,
39,2003,2003-09-21,3,26.229,DET,,MIN,L 13-23,*,,0,0,0.5,,,0,0,0
40,2003,2003-09-28,4,26.236,DET,@,DEN,L 16-20,*,,0,0,1.0,,,0,0,0
41,2003,2003-10-05,5,26.243,DET,@,SFO,L 17-24,*,,0,0,1.0,,,0,0,0
42,2003,2003-10-19,6,26.257,DET,,DAL,L 7-38,*,,,,,,,,,
43,2003,2003-10-26,7,26.264,DET,@,CHI,L 16-24,*,,0,0,1.0,,,0,0,0
44,2003,2003-11-02,8,26.271,DET,,OAK,W 23-13,*,,0,0,1.0,,,0,0,0
45,2003,2003-11-09,9,26.278,DET,,CHI,W 12-10,*,,,,,,,,,
46,2003,2003-11-16,10,26.285,DET,@,SEA,L 14-35,*,,,,,,,,,
47,2003,2003-11-23,11,26.292,DET,@,MIN,L 14-24,*,,,,,,,,,
48,2003,2003-11-27,12,26.296,DET,,GNB,W 22-14,*,,,,,,,,,
49,2003,2003-12-07,13,26.306,DET,,SDG,L 7-14,*,,,,,,,,,
50,2003,2003-12-14,14,26.313,DET,@,KAN,L 17-45,*,,,,,,,,,
51,2003,2003-12-21,15,26.320,DET,@,CAR,L 14-20,*,,,,,,,,,
52,2003,2003-12-28,16,26.327,DET,,STL,W 30-20,*,,,,,,,,,
53,2004,2004-09-12,1,27.221,DET,@,CHI,W 20-16,*,,0,0,1.0,,,0,0,0
54,2004,2004-09-19,2,27.228,DET,,HOU,W 28-16,*,,0,0,2.5,,,0,0,0
55,2004,2004-09-26,3,27.235,DET,,PHI,L 13-30,*,,,,,,,,,
56,2004,2004-10-10,4,27.249,DET,@,ATL,W 17-10,*,,0,0,1.0,,,0,0,0
57,2004,2004-10-17,5,27.256,DET,,GNB,L 10-38,*,,,,,,,,,
58,2004,2004-10-24,6,27.263,DET,@,NYG,W 28-13,*,,0,0,1.0,,,0,0,0
59,2004,2004-10-31,7,27.270,DET,@,DAL,L 21-31,*,,,,,,,,,
60,2004,2004-11-07,8,27.277,DET,,WAS,L 10-17,*,,,,,,,,,
61,2004,2004-11-14,9,27.284,DET,@,JAX,L 17-23,*,,0,0,1.0,,,0,0,0
62,2004,2004-11-21,10,27.291,DET,@,MIN,L 19-22,*,,0,0,2.0,,,0,0,0
63,2004,2004-11-25,11,27.295,DET,,IND,L 9-41,*,,,,,,,,,
64,2004,2004-12-05,12,27.305,DET,,ARI,W 26-12,*,,0,0,1.0,,,1,30,0
65,2004,2004-12-12,13,27.312,DET,@,GNB,L 13-16,*,,,,,,,,,
66,2004,2004-12-19,14,27.319,DET,,MIN,L 27-28,*,,0,0,2.0,,,0,0,0
67,2004,2004-12-26,15,27.326,DET,,CHI,W 19-13,*,,,,,,,,,
68,2004,2005-01-02,16,27.333,DET,@,TEN,L 19-24,*,,,,,,,,,
69,2005,2005-09-11,1,28.219,DET,,GNB,W 17-3,*,,0,0,1.0,,,0,0,0
70,2005,2005-09-18,2,28.226,DET,@,CHI,L 6-38,*,,,,,,,,,
71,2005,2005-10-02,3,28.240,DET,@,TAM,L 13-17,*,,,,,,,,,
72,2005,2005-10-23,6,28.261,DET,@,CLE,W 13-10,*,,,,,,,,,
73,2005,2005-10-30,7,28.268,DET,,CHI,L 13-19,*,,0,0,1.0,,,0,0,0
74,2005,2005-11-06,8,28.275,DET,@,MIN,L 14-27,*,,,,,,,,,
75,2005,2005-11-13,9,28.282,DET,,ARI,W 29-21,*,,,,,,,,,
76,2005,2005-11-20,10,28.289,DET,@,DAL,L 7-20,*,,,,,,,,,
77,2005,2005-11-24,11,28.293,DET,,ATL,L 7-27,*,,,,,,,,,
78,2005,2005-12-04,12,28.303,DET,,MIN,L 16-21,*,,,,,,,,,
79,2005,2005-12-11,13,28.310,DET,@,GNB,L 13-16,*,,0,0,1.0,,,0,0,0
80,2005,2005-12-18,14,28.317,DET,,CIN,L 17-41,*,,,,,,,,,
81,2005,2005-12-24,15,28.323,DET,@,NOR,W 13-12,*,,0,0,1.0,,,0,0,0
82,2005,2006-01-01,16,28.331,DET,@,PIT,L 21-35,*,,0,0,1.0,,,0,0,0
83,2006,2006-09-10,1,29.218,DET,,SEA,L 6-9,*,,0,0,1.0,,,0,0,0
84,2006,2006-09-17,2,29.225,DET,@,CHI,L 7-34,*,,,,,,,,,
85,2006,2006-09-24,3,29.232,DET,,GNB,L 24-31,*,,,,,,,,,
86,2006,2006-10-01,4,29.239,DET,@,STL,L 34-41,*,,0,0,1.0,,,0,0,0
87,2006,2006-10-08,5,29.246,DET,@,MIN,L 17-26,*,,,,,,,,,
88,2006,2006-10-15,6,29.253,DET,,BUF,W 20-17,*,,0,0,3.0,,,0,0,0
89,2006,2006-10-22,7,29.260,DET,@,NYJ,L 24-31,*,,,,,,,,,
90,2007,2007-09-09,1,30.217,STL,,CAR,L 13-27,*,,,,,,,,,
91,2007,2007-09-16,2,30.224,STL,,SFO,L 16-17,*,,0,0,1.0,,,0,0,0
92,2007,2007-09-23,3,30.231,STL,@,TAM,L 3-24,*,,,,,,,,,
93,2007,2007-09-30,4,30.238,STL,@,DAL,L 7-35,*,,,,,,,,,
94,2007,2007-10-07,5,30.245,STL,,ARI,L 31-34,*,,,,,,,,,
95,2007,2007-10-14,6,30.252,STL,@,BAL,L 3-22,*,,0,0,1.0,,,0,0,0
96,2007,2007-10-21,7,30.259,STL,@,SEA,L 6-33,*,,,,,,,,,
97,2007,2007-10-28,8,30.266,STL,,CLE,L 20-27,*,,,,,,,,,
98,2007,2007-11-11,9,30.280,STL,@,NOR,W 37-29,*,,0,0,0.5,,,0,0,0
99,2007,2007-11-18,10,30.287,STL,@,SFO,W 13-9,*,,,,,,,,,
100,2007,2007-11-25,11,30.294,STL,,SEA,L 19-24,*,,,,,,,,,
101,2007,2007-12-09,13,30.308,STL,@,CIN,L 10-19,*,,,,,,,,,
102,2007,2007-12-16,14,30.315,STL,,GNB,L 14-33,*,,,,,,,,,
103,2007,2007-12-20,15,30.319,STL,,PIT,L 24-41,*,,,,,,,,,
104,2007,2007-12-30,16,30.329,STL,@,ARI,L 19-48,*,,,,,,,,,
105,2008,2008-09-07,1,31.216,STL,@,PHI,L 3-38,,,0,0,0.0,8,2,0,0,0
106,2008,2008-09-14,2,31.223,STL,,NYG,L 13-41,*,,0,0,0.0,5,1,0,0,0
107,2008,2008-09-21,3,31.230,STL,@,SEA,L 13-37,*,,0,0,0.0,3,1,0,0,0
108,2008,2008-09-28,4,31.237,STL,,BUF,L 14-31,,,0,0,1.0,2,0,0,0,0
109,2008,2008-10-12,5,31.251,STL,@,WAS,W 19-17,,,0,0,0.0,0,0,0,0,0
110,2008,2008-10-19,6,31.258,STL,,DAL,W 34-14,,,0,0,1.5,2,1,0,0,0
111,2008,2008-10-26,7,31.265,STL,@,NWE,L 16-23,,,0,0,0.0,3,0,0,0,0
112,2008,2008-11-02,8,31.272,STL,,ARI,L 13-34,,,0,0,1.0,4,0,0,0,0
113,2008,2008-11-09,9,31.279,STL,@,NYJ,L 3-47,,,0,0,0.0,1,2,0,0,0
114,2008,2008-11-16,10,31.286,STL,@,SFO,L 16-35,,,,,,,,,,
115,2008,2008-11-23,11,31.293,STL,,CHI,L 3-27,,,0,0,1.0,4,0,0,0,0
116,2008,2008-11-30,12,31.300,STL,,MIA,L 12-16,,,0,0,0.0,2,0,0,0,0
