ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,safety_md,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
117,2008,2008-12-07,13,31.307,STL,@,ARI,L 10-34,,,0,0,0.0,1,0,0,0,0
118,2008,2008-12-14,14,31.314,STL,,SEA,L 20-23,,,0,0,1.0,1,0,0,0,0
119,2008,2008-12-21,15,31.321,STL,,SFO,L 16-17,,,,,,,,,,
120,2008,2008-12-28,16,31.328,STL,@,ATL,L 27-31,,,0,0,1.0,1,0,0,0,0
121,2009,2009-09-13,1,32.221,STL,@,SEA,L 0-28,*,,0,0,0.0,3,0,0,0,0
122,2009,2009-09-20,2,32.228,STL,@,WAS,L 7-9,*,,0,0,1.0,3,0,0,0,0
123,2009,2009-09-27,3,32.235,STL,,GNB,L 17-36,*,,0,0,0.0,3,0,0,0,0
124,2009,2009-10-04,4,32.242,STL,@,SFO,L 0-35,*,,0,0,1.0,6,1,0,0,0
125,2009,2009-10-11,5,32.249,STL,,MIN,L 10-38,*,,0,0,0.0,2,0,0,0,0
126,2009,2009-10-18,6,32.256,STL,@,JAX,L 20-23,*,,0,0,1.0,1,0,0,0,0
127,2009,2009-11-01,8,32.270,STL,@,DET,W 17-10,*,,0,0,0.0,2,0,0,0,0
128,2009,2009-11-15,9,32.284,STL,,NOR,L 23-28,*,,0,0,0.0,6,0,0,0,0
129,2009,2009-11-22,10,32.291,STL,,ARI,L 13-21,*,,0,0,0.5,2,1,0,0,0
130,2009,2009-11-29,11,32.298,STL,,SEA,L 17-27,*,,0,0,0.0,3,0,0,0,0
131,2009,2009-12-06,12,32.305,STL,@,CHI,L 9-17,*,,0,0,0.0,2,0,0,0,0
132,2009,2009-12-13,13,32.312,STL,@,TEN,L 7-47,*,,0,0,0.0,1,1,0,0,0
133,2009,2009-12-20,14,32.319,STL,,HOU,L 13-16,*,,,,,,,,,
134,2009,2010-01-03,16,32.333,STL,,SFO,L 6-28,*,,0,0,1.0,5,0,0,0,0
135,2010,2010-09-12,1,33.220,STL,,ARI,L 13-17,*,,0,0,0.0,1,0,0,0,0
136,2010,2010-09-19,2,33.227,STL,@,OAK,L 14-16,*,,0,0,1.0,5,0,0,0,0
137,2010,2010-09-26,3,33.234,STL,,WAS,W 30-16,*,,0,0,1.0,2,0,0,0,0
138,2010,2010-10-03,4,33.241,STL,,SEA,W 20-3,*,,0,0,2.0,4,0,0,0,0
139,2010,2010-10-10,5,33.248,STL,@,DET,L 6-44,*,,0,0,0.0,2,1,0,0,0
140,2010,2010-10-17,6,33.255,STL,,SDG,W 20-17,*,,0,0,2.0,3,0,0,0,0
141,2010,2010-10-24,7,33.262,STL,@,TAM,L 17-18,*,,0,0,0.5,4,1,0,0,0
142,2010,2010-10-31,8,33.269,STL,,CAR,W 20-10,*,,0,0,0.0,4,0,0,0,0
143,2010,2010-11-14,9,33.283,STL,@,SFO,L 20-23,*,,0,0,1.0,4,0,0,0,0
144,2010,2010-11-21,10,33.290,STL,,ATL,L 17-34,*,,0,0,0.0,2,0,0,0,0
145,2010,2010-11-28,11,33.297,STL,@,DEN,W 36-33,*,,0,0,0.0,3,0,0,0,0
146,2010,2010-12-05,12,33.304,STL,@,ARI,W 19-6,*,,0,0,0.0,1,0,0,0,0
147,2010,2010-12-12,13,33.311,STL,@,NOR,L 13-31,*,,0,0,0.0,1,0,0,0,0
148,2010,2010-12-19,14,33.318,STL,,KAN,L 13-27,*,,0,0,1.0,3,0,0,0,0
149,2010,2010-12-26,15,33.325,STL,,SFO,W 25-17,*,1,0,2,2.0,5,2,0,0,0
150,2010,2011-01-02,16,33.332,STL,@,SEA,L 6-16,*,,0,0,0.0,4,2,0,0,0
151,2011,2011-09-11,1,34.219,STL,,PHI,L 13-31,*,,0,0,0.0,2,0,0,0,0
152,2011,2011-09-19,2,34.227,STL,@,NYG,L 16-28,*,,0,0,1.0,3,1,0,0,0
153,2011,2011-09-25,3,34.233,STL,,BAL,L 7-37,*,,0,0,0.0,1,0,0,0,0
154,2011,2011-10-02,4,34.240,STL,,WAS,L 10-17,*,,0,0,0.0,4,1,0,0,0
155,2011,2011-10-16,5,34.254,STL,@,GNB,L 3-24,*,,0,0,0.0,2,4,0,0,0
156,2011,2011-10-23,6,34.261,STL,@,DAL,L 7-34,*,,0,0,1.0,3,0,0,0,0
157,2011,2011-10-30,7,34.268,STL,,NOR,W 31-21,*,,0,0,0.0,2,0,0,0,0
158,2011,2011-11-06,8,34.275,STL,@,ARI,L 13-19,*,1,0,2,1.0,4,0,0,0,0
159,2011,2011-11-13,9,34.282,STL,@,CLE,W 13-12,*,,0,0,0.0,1,0,0,0,0
160,2011,2011-11-20,10,34.289,STL,,SEA,L 7-24,*,,0,0,1.0,3,0,0,0,0
161,2011,2011-11-27,11,34.296,STL,,ARI,L 20-23,*,,0,0,0.0,3,3,0,0,0
162,2011,2011-12-04,12,34.303,STL,@,SFO,L 0-26,*,,0,0,1.0,3,0,0,0,0
163,2011,2011-12-12,13,34.311,STL,@,SEA,L 13-30,*,,0,0,0.0,2,2,0,0,0
164,2011,2011-12-24,15,34.323,STL,@,PIT,L 0-27,*,,0,0,0.0,0,1,0,0,0
165,2011,2012-01-01,16,34.331,STL,,SFO,L 27-34,*,,0,0,1.0,5,0,0,0,0
