ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
23,2013,2013-12-09,13,23.298,CHI,,DAL,W 45-28,*,9,5,84,16.80,1,55.6%,9.33,1,-7,-7.00,0,,1,6,0.0,0,0
24,2013,2013-12-15,14,23.304,CHI,@,CLE,W 38-31,*,5,5,72,14.40,1,100.0%,14.40,1,-3,-3.00,0,,1,6,0.0,0,0
25,2013,2013-12-22,15,23.311,CHI,@,PHI,L 11-54,*,9,6,76,12.67,0,66.7%,8.44,0,0,,0,,0,0,0.0,0,0
26,2013,2013-12-29,16,23.318,CHI,,GNB,L 28-33,*,8,3,80,26.67,0,37.5%,10.00,0,0,,0,,0,0,0.0,0,0
27,2014,2014-09-07,1,24.205,CHI,,BUF,L 20-23,*,6,5,71,14.20,0,83.3%,11.83,0,0,,0,,0,0,0.0,0,0
28,2014,2014-09-14,2,24.212,CHI,@,SFO,W 28-20,*,6,3,47,15.67,0,50.0%,7.83,0,0,,0,,0,0,0.0,0,0
29,2014,2014-09-22,3,24.220,CHI,@,NYJ,W 27-19,*,13,8,105,13.13,0,61.5%,8.08,2,13,6.50,0,,0,0,0.0,0,0
30,2014,2014-09-28,4,24.226,CHI,,GNB,L 17-38,*,7,4,39,9.75,1,57.1%,5.57,1,12,12.00,0,,1,6,0.0,0,0
31,2014,2014-10-05,5,24.233,CHI,@,CAR,L 24-31,*,7,6,97,16.17,1,85.7%,13.86,0,0,,0,,1,6,0.0,0,0
32,2014,2014-10-12,6,24.240,CHI,@,ATL,W 27-13,*,7,5,136,27.20,0,71.4%,19.43,2,0,0.00,0,,0,0,0.0,0,0
33,2014,2014-10-19,7,24.247,CHI,,MIA,L 14-27,*,7,2,9,4.50,0,28.6%,1.29,0,0,,0,,0,0,0.0,0,0
34,2014,2014-10-26,8,24.254,CHI,@,NWE,L 23-51,*,8,5,59,11.80,1,62.5%,7.38,0,0,,0,,1,6,0.0,0,0
35,2014,2014-11-09,9,24.268,CHI,@,GNB,L 14-55,*,12,6,63,10.50,0,50.0%,5.25,1,8,8.00,0,,0,0,0.0,0,0
36,2014,2014-11-16,10,24.275,CHI,,MIN,W 21-13,*,17,11,135,12.27,1,64.7%,7.94,0,0,,0,,1,6,0.0,1,0
37,2014,2014-11-23,11,24.282,CHI,,TAM,W 21-13,*,4,3,22,7.33,1,75.0%,5.50,0,0,,0,,1,6,0.0,0,0
38,2014,2014-11-27,12,24.286,CHI,@,DET,L 17-34,*,13,9,71,7.89,2,69.2%,5.46,0,0,,0,,2,12,0.0,0,0
39,2014,2014-12-04,13,24.293,CHI,,DAL,L 28-41,*,9,6,95,15.83,1,66.7%,10.56,0,0,,0,,1,6,0.0,0,0
40,2014,2014-12-15,14,24.304,CHI,,NOR,L 15-31,*,9,4,78,19.50,1,44.4%,8.67,0,0,,0,,1,6,0.0,0,0
41,2014,2014-12-21,15,24.310,CHI,,DET,L 14-20,*,15,6,72,12.00,1,40.0%,4.80,0,0,,0,,1,6,0.0,0,0
42,2014,2014-12-28,16,24.317,CHI,@,MIN,L 9-13,*,5,2,34,17.00,0,40.0%,6.80,0,0,,0,,0,0,0.0,0,0
43,2015,2015-09-13,1,25.211,CHI,,GNB,L 23-31,,11,5,78,15.60,0,45.5%,7.09,0,0,,0,,0,0,0.0,0,0
44,2015,2015-10-18,6,25.246,CHI,@,DET,L 34-37,*,11,8,147,18.38,1,72.7%,13.36,0,0,,0,,1,6,0.0,0,0
45,2015,2015-11-01,7,25.260,CHI,,MIN,L 20-23,*,15,10,116,11.60,1,66.7%,7.73,0,0,,0,,1,6,0.0,0,0
46,2015,2015-11-09,8,25.268,CHI,@,SDG,W 22-19,*,16,10,151,15.10,0,62.5%,9.44,0,0,,0,,0,0,0.0,0,0
47,2015,2015-11-15,9,25.274,CHI,@,STL,W 37-13,*,4,3,23,7.67,0,75.0%,5.75,0,0,,0,,0,0,0.0,0,0
48,2015,2015-11-26,11,25.285,CHI,@,GNB,W 17-13,*,11,7,90,12.86,0,63.6%,8.18,0,0,,0,,0,0,0.0,0,0
49,2015,2015-12-06,12,25.295,CHI,,SFO,L 20-26,*,12,4,85,21.25,0,33.3%,7.08,0,0,,0,,0,0,0.0,0,0
50,2015,2015-12-13,13,25.302,CHI,,WAS,L 21-24,*,9,6,107,17.83,1,66.7%,11.89,0,0,,0,,1,6,0.0,0,0
51,2015,2015-12-20,14,25.309,CHI,@,MIN,L 17-38,*,5,1,10,10.00,1,20.0%,2.00,0,0,,0,,1,6,0.0,0,0
52,2016,2016-09-11,1,26.210,CHI,@,HOU,L 14-23,*,6,4,105,26.25,0,66.7%,17.50,0,0,,0,,0,0,0.0,0,0
53,2016,2016-09-19,2,26.218,CHI,,PHI,L 14-29,*,7,5,96,19.20,0,71.4%,13.71,0,0,,0,,0,0,0.0,0,0
54,2016,2016-09-25,3,26.224,CHI,@,DAL,L 17-31,*,7,5,70,14.00,0,71.4%,10.00,0,0,,0,,0,0,0.0,0,0
55,2016,2016-10-02,4,26.231,CHI,,DET,W 17-14,*,5,3,46,15.33,0,60.0%,9.20,0,0,,0,,0,0,0.0,0,0
56,2016,2016-10-09,5,26.238,CHI,@,IND,L 23-29,*,6,5,77,15.40,0,83.3%,12.83,0,0,,0,,0,0,0.0,0,0
57,2016,2016-10-16,6,26.245,CHI,,JAX,L 16-17,*,13,7,93,13.29,0,53.8%,7.15,0,0,,0,,0,0,0.0,0,0
58,2016,2016-10-20,7,26.249,CHI,@,GNB,L 10-26,*,11,3,33,11.00,0,27.3%,3.00,0,0,,0,,0,0,0.0,0,0
59,2016,2016-10-31,8,26.260,CHI,,MIN,W 20-10,*,8,4,63,15.75,1,50.0%,7.88,0,0,,0,,1,6,0.0,0,0
60,2016,2016-11-13,9,26.273,CHI,@,TAM,L 10-36,*,9,4,47,11.75,0,44.4%,5.22,0,0,,0,,0,0,0.0,0,0
61,2016,2016-12-18,14,26.308,CHI,,GNB,L 27-30,*,9,6,89,14.83,1,66.7%,9.89,0,0,,0,,1,6,0.0,0,0
62,2016,2016-12-24,15,26.314,CHI,,WAS,L 21-41,*,10,5,92,18.40,0,50.0%,9.20,0,0,,0,,0,0,0.0,0,0
63,2016,2017-01-01,16,26.322,CHI,@,MIN,L 10-38,*,3,1,10,10.00,0,33.3%,3.33,0,0,,0,,0,0,0.0,0,0
64,2017,2017-09-10,1,27.208,PHI,@,WAS,W 30-17,*,7,3,38,12.67,0,42.9%,5.43,0,0,,0,1,0,2,0.0,0,0
65,2017,2017-09-17,2,27.215,PHI,@,KAN,L 20-27,*,13,7,92,13.14,1,53.8%,7.08,0,0,,0,,1,6,0.0,0,0
66,2017,2017-09-24,3,27.222,PHI,,NYG,W 27-24,*,8,4,56,14.00,0,50.0%,7.00,0,0,,0,,0,0,0.0,0,0
67,2017,2017-10-01,4,27.229,PHI,@,LAC,W 26-24,*,6,3,29,9.67,1,50.0%,4.83,0,0,,0,,1,6,0.0,0,0
68,2017,2017-10-08,5,27.236,PHI,,ARI,W 34-7,*,4,3,31,10.33,0,75.0%,7.75,0,0,,0,,0,0,0.0,0,0
69,2017,2017-10-12,6,27.240,PHI,@,CAR,W 28-23,*,10,4,71,17.75,0,40.0%,7.10,0,0,,0,,0,0,0.0,0,0
70,2017,2017-10-23,7,27.251,PHI,,WAS,W 34-24,*,6,2,37,18.50,0,33.3%,6.17,0,0,,0,,0,0,0.0,0,0
71,2017,2017-10-29,8,27.257,PHI,,SFO,W 33-10,*,8,2,62,31.00,1,25.0%,7.75,0,0,,0,1,1,8,0.0,0,0
72,2017,2017-11-05,9,27.264,PHI,,DEN,W 51-23,*,11,6,84,14.00,2,54.5%,7.64,0,0,,0,,2,12,0.0,0,0
73,2017,2017-11-19,10,27.278,PHI,@,DAL,W 37-9,*,7,4,67,16.75,1,57.1%,9.57,0,0,,0,1,1,8,0.0,0,0
74,2017,2017-11-26,11,27.285,PHI,,CHI,W 31-3,*,9,5,52,10.40,1,55.6%,5.78,0,0,,0,,1,6,0.0,0,0
75,2017,2017-12-03,12,27.292,PHI,@,SEA,L 10-24,*,6,4,61,15.25,0,66.7%,10.17,0,0,,0,,0,0,0.0,0,0
76,2017,2017-12-10,13,27.299,PHI,@,LAR,W 43-35,*,11,5,52,10.40,1,45.5%,4.73,0,0,,0,,1,6,0.0,0,0
77,2017,2017-12-17,14,27.306,PHI,@,NYG,W 34-29,*,10,4,49,12.25,1,40.0%,4.90,0,0,,0,,1,6,0.0,0,0
78,2017,2017-12-25,15,27.314,PHI,,OAK,W 19-10,*,2,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
79,2017,2017-12-31,16,27.320,PHI,,DAL,L 0-6,*,2,1,8,8.00,0,50.0%,4.00,0,0,,0,,0,0,0.0,0,0
