ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
26,1955,1955-10-01,2,25.267,WAS,@,PHI,W 31-30,*,10,14,71.43,168,1,0,135.4,0,0,12.00,13.43,3,2,0.67,1,1,,,,,
27,1955,1955-10-09,3,25.275,WAS,,CRD,L 10-24,*,7,21,33.33,128,0,2,15.7,0,0,6.10,1.81,0,0,,0,0,,,,,
28,1955,1955-10-16,4,25.282,WAS,,CLE,L 14-24,*,5,15,33.33,40,1,0,64.6,0,0,2.67,4.00,1,3,3.00,0,0,,,,,
29,1955,1955-10-23,5,25.289,WAS,@,BAL,W 14-13,*,5,14,35.71,105,0,2,23.5,0,0,7.50,1.07,7,50,7.14,2,2,,,,,
30,1955,1955-10-30,6,25.296,WAS,@,NYG,L 7-35,*,17,41,41.46,235,1,4,29.1,0,0,5.73,1.83,4,-3,-0.75,0,0,,,,,
31,1955,1955-11-06,7,25.303,WAS,,PHI,W 34-21,,4,9,44.44,102,0,0,86.3,0,0,11.33,11.33,3,13,4.33,0,0,,,,,
32,1955,1955-11-13,8,25.310,WAS,,SFO,W 7-0,*,3,5,60.00,25,0,2,33.3,0,0,5.00,-13.00,1,20,20.00,0,0,,,,,
33,1955,1955-11-20,9,25.317,WAS,@,CRD,W 31-0,,3,10,30.00,63,1,1,47.1,0,0,6.30,3.80,6,52,8.67,0,0,,,,,
34,1955,1955-11-27,10,25.324,WAS,@,PIT,W 23-14,,1,7,14.29,-3,0,0,39.6,0,0,-0.43,-0.43,3,18,6.00,0,0,,,,,
35,1955,1955-12-04,11,25.331,WAS,,NYG,L 20-27,*,10,17,58.82,161,1,2,70.6,0,0,9.47,5.35,3,7,2.33,0,0,,,,,
36,1955,1955-12-11,12,25.338,WAS,,PIT,W 28-17,,6,9,66.67,70,2,1,90.0,0,0,7.78,7.22,3,7,2.33,0,0,,,,,
37,1956,1956-09-30,1,26.267,WAS,@,PIT,L 13-30,*,14,22,63.64,131,1,2,57.2,0,0,5.95,2.77,0,0,,0,0,,,,,
38,1956,1956-10-14,3,26.281,WAS,,CRD,L 3-31,,7,15,46.67,70,0,2,20.8,0,0,4.67,-1.33,1,9,9.00,0,0,,,,,
39,1956,1956-10-21,4,26.288,WAS,,CLE,W 20-9,*,4,9,44.44,38,1,2,54.2,0,0,4.22,-3.56,2,5,2.50,0,0,,,,,
40,1956,1956-10-28,5,26.295,WAS,@,CRD,W 17-14,,2,4,50.00,38,0,0,83.3,0,0,9.50,9.50,2,-16,-8.00,0,0,,,,,
41,1956,1956-11-11,6,26.309,WAS,,DET,W 18-17,,3,6,50.00,45,0,0,75.0,0,0,7.50,7.50,0,0,,0,0,,,,,
42,1956,1956-11-25,8,26.323,WAS,@,CLE,W 20-17,*,8,16,50.00,108,1,1,66.7,0,0,6.75,5.19,5,10,2.00,0,0,,,,,
43,1956,1956-12-02,9,26.330,WAS,@,NYG,L 14-28,,7,16,43.75,101,0,2,25.3,0,0,6.31,0.69,0,0,,0,0,,,,,
44,1956,1956-12-09,10,26.337,WAS,,PHI,W 19-17,*,0,3,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,,,,,
45,1956,1956-12-16,11,26.344,WAS,,PIT,L 0-23,,2,6,33.33,23,0,1,6.2,0,0,3.83,-3.67,1,-2,-2.00,0,0,,,,,
46,1956,1956-12-23,12,26.351,WAS,@,BAL,L 17-19,*,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,,,,,
47,1957,1957-09-29,1,27.265,WAS,@,PIT,L 7-28,*,9,14,64.29,109,1,2,72.3,0,0,7.79,2.79,0,0,,0,0,,,,,
48,1957,1957-10-06,2,27.272,WAS,@,CRD,W 37-14,*,5,6,83.33,113,1,0,158.3,0,0,18.83,22.17,2,2,1.00,0,0,,,,,
49,1957,1957-10-13,3,27.279,WAS,,NYG,L 20-24,*,13,23,56.52,237,2,0,121.1,0,0,10.30,12.04,2,-4,-2.00,0,0,,,,,
50,1957,1957-10-20,4,27.286,WAS,,CRD,L 14-44,*,11,16,68.75,168,2,1,116.7,0,0,10.50,10.19,3,-27,-9.00,0,0,,,,,
51,1957,1957-10-27,5,27.293,WAS,@,NYG,W 31-14,*,6,8,75.00,107,1,0,156.2,0,0,13.38,15.88,1,4,4.00,0,0,,,,,
52,1957,1957-11-03,6,27.300,WAS,@,CLE,L 17-21,*,3,7,42.86,17,0,1,10.7,0,0,2.43,-4.00,0,0,,0,0,,,,,
53,1957,1957-11-10,7,27.307,WAS,,BAL,L 17-21,*,10,20,50.00,120,0,1,47.9,0,0,6.00,3.75,4,10,2.50,0,0,,,,,
54,1957,1957-11-17,8,27.314,WAS,,CLE,T 30-30,*,7,10,70.00,177,1,0,145.8,0,0,17.70,19.70,2,7,3.50,0,0,,,,,
55,1957,1957-11-24,9,27.321,WAS,@,PHI,L 12-21,*,12,24,50.00,139,0,2,33.2,0,0,5.79,2.04,0,0,,0,0,,,,,
56,1957,1957-12-01,10,27.328,WAS,@,CHI,W 14-3,*,6,13,46.15,87,1,1,62.0,0,0,6.69,4.77,4,0,0.00,0,0,,,,,
57,1957,1957-12-08,11,27.335,WAS,,PHI,W 42-7,*,8,13,61.54,152,2,1,109.6,0,0,11.69,11.31,0,0,,0,0,,,,,
58,1957,1957-12-15,12,27.342,WAS,,PIT,W 10-3,*,9,13,69.23,82,0,1,54.0,0,0,6.31,2.85,2,-4,-2.00,0,0,,,,,
59,1958,1958-09-28,1,28.264,WAS,@,PHI,W 24-14,*,10,15,66.67,147,1,1,92.9,0,0,9.80,8.13,2,9,4.50,0,0,,,,,
60,1958,1958-10-04,2,28.270,WAS,@,CRD,L 10-37,*,1,4,25.00,21,0,0,49.0,0,0,5.25,5.25,0,0,,0,0,,,,,
61,1958,1958-10-12,3,28.278,WAS,,NYG,L 14-21,*,14,25,56.00,258,1,2,71.7,0,0,10.32,7.52,0,0,,0,0,,,,,
62,1958,1958-10-19,4,28.285,WAS,,GNB,W 37-21,*,5,9,55.56,88,2,0,128.7,0,0,9.78,14.22,0,0,,0,0,,,,,
63,1958,1958-10-26,5,28.292,WAS,@,BAL,L 10-35,*,3,9,33.33,49,0,1,13.0,0,0,5.44,0.44,0,0,,0,0,,,,,
64,1958,1958-11-02,6,28.299,WAS,@,PIT,L 16-24,*,4,9,44.44,103,0,3,47.2,0,0,11.44,-3.56,1,-9,-9.00,0,0,,,,,
65,1958,1958-11-09,7,28.306,WAS,,CRD,W 45-31,*,15,23,65.22,267,5,0,144.4,0,0,11.61,15.96,3,18,6.00,0,0,,,,,
66,1958,1958-11-16,8,28.313,WAS,,CLE,L 10-20,,4,8,50.00,38,0,0,63.5,0,0,4.75,4.75,1,-12,-12.00,0,0,,,,,
67,1958,1958-11-23,9,28.320,WAS,@,NYG,L 0-30,*,3,8,37.50,21,0,1,6.2,0,0,2.63,-3.00,2,22,11.00,0,0,,,,,
68,1958,1958-11-30,10,28.327,WAS,@,CLE,L 14-21,*,13,18,72.22,189,1,1,101.4,0,0,10.50,9.11,1,-10,-10.00,0,0,,,,,
69,1958,1958-12-14,12,28.341,WAS,,PHI,W 20-0,*,7,17,41.18,184,1,1,76.6,0,0,10.82,9.35,2,12,6.00,0,0,,,,,
70,1959,1959-09-27,1,29.263,WAS,@,CRD,L 21-49,*,12,20,60.00,198,1,1,89.2,0,0,9.90,8.65,6,26,4.33,0,0,,,,,
71,1959,1959-10-04,2,29.270,WAS,@,PIT,W 23-17,,3,3,100.00,35,0,0,115.3,0,0,11.67,11.67,0,0,,0,0,,,,,
72,1959,1959-10-11,3,29.277,WAS,,CRD,W 23-14,*,1,5,20.00,4,0,1,0.0,0,0,0.80,-8.20,0,0,,0,0,,,,,
73,1959,1959-10-18,4,29.284,WAS,,PIT,L 6-27,,1,3,33.33,14,0,0,49.3,0,0,4.67,4.67,2,-19,-9.50,0,0,,,,,
74,1959,1959-11-01,6,29.298,WAS,@,PHI,L 23-30,*,9,21,42.86,155,1,2,44.8,0,0,7.38,4.05,0,0,,0,0,,,,,
75,1959,1959-11-08,7,29.305,WAS,,BAL,W 27-24,*,16,32,50.00,208,2,1,78.6,0,0,6.50,6.34,1,1,1.00,0,0,,,,,
76,1959,1959-11-15,8,29.312,WAS,,CLE,L 17-31,*,3,10,30.00,51,0,2,8.7,0,0,5.10,-3.90,1,-2,-2.00,0,0,,,,,
77,1959,1959-11-29,10,29.326,WAS,@,NYG,L 14-45,,6,13,46.15,64,2,2,61.1,0,0,4.92,1.08,1,5,5.00,0,0,,,,,
78,1959,1959-12-06,11,29.333,WAS,,PHI,L 14-34,*,12,31,38.71,200,2,1,69.3,0,0,6.45,6.29,2,-4,-2.00,0,0,,,,,
79,1959,1959-12-13,12,29.340,WAS,,NYG,L 10-24,*,14,35,40.00,148,0,1,41.1,0,0,4.23,2.94,0,0,,0,0,,,,,
80,1960,1960-09-24,1,30.261,DAL,,PIT,L 28-35,*,15,28,53.57,345,3,3,94.2,0,0,12.32,9.64,2,7,3.50,0,0,0,0,0,,0
81,1960,1960-09-30,2,30.267,DAL,,PHI,L 25-27,*,10,29,34.48,194,2,5,42.1,0,0,6.69,0.31,3,20,6.67,1,1,6,0,0,,0
82,1960,1960-10-09,3,30.276,DAL,@,WAS,L 14-26,*,21,37,56.76,296,2,3,66.9,0,0,8.00,5.43,1,3,3.00,0,0,0,0,0,,0
83,1960,1960-10-16,4,30.283,DAL,,CLE,L 7-48,*,2,6,33.33,6,0,2,2.8,0,0,1.00,-14.00,1,11,11.00,0,0,0,0,0,,0
84,1960,1960-10-23,5,30.290,DAL,@,STL,L 10-12,*,10,24,41.67,173,0,1,49.5,0,0,7.21,5.33,2,6,3.00,0,0,0,0,0,,0
85,1960,1960-10-30,6,30.297,DAL,,BAL,L 7-45,*,3,10,30.00,21,0,3,0.0,0,0,2.10,-11.40,2,31,15.50,0,0,0,0,0,,0
86,1960,1960-11-13,8,30.311,DAL,@,GNB,L 7-41,,2,6,33.33,29,0,2,10.4,0,0,4.83,-10.17,0,0,,0,0,0,0,0,,0
87,1960,1960-11-20,9,30.318,DAL,,SFO,L 14-26,*,9,17,52.94,184,1,3,71.3,0,0,10.82,4.06,0,0,,0,0,0,0,0,,0
88,1960,1960-11-27,10,30.325,DAL,@,CHI,L 7-17,*,4,6,66.67,26,0,0,75.7,0,0,4.33,4.33,0,0,,0,0,0,0,0,,0
89,1960,1960-12-04,11,30.332,DAL,@,NYG,T 31-31,*,17,35,48.57,267,3,2,79.1,0,0,7.63,6.77,3,11,3.67,0,0,0,0,0,,0
90,1960,1960-12-11,12,30.339,DAL,@,DET,L 14-23,*,18,27,66.67,195,1,1,84.6,0,0,7.22,6.30,3,5,1.67,0,0,0,3,99,33.00,0
91,1961,1961-09-17,1,31.253,DAL,,PIT,W 27-24,,9,13,69.23,166,2,0,151.4,0,0,12.77,15.85,0,0,,0,0,0,0,0,,0
92,1961,1961-09-24,2,31.260,DAL,,MIN,W 21-7,,5,8,62.50,75,0,1,53.6,0,0,9.38,3.75,0,0,,0,0,0,0,0,,0
93,1961,1961-10-01,3,31.267,DAL,@,CLE,L 7-25,*,1,2,50.00,1,0,0,56.2,0,0,0.50,0.50,0,0,,0,0,0,0,0,,0
94,1961,1961-10-08,4,31.274,DAL,@,MIN,W 28-0,*,6,11,54.55,76,1,0,106.6,0,0,6.91,8.73,0,0,,0,0,0,0,0,,0
95,1961,1961-10-15,5,31.281,DAL,,NYG,L 10-31,*,4,11,36.36,92,0,2,27.7,0,0,8.36,0.18,1,1,1.00,0,0,0,0,0,,0
96,1961,1961-10-29,7,31.295,DAL,@,NYG,W 17-16,*,15,28,53.57,207,2,1,86.5,0,0,7.39,7.21,2,0,0.00,0,0,0,0,0,,0
97,1961,1961-11-05,8,31.302,DAL,,STL,L 17-31,*,14,33,42.42,238,2,5,48.1,0,0,7.21,1.61,3,12,4.00,0,0,0,0,0,,0
98,1961,1961-11-12,9,31.309,DAL,@,PIT,L 7-37,*,5,10,50.00,44,0,1,22.5,0,0,4.40,-0.10,2,1,0.50,0,0,0,0,0,,0
99,1961,1961-11-19,10,31.316,DAL,,WAS,T 28-28,,7,7,100.00,80,1,0,153.9,0,0,11.43,14.29,1,12,12.00,0,0,0,0,0,,0
100,1961,1961-11-26,11,31.323,DAL,@,PHI,L 13-35,*,22,43,51.16,266,1,2,58.9,0,0,6.19,4.56,5,46,9.20,0,0,0,0,0,,0
101,1961,1961-12-03,12,31.330,DAL,,CLE,L 17-38,*,14,27,51.85,202,2,3,61.6,0,0,7.48,3.96,3,7,2.33,0,0,0,0,0,,0
102,1961,1961-12-10,13,31.337,DAL,@,STL,L 13-31,*,6,16,37.50,49,0,0,46.1,0,0,3.06,3.06,2,-4,-2.00,0,0,0,0,0,,0
103,1961,1961-12-17,14,31.344,DAL,@,WAS,L 24-34,*,12,27,44.44,245,3,1,98.5,0,0,9.07,9.63,1,-3,-3.00,0,0,0,0,0,,0
104,1962,1962-09-16,1,32.252,DAL,,WAS,T 35-35,,13,16,81.25,176,1,0,133.3,0,0,11.00,12.25,0,0,,0,0,0,0,0,,0
105,1962,1962-09-23,2,32.259,DAL,,PIT,L 28-30,,16,25,64.00,202,2,2,82.4,0,0,8.08,6.08,1,1,1.00,0,0,0,0,0,,0
106,1962,1962-09-30,3,32.266,DAL,@,RAM,W 27-17,*,10,21,47.62,241,2,0,121.3,0,0,11.48,13.38,0,0,,0,0,0,0,0,,0
107,1962,1962-10-07,4,32.273,DAL,@,CLE,L 10-19,*,5,8,62.50,40,0,0,75.0,0,0,5.00,5.00,1,-1,-1.00,0,0,0,0,0,,0
108,1962,1962-10-14,5,32.280,DAL,,PHI,W 41-19,*,7,7,100.00,128,1,0,158.3,0,0,18.29,21.14,0,0,,0,0,0,0,0,,0
109,1962,1962-10-21,6,32.287,DAL,@,PIT,W 42-27,,9,15,60.00,158,5,2,96.0,0,0,10.53,11.20,1,3,3.00,0,0,0,0,0,,0
110,1962,1962-10-28,7,32.294,DAL,,STL,L 24-28,*,8,15,53.33,105,0,1,47.9,0,0,7.00,4.00,0,0,,0,0,0,0,0,,0
111,1962,1962-11-04,8,32.301,DAL,@,WAS,W 38-10,,6,12,50.00,88,2,1,79.2,0,0,7.33,6.92,0,0,,0,0,0,0,0,,0
112,1962,1962-11-11,9,32.308,DAL,,NYG,L 10-41,*,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,0,0,,0
113,1962,1962-12-02,12,32.329,DAL,,CLE,W 45-21,*,6,8,75.00,53,1,1,92.2,0,0,6.63,3.50,0,0,,0,0,0,0,0,,0
114,1962,1962-12-09,13,32.336,DAL,@,STL,L 20-52,,9,19,47.37,161,1,1,72.5,0,0,8.47,7.16,2,-3,-1.50,0,0,0,0,0,,0
115,1962,1962-12-16,14,32.343,DAL,@,NYG,L 31-41,,6,19,31.58,84,1,1,42.4,0,0,4.42,3.11,1,-1,-1.00,0,0,0,0,0,,0
116,1963,1963-09-14,1,33.250,DAL,,STL,L 7-34,,2,6,33.33,19,0,0,43.1,0,0,3.17,3.17,1,1,1.00,0,0,0,0,0,,0
117,1963,1963-09-22,2,33.258,DAL,,CLE,L 24-41,,9,13,69.23,132,1,1,95.7,0,0,10.15,8.23,0,0,,0,0,0,0,0,,0
118,1963,1963-10-06,4,33.272,DAL,@,PHI,L 21-24,,4,8,50.00,23,0,0,56.2,0,0,2.88,2.88,0,0,,0,0,0,0,0,,0
119,1963,1963-10-13,5,33.279,DAL,,DET,W 17-14,,3,5,60.00,16,0,1,25.8,0,0,3.20,-5.80,0,0,,0,0,0,0,0,,0
120,1963,1963-10-20,6,33.286,DAL,@,NYG,L 21-37,*,14,21,66.67,196,2,0,128.3,0,0,9.33,11.24,0,0,,0,0,0,0,0,,0
121,1963,1963-10-27,7,33.293,DAL,@,PIT,L 21-27,,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,0,0,,0,0,0,0,0,,0
122,1963,1963-11-17,10,33.314,DAL,,PHI,W 27-20,,0,0,,0,0,0,,0,0,,,1,4,4.00,0,0,0,0,0,,0
123,1963,1963-11-24,11,33.321,DAL,@,CLE,L 17-27,,0,5,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,0,0,,0
124,1963,1963-12-08,13,33.335,DAL,,PIT,L 19-24,*,1,6,16.67,32,0,0,49.3,0,0,5.33,5.33,0,0,,0,0,0,0,0,,0
