ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2012,2012-09-05,1,21.082,NYG,,DAL,L 17-24,,2,4,2.00,0,0,0,0,,0,0.0%,,3,71,23.67,0,0,0,0.0,0,0
2,2012,2012-09-16,2,21.093,NYG,,TAM,W 41-34,,3,6,2.00,0,2,0,0,,0,0.0%,0.00,3,86,28.67,0,0,0,0.0,0,0
3,2012,2012-09-20,3,21.097,NYG,@,CAR,W 36-7,,1,-2,-2.00,0,1,1,3,3.00,0,100.0%,3.00,1,19,19.00,0,0,0,0.0,0,0
4,2012,2012-09-30,4,21.107,NYG,@,PHI,L 17-19,,0,0,,0,1,0,0,,0,0.0%,0.00,6,217,36.17,0,0,0,0.0,0,0
5,2012,2012-10-07,5,21.114,NYG,,CLE,W 41-27,,2,44,22.00,1,0,0,0,,0,0.0%,,4,54,13.50,0,1,6,0.0,0,0
6,2012,2012-10-14,6,21.121,NYG,@,SFO,W 26-3,,7,35,5.00,0,0,0,0,,0,0.0%,,2,93,46.50,0,0,0,0.0,0,0
7,2012,2012-10-21,7,21.128,NYG,,WAS,W 27-23,,0,0,,0,0,0,0,,0,0.0%,,4,106,26.50,0,0,0,0.0,0,0
8,2012,2012-10-28,8,21.135,NYG,@,DAL,W 29-24,,2,1,0.50,0,0,0,0,,0,0.0%,,4,86,21.50,0,0,0,0.0,0,0
9,2012,2012-11-04,9,21.142,NYG,,PIT,L 20-24,,0,0,,0,0,0,0,,0,0.0%,,4,100,25.00,0,0,0,0.0,0,0
10,2012,2012-11-11,10,21.149,NYG,@,CIN,L 13-31,,1,1,1.00,0,0,0,0,,0,0.0%,,6,107,17.83,0,0,0,0.0,0,0
11,2012,2012-11-25,11,21.163,NYG,,GNB,W 38-10,,6,13,2.17,0,1,1,5,5.00,0,100.0%,5.00,3,72,24.00,0,0,0,0.0,0,0
12,2012,2012-12-03,12,21.171,NYG,@,WAS,L 16-17,,4,9,2.25,0,0,0,0,,0,0.0%,,4,83,20.75,0,0,0,0.0,0,0
13,2012,2012-12-09,13,21.177,NYG,,NOR,W 52-27,,13,100,7.69,2,0,0,0,,0,0.0%,,4,227,56.75,1,2,18,0.0,0,0
14,2012,2012-12-16,14,21.184,NYG,@,ATL,L 0-34,*,12,55,4.58,0,3,1,11,11.00,0,33.3%,3.67,3,66,22.00,0,0,0,0.0,0,0
15,2012,2012-12-23,15,21.191,NYG,@,BAL,L 14-33,,3,17,5.67,1,0,0,0,,0,0.0%,,5,117,23.40,0,1,6,0.0,0,0
16,2012,2012-12-30,16,21.198,NYG,,PHI,W 42-7,*,15,75,5.00,0,1,1,15,15.00,1,100.0%,15.00,1,29,29.00,0,1,6,0.0,0,0
17,2013,2013-09-08,1,22.085,NYG,@,DAL,L 31-36,*,7,19,2.71,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
18,2013,2013-09-15,2,22.092,NYG,,DEN,L 23-41,*,7,17,2.43,0,1,0,0,,0,0.0%,0.00,5,121,24.20,0,0,0,0.0,1,0
19,2013,2013-09-22,3,22.099,NYG,@,CAR,L 0-38,*,11,39,3.55,0,0,0,0,,0,0.0%,,1,24,24.00,0,0,0,0.0,0,0
20,2013,2013-09-29,4,22.106,NYG,@,KAN,L 7-31,,13,55,4.23,0,3,2,8,4.00,0,66.7%,2.67,2,61,30.50,0,0,0,0.0,0,0
21,2013,2013-10-06,5,22.113,NYG,,PHI,L 21-36,*,6,16,2.67,1,1,0,0,,0,0.0%,0.00,1,16,16.00,0,1,6,0.0,0,0
