ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1988,1988-09-04,1,22.034,DET,,ATL,W 31-17,,0,0,,0,,,,,,,,
2,1988,1988-09-18,3,22.048,DET,,NOR,L 14-22,,0,0,,0,,,,,,,,
3,1988,1988-09-25,4,22.055,DET,,NYJ,L 10-17,,1,7,7.00,0,,,0,0,,0,0,0
4,1988,1988-10-02,5,22.062,DET,@,SFO,L 13-20,,3,35,11.67,0,,,0,0,,0,0,0
5,1988,1988-10-09,6,22.069,DET,,CHI,L 7-24,,4,38,9.50,0,,,0,0,,0,0,0
6,1988,1988-10-16,7,22.076,DET,@,NYG,L 10-30,,0,0,,0,,,,,,,,
7,1988,1988-10-23,8,22.083,DET,@,KAN,W 7-6,,1,22,22.00,0,,,0,0,,0,0,0
8,1988,1988-10-30,9,22.090,DET,,NYG,L 10-13,,1,8,8.00,0,,,0,0,,0,0,0
9,1988,1988-11-06,10,22.097,DET,@,MIN,L 17-44,,0,0,,0,,,,,,,,
10,1988,1988-11-13,11,22.104,DET,,TAM,L 20-23,,0,0,,0,,,,,,,,
11,1988,1988-11-20,12,22.111,DET,@,GNB,W 19-9,,0,0,,0,,,,,,,,
12,1988,1988-11-24,13,22.115,DET,,MIN,L 0-23,,0,0,,0,,,,,,,,
13,1988,1988-12-04,14,22.125,DET,,GNB,W 30-14,,1,12,12.00,0,,,0,0,,0,0,0
14,1988,1988-12-11,15,22.132,DET,@,CHI,L 12-13,,1,9,9.00,0,,,0,0,,0,0,0
15,1988,1988-12-18,16,22.139,DET,@,TAM,L 10-21,,1,14,14.00,0,,,0,0,,0,0,0
16,1989,1989-09-10,1,23.040,RAM,@,ATL,W 31-21,,,,,,,,,,,,,
17,1989,1989-09-17,2,23.047,RAM,,IND,W 31-17,,,,,,,,,,,,,
18,1989,1989-09-24,3,23.054,RAM,,GNB,W 41-38,,,,,,,,,,,,,
19,1989,1989-10-01,4,23.061,RAM,@,SFO,W 13-12,,,,,,,,,,,,,
20,1989,1989-10-08,5,23.068,RAM,,ATL,W 26-14,,,,,,,,,,,,,
21,1989,1989-10-16,6,23.076,RAM,@,BUF,L 20-23,,,,,,,,,,,,,
22,1989,1989-10-22,7,23.082,RAM,,NOR,L 21-40,,,,,,,,,,,,,
