ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1979,1979-09-17,3,22.230,NYG,@,WAS,L 0-27,,,,,,,,,,
2,1979,1979-09-23,4,22.236,NYG,,PHI,L 13-17,,,,,,,,,,
3,1979,1979-09-30,5,22.243,NYG,@,NOR,L 14-24,,,,,,,,,,
4,1979,1979-10-07,6,22.250,NYG,,TAM,W 17-14,,,,,,,,,,
5,1979,1979-10-14,7,22.257,NYG,,SFO,W 32-16,,,,,,,,,,
6,1979,1979-10-21,8,22.264,NYG,@,KAN,W 21-17,,,,,,,,,,
7,1979,1979-11-05,10,22.279,MIA,,HOU,L 6-9,,,,,,,,,,
8,1979,1979-11-11,11,22.285,MIA,,BAL,W 19-0,4,17,4.25,0,0,0,,0,0,0
9,1979,1979-11-18,12,22.292,MIA,@,CLE,L 24-30,,,,,,,,,,
10,1979,1979-11-25,13,22.299,MIA,@,BAL,W 28-24,,,,,,,,,,
11,1979,1979-11-29,14,22.303,MIA,,NWE,W 39-24,,,,,,,,,,
12,1979,1979-12-09,15,22.313,MIA,@,DET,W 28-10,4,22,5.50,0,0,0,,0,0,0
13,1979,1979-12-15,16,22.319,MIA,,NYJ,L 24-27,5,22,4.40,1,2,3,1.50,0,1,6
14,1980,1980-12-21,16,23.326,PHI,@,DAL,L 27-35,,,,,,,,,,
