ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2011,2011-09-11,1,22.277,SDG,,MIN,W 24-17,,0,0,,0,0.0,1,0,0,0,0
2,2011,2011-09-18,2,22.284,SDG,@,NWE,L 21-35,,,,,,,,,,,
3,2011,2011-09-25,3,22.291,SDG,,KAN,W 20-17,,0,0,,0,0.0,1,2,0,0,0
4,2011,2011-10-02,4,22.298,SDG,,MIA,W 26-16,*,0,0,,0,0.0,6,0,1,1,0
5,2011,2011-10-09,5,22.305,SDG,@,DEN,W 29-24,,,,,,,,,,,
6,2011,2011-10-23,6,22.319,SDG,@,NYJ,L 21-27,,,,,,,,,,,
7,2011,2011-10-31,7,22.327,SDG,@,KAN,L 20-23,*,0,0,,0,0.0,5,0,0,0,0
8,2011,2011-11-06,8,22.333,SDG,,GNB,L 38-45,*,0,0,,0,0.0,7,1,0,0,0
9,2011,2011-11-10,9,22.337,SDG,,OAK,L 17-24,,3,46,15.33,0,0.0,0,0,0,0,0
10,2011,2011-12-05,12,22.362,SDG,@,JAX,W 38-14,,0,0,,0,0.0,1,0,0,0,0
11,2011,2011-12-11,13,23.003,SDG,,BUF,W 37-10,,0,0,,0,0.0,0,0,1,21,0
12,2011,2011-12-18,14,23.010,SDG,,BAL,W 34-14,,0,0,,0,0.0,0,2,0,0,0
13,2011,2011-12-24,15,23.016,SDG,@,DET,L 10-38,,0,0,,0,0.0,0,2,0,0,0
14,2011,2012-01-01,16,23.024,SDG,@,OAK,W 38-26,*,0,0,,0,0.0,3,0,0,0,0
15,2012,2012-09-10,1,23.277,SDG,@,OAK,W 22-14,,0,0,,0,0.0,2,1,0,0,0
16,2012,2012-09-16,2,23.283,SDG,,TEN,W 38-10,,0,0,,0,0.0,1,0,0,0,0
17,2012,2012-09-23,3,23.290,SDG,,ATL,L 3-27,,0,0,,0,0.0,3,1,0,0,0
18,2012,2012-09-30,4,23.297,SDG,@,KAN,W 37-20,,0,0,,0,0.0,2,0,0,0,0
19,2012,2012-10-07,5,23.304,SDG,@,NOR,L 24-31,*,0,0,,0,0.0,4,0,0,0,0
20,2012,2012-10-15,6,23.312,SDG,,DEN,L 24-35,,0,0,,0,0.0,4,0,0,0,0
21,2012,2012-10-28,7,23.325,SDG,@,CLE,L 6-7,,0,0,,0,0.0,0,1,0,0,0
22,2012,2012-11-01,8,23.329,SDG,,KAN,W 31-13,,0,0,,0,0.0,5,0,0,0,0
23,2012,2012-11-11,9,23.339,SDG,@,TAM,L 24-34,,0,0,,0,0.0,2,0,0,0,0
24,2012,2012-11-18,10,23.346,SDG,@,DEN,L 23-30,*,0,0,,0,0.0,5,1,0,0,0
25,2012,2012-11-25,11,23.353,SDG,,BAL,L 13-16,,0,0,,0,0.0,1,1,0,0,0
26,2012,2012-12-02,12,23.360,SDG,,CIN,L 13-20,*,0,0,,0,0.0,7,1,0,0,0
27,2012,2012-12-09,13,24.001,SDG,@,PIT,W 34-24,*,0,0,,0,1.0,4,1,0,0,0
28,2012,2012-12-16,14,24.008,SDG,,CAR,L 7-31,,0,0,,0,0.0,1,1,0,0,0
29,2012,2012-12-23,15,24.015,SDG,@,NYJ,W 27-17,,0,0,,0,0.0,2,0,0,0,0
30,2012,2012-12-30,16,24.022,SDG,,OAK,W 24-21,,0,0,,0,0.0,3,1,0,0,0
31,2013,2013-09-09,1,24.275,SDG,,HOU,L 28-31,*,0,0,,0,0.0,2,1,0,0,0
32,2013,2013-09-15,2,24.281,SDG,@,PHI,W 33-30,*,0,0,,0,0.0,3,0,0,0,0
33,2013,2013-09-22,3,24.288,SDG,@,TEN,L 17-20,*,0,0,,0,0.0,3,2,0,0,0
34,2013,2013-09-29,4,24.295,SDG,,DAL,W 30-21,*,0,0,,0,0.0,2,2,0,0,0
35,2013,2013-10-06,5,24.302,SDG,@,OAK,L 17-27,*,0,0,,0,0.0,3,3,0,0,0
36,2013,2013-10-14,6,24.310,SDG,,IND,W 19-9,*,0,0,,0,0.0,3,1,0,0,0
37,2013,2013-10-20,7,24.316,SDG,@,JAX,W 24-6,*,0,0,,0,0.0,4,0,1,26,0
38,2013,2013-11-03,8,24.330,SDG,@,WAS,L 24-30,*,0,0,,0,0.0,3,2,0,0,0
39,2013,2013-11-10,9,24.337,SDG,,DEN,L 20-28,*,0,0,,0,0.0,3,2,0,0,0
40,2013,2013-11-17,10,24.344,SDG,@,MIA,L 16-20,*,0,0,,0,0.0,3,1,0,0,0
41,2013,2013-11-24,11,24.351,SDG,@,KAN,W 41-38,*,0,0,,0,0.0,3,0,1,17,0
42,2013,2013-12-01,12,24.358,SDG,,CIN,L 10-17,*,0,0,,0,0.0,4,1,0,0,0
43,2013,2013-12-08,13,25.000,SDG,,NYG,W 37-14,*,0,0,,0,0.0,7,1,0,0,0
44,2013,2013-12-12,14,25.004,SDG,@,DEN,W 27-20,*,0,0,,0,1.0,6,0,0,0,0
45,2013,2013-12-22,15,25.014,SDG,,OAK,W 26-13,*,0,0,,0,0.0,4,2,0,0,0
46,2013,2013-12-29,16,25.021,SDG,,KAN,W 27-24,*,0,0,,0,0.0,6,0,0,0,0
47,2014,2014-09-08,1,25.274,SDG,@,ARI,L 17-18,*,0,0,,0,0.0,2,1,0,0,0
48,2014,2014-09-14,2,25.280,SDG,,SEA,W 30-21,*,0,0,,0,0.0,1,2,0,0,0
49,2014,2014-09-21,3,25.287,SDG,@,BUF,W 22-10,*,0,0,,0,0.0,2,0,0,0,0
50,2014,2014-09-28,4,25.294,SDG,,JAX,W 33-14,*,0,0,,0,0.0,6,0,0,0,0
51,2014,2014-10-05,5,25.301,SDG,,NYJ,W 31-0,*,0,0,,0,0.0,1,0,0,0,0
52,2014,2014-10-12,6,25.308,SDG,@,OAK,W 31-28,*,0,0,,0,0.0,1,1,0,0,0
53,2014,2014-10-19,7,25.315,SDG,,KAN,L 20-23,*,0,0,,0,1.0,5,2,0,0,0
54,2014,2014-10-23,8,25.319,SDG,@,DEN,L 21-35,*,0,0,,0,0.0,6,0,0,0,0
55,2014,2014-11-02,9,25.329,SDG,@,MIA,L 0-37,*,0,0,,0,0.0,4,0,0,0,0
56,2014,2014-11-16,10,25.343,SDG,,OAK,W 13-6,*,0,0,,0,0.0,6,1,0,0,0
57,2014,2014-11-23,11,25.350,SDG,,STL,W 27-24,*,0,0,,0,0.0,5,2,1,4,0
58,2014,2014-11-30,12,25.357,SDG,@,BAL,W 34-33,*,0,0,,0,0.0,4,4,0,0,0
59,2014,2014-12-07,13,25.364,SDG,,NWE,L 14-23,*,0,0,,0,0.0,5,3,0,0,0
60,2014,2014-12-14,14,26.006,SDG,,DEN,L 10-22,*,0,0,,0,0.0,3,0,0,0,0
61,2014,2014-12-20,15,26.012,SDG,@,SFO,W 38-35,*,0,0,,0,0.0,5,1,0,0,0
62,2014,2014-12-28,16,26.020,SDG,@,KAN,L 7-19,*,0,0,,0,0.0,3,0,0,0,0
63,2015,2015-09-13,1,26.279,NYJ,,CLE,W 31-10,*,0,0,,0,0.0,6,0,0,0,0
64,2015,2015-09-21,2,26.287,NYJ,@,IND,W 20-7,*,0,0,,0,0.0,2,2,1,0,0
65,2015,2015-09-27,3,26.293,NYJ,,PHI,L 17-24,*,0,0,,0,0.0,3,2,0,0,0
66,2015,2015-10-04,4,26.300,NYJ,@,MIA,W 27-14,*,0,0,,0,0.0,4,1,0,0,0
67,2015,2015-10-18,5,26.314,NYJ,,WAS,W 34-20,*,0,0,,0,0.0,2,1,1,0,0
68,2015,2015-10-25,6,26.321,NYJ,@,NWE,L 23-30,*,0,0,,0,0.0,7,2,0,0,0
69,2015,2015-11-01,7,26.328,NYJ,@,OAK,L 20-34,*,0,0,,0,0.0,2,1,0,0,0
70,2015,2015-11-08,8,26.335,NYJ,,JAX,W 28-23,*,0,0,,0,0.0,3,0,0,0,0
71,2015,2015-11-12,9,26.339,NYJ,,BUF,L 17-22,*,0,0,,0,0.0,4,3,0,0,0
72,2015,2015-11-22,10,26.349,NYJ,@,HOU,L 17-24,*,0,0,,0,0.0,3,4,0,0,0
73,2015,2015-11-29,11,26.356,NYJ,,MIA,W 38-20,*,0,0,,0,0.0,4,3,0,0,0
74,2015,2015-12-06,12,26.363,NYJ,@,NYG,W 23-20,*,0,0,,0,0.0,2,2,0,0,0
75,2015,2015-12-13,13,27.005,NYJ,,TEN,W 30-8,*,0,0,,0,0.0,6,0,0,0,0
76,2015,2015-12-19,14,27.011,NYJ,@,DAL,W 19-16,*,0,0,,0,0.0,1,0,1,31,0
77,2015,2015-12-27,15,27.019,NYJ,,NWE,W 26-20,*,0,0,,0,0.0,8,0,0,0,0
