ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1969,1969-09-14,1,22.268,MIA,@,CIN,L 21-27,0,0,,0,0,0,1,51,0
2,1969,1969-09-20,2,22.274,MIA,@,OAK,L 17-20,0,0,,0,0,0,1,26,0
3,1969,1969-10-26,7,22.310,MIA,,BUF,W 24-6,0,0,,0,0,0,1,25,0
4,1969,1969-12-07,13,22.352,MIA,,DEN,W 27-24,1,0,0.00,0,0,0,2,0,0
5,1970,1970-09-20,1,23.274,MIA,@,BOS,L 14-27,,,,,,,,,
6,1970,1970-09-27,2,23.281,MIA,@,HOU,W 20-10,,,,,,,,,
7,1970,1970-10-03,3,23.287,MIA,,OAK,W 20-13,0,0,,0,0,0,1,0,0
8,1970,1970-10-10,4,23.294,MIA,@,NYJ,W 20-6,0,0,,0,0,0,1,0,0
9,1970,1970-10-18,5,23.302,MIA,@,BUF,W 33-14,,,,,,,,,
10,1970,1970-10-25,6,23.309,MIA,,CLE,L 0-28,,,,,,,,,
11,1970,1970-11-01,7,23.316,MIA,@,BAL,L 0-35,,,,,,,,,
12,1970,1970-11-08,8,23.323,MIA,@,PHI,L 17-24,,,,,,,,,
13,1970,1970-11-15,9,23.330,MIA,,NOR,W 21-10,0,0,,0,1,6,1,32,1
14,1970,1970-11-22,10,23.337,MIA,,BAL,W 34-17,0,0,,0,0,0,1,0,0
15,1970,1970-11-30,11,23.345,MIA,@,ATL,W 20-7,,,,,,,,,
16,1970,1970-12-06,12,23.351,MIA,,BOS,W 37-20,,,,,,,,,
17,1970,1970-12-13,13,23.358,MIA,,NYJ,W 16-10,,,,,,,,,
18,1970,1970-12-20,14,24.000,MIA,,BUF,W 45-7,0,0,,0,0,0,1,3,0
19,1971,1971-09-19,1,24.273,MIA,@,DEN,T 10-10,,,,,,,,,
20,1971,1971-09-26,2,24.280,MIA,@,BUF,W 29-14,,,,,,,,,
