ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2014,2014-09-07,1,22.304,CLE,@,PIT,L 27-30,,0,0,,0,0,0,0.0,6,1,0,0,0
2,2014,2014-09-14,2,22.311,CLE,,NOR,W 26-24,*,0,0,,0,0,0,0.0,5,2,0,0,0
3,2014,2014-09-21,3,22.318,CLE,,BAL,L 21-23,,,,,,,,,,,,,
4,2014,2014-10-05,4,22.332,CLE,@,TEN,W 29-28,,,,,,,,,,,,,
5,2014,2014-10-12,5,22.339,CLE,,PIT,W 31-10,,0,0,,0,0,0,0.0,3,0,0,0,0
6,2014,2014-10-19,6,22.346,CLE,@,JAX,L 6-24,*,0,0,,0,0,0,0.0,2,0,0,0,0
7,2014,2014-10-26,7,22.353,CLE,,OAK,W 23-13,,0,0,,0,0,0,0.0,3,0,0,0,0
8,2014,2014-11-02,8,22.360,CLE,,TAM,W 22-17,,0,0,,0,0,0,0.0,1,0,0,0,0
9,2014,2014-11-06,9,22.364,CLE,@,CIN,W 24-3,,,,,,,,,,,,,
10,2014,2014-11-16,10,23.009,CLE,,HOU,L 7-23,,,,,,,,,,,,,
11,2014,2014-11-23,11,23.016,CLE,@,ATL,W 26-24,,0,0,,0,0,0,0.0,1,0,0,0,0
12,2014,2014-12-07,13,23.030,CLE,,IND,L 24-25,,0,0,,0,0,6,0.0,3,1,1,23,1
13,2014,2014-12-14,14,23.037,CLE,,CIN,L 0-30,,0,0,,0,0,0,0.0,1,0,0,0,0
14,2014,2014-12-21,15,23.044,CLE,@,CAR,L 13-17,,,,,,,,,,,,,
15,2015,2015-09-27,3,23.324,CLE,,OAK,L 20-27,,0,0,,0,0,0,0.0,0,0,0,0,0
16,2015,2015-10-04,4,23.331,CLE,@,SDG,L 27-30,,3,110,36.67,0,0,0,0.0,2,0,0,0,0
17,2015,2015-10-11,5,23.338,CLE,@,BAL,W 33-30,,1,15,15.00,0,0,0,0.0,0,0,0,0,0
18,2015,2015-10-18,6,23.345,CLE,,DEN,L 23-26,,2,56,28.00,0,0,0,0.0,0,0,0,0,0
19,2015,2015-10-25,7,23.352,CLE,@,STL,L 6-24,,1,21,21.00,0,0,0,0.0,0,0,0,0,0
20,2015,2015-11-01,8,23.359,CLE,,ARI,L 20-34,,2,46,23.00,0,0,0,0.0,0,0,0,0,0
21,2015,2015-11-05,9,23.363,CLE,@,CIN,L 10-31,,1,13,13.00,0,0,0,0.0,1,0,0,0,0
22,2015,2015-11-30,11,24.023,CLE,,BAL,L 27-33,*,2,78,39.00,0,0,0,0.0,1,0,0,0,0
23,2015,2016-01-03,16,24.057,CLE,,PIT,L 12-28,,0,0,,0,0,0,0.0,0,0,0,0,0
24,2016,2016-09-18,2,24.316,PIT,,CIN,W 24-16,,0,0,,0,0,0,0.0,0,0,0,0,0
25,2016,2016-09-25,3,24.323,PIT,@,PHI,L 3-34,,0,0,,0,0,0,0.0,0,0,0,0,0
26,2016,2016-10-02,4,24.330,PIT,,KAN,W 43-14,,0,0,,0,0,0,0.0,0,0,0,0,0
27,2016,2016-10-16,6,24.344,PIT,@,MIA,L 15-30,,2,37,18.50,0,0,0,0.0,0,0,0,0,0
28,2016,2016-10-23,7,24.351,PIT,,NWE,L 16-27,,1,32,32.00,0,0,0,0.0,0,0,0,0,0
29,2016,2016-11-13,9,25.006,PIT,,DAL,L 30-35,,0,0,,0,0,0,0.0,0,0,0,0,0
30,2016,2016-11-20,10,25.013,PIT,@,CLE,W 24-9,,0,0,,0,0,0,0.0,0,0,0,0,0
31,2016,2016-11-24,11,25.017,PIT,@,IND,W 28-7,,0,0,,0,0,0,0.0,1,0,0,0,0
32,2016,2016-12-04,12,25.027,PIT,,NYG,W 24-14,,0,0,,0,0,0,0.0,0,0,0,0,0
33,2016,2016-12-11,13,25.034,PIT,@,BUF,W 27-20,,0,0,,0,0,0,0.0,0,0,0,0,0
34,2016,2016-12-18,14,25.041,PIT,@,CIN,W 24-20,,0,0,,0,0,0,0.0,0,0,0,0,0
35,2016,2017-01-01,16,25.055,PIT,,CLE,W 27-24,,0,0,,0,0,0,0.0,0,0,0,0,0
