ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1972,1972-09-17,1,25.336,DET,,NYG,W 30-16,,,,
2,1972,1972-09-24,2,25.343,DET,,MIN,L 10-34,,,,
3,1972,1972-10-01,3,25.350,DET,@,CHI,W 38-24,,,,
4,1972,1972-10-08,4,25.357,DET,@,ATL,W 26-23,,,,
5,1972,1972-10-16,5,25.365,DET,,GNB,L 23-24,,,,
6,1972,1972-10-22,6,26.005,DET,,SDG,W 34-20,,,,
7,1972,1972-10-30,7,26.013,DET,@,DAL,L 24-28,,,,
8,1972,1972-11-05,8,26.019,DET,,CHI,W 14-0,,,,
9,1972,1972-11-12,9,26.026,DET,@,MIN,L 14-16,,,,
10,1972,1972-11-19,10,26.033,DET,,NOR,W 27-14,,,,
11,1972,1972-11-23,11,26.037,DET,,NYJ,W 37-20,,,,
12,1972,1972-12-03,12,26.047,DET,@,GNB,L 7-33,1,5,5.00,0
13,1972,1972-12-10,13,26.054,DET,@,BUF,T 21-21,,,,
14,1972,1972-12-17,14,26.061,DET,@,RAM,W 34-17,,,,
15,1973,1973-09-16,1,26.334,DET,@,PIT,L 10-24,,,,
16,1973,1973-09-23,2,26.341,DET,@,GNB,T 13-13,,,,
17,1973,1973-10-01,3,26.349,DET,,ATL,W 31-6,,,,
18,1973,1973-10-07,4,26.355,DET,,MIN,L 9-23,,,,
19,1973,1973-10-14,5,26.362,DET,@,NOR,L 13-20,,,,
20,1973,1973-10-21,6,27.004,DET,,BAL,L 27-29,,,,
21,1973,1973-10-28,7,27.011,DET,,GNB,W 34-0,,,,
22,1973,1973-11-04,8,27.018,DET,,SFO,W 30-20,,,,
23,1973,1973-11-11,9,27.025,DET,@,MIN,L 7-28,,,,
24,1973,1973-11-18,10,27.032,DET,@,CHI,W 30-7,,,,
25,1973,1973-11-22,11,27.036,DET,,WAS,L 0-20,,,,
26,1973,1973-12-02,12,27.046,DET,@,STL,W 20-16,,,,
27,1973,1973-12-09,13,27.053,DET,,CHI,W 40-7,,,,
28,1973,1973-12-15,14,27.059,DET,@,MIA,L 7-34,,,,
29,1974,1974-09-15,1,27.333,DET,@,CHI,L 9-17,,,,
30,1974,1974-09-22,2,27.340,DET,,MIN,L 6-7,,,,
31,1974,1974-09-29,3,27.347,DET,@,GNB,L 19-21,,,,
32,1974,1974-10-06,4,27.354,DET,@,RAM,L 13-16,,,,
33,1974,1974-10-14,5,27.362,DET,,SFO,W 17-13,,,,
34,1974,1974-10-20,6,28.003,DET,@,MIN,W 20-16,,,,
35,1974,1974-10-27,7,28.010,DET,,GNB,W 19-17,,,,
36,1974,1974-11-03,8,28.017,DET,,NOR,W 19-14,,,,
37,1974,1974-11-10,9,28.024,DET,@,OAK,L 13-35,,,,
38,1974,1974-11-17,10,28.031,DET,,NYG,W 20-19,,,,
39,1974,1974-11-24,11,28.038,DET,,CHI,W 34-17,,,,
40,1974,1974-11-28,12,28.042,DET,,DEN,L 27-31,,,,
41,1974,1974-12-08,13,28.052,DET,@,CIN,W 23-19,,,,
42,1974,1974-12-15,14,28.059,DET,@,PHI,L 17-28,,,,
43,1975,1975-09-21,1,28.339,DET,@,GNB,W 30-16,,,,
44,1975,1975-09-28,2,28.346,DET,@,ATL,W 17-14,,,,
45,1975,1975-10-06,3,28.354,DET,,DAL,L 10-36,,,,
46,1975,1975-10-12,4,28.360,DET,,CHI,W 27-7,,,,
47,1975,1975-10-19,5,29.002,DET,@,MIN,L 19-25,,,,
48,1975,1975-10-26,6,29.009,DET,@,HOU,L 8-24,,,,
49,1975,1975-11-02,7,29.016,DET,@,SFO,W 28-17,,,,
50,1975,1975-11-09,8,29.023,DET,,CLE,W 21-10,,,,
51,1975,1975-11-16,9,29.030,DET,,GNB,W 13-10,,,,
52,1975,1975-11-23,10,29.037,DET,@,KAN,L 21-24,,,,
53,1975,1975-11-27,11,29.041,DET,,RAM,L 0-20,,,,
54,1975,1975-12-07,12,29.051,DET,@,CHI,L 21-25,,,,
55,1975,1975-12-14,13,29.058,DET,,MIN,W 17-10,,,,
56,1975,1975-12-21,14,29.065,DET,,STL,L 13-24,,,,
57,1976,1976-09-12,1,29.331,DET,@,CHI,L 3-10,,,,
58,1976,1976-09-19,2,29.338,DET,,ATL,W 24-10,,,,
59,1977,1977-09-18,1,30.336,DET,@,CHI,L 20-30,,,,
60,1977,1977-09-25,2,30.343,DET,,NOR,W 23-19,,,,
61,1977,1977-10-02,3,30.350,DET,,PHI,W 17-13,,,,
62,1977,1977-10-09,4,30.357,DET,@,MIN,L 7-14,,,,
63,1977,1977-10-16,5,30.364,DET,,GNB,W 10-6,,,,
64,1977,1977-10-23,6,31.006,DET,@,SFO,L 7-28,,,,
65,1977,1977-10-30,7,31.013,DET,@,DAL,L 0-37,,,,
66,1977,1977-11-06,8,31.020,DET,,SDG,W 20-0,,,,
67,1977,1977-11-13,9,31.027,DET,@,ATL,L 6-17,,,,
68,1977,1977-11-20,10,31.034,DET,,TAM,W 16-7,,,,
69,1977,1977-11-24,11,31.038,DET,,CHI,L 14-31,,,,
70,1977,1977-12-04,12,31.048,DET,@,GNB,L 9-10,,,,
71,1977,1977-12-11,13,31.055,DET,@,BAL,W 13-10,,,,
72,1977,1977-12-17,14,31.061,DET,,MIN,L 21-30,,,,
73,1978,1978-09-04,1,31.322,BAL,@,DAL,L 0-38,,,,
74,1978,1978-09-10,2,31.328,BAL,,MIA,L 0-42,,,,
75,1979,1979-09-02,1,32.320,BAL,@,KAN,L 0-14,,,,
76,1979,1979-09-09,2,32.327,BAL,,TAM,L 26-29,,,,
77,1979,1979-09-16,3,32.334,BAL,@,CLE,L 10-13,,,,
78,1979,1979-09-23,4,32.341,BAL,@,PIT,L 13-17,,,,
79,1979,1979-09-30,5,32.348,BAL,,BUF,L 13-31,,,,
80,1979,1979-10-07,6,32.355,BAL,,NYJ,W 10-8,,,,
81,1979,1979-10-14,7,32.362,BAL,,HOU,L 16-28,,,,
82,1979,1979-10-21,8,33.004,BAL,@,BUF,W 14-13,,,,
83,1979,1979-10-28,9,33.011,BAL,,NWE,W 31-26,,,,
84,1979,1979-11-04,10,33.018,BAL,,CIN,W 38-28,,,,
85,1979,1979-11-11,11,33.025,BAL,@,MIA,L 0-19,,,,
86,1979,1979-11-18,12,33.032,BAL,@,NWE,L 21-50,,,,
87,1979,1979-11-25,13,33.039,BAL,,MIA,L 24-28,,,,
88,1979,1979-12-02,14,33.046,BAL,@,NYJ,L 17-30,,,,
89,1979,1979-12-09,15,33.053,BAL,,KAN,L 7-10,,,,
90,1979,1979-12-16,16,33.060,BAL,@,NYG,W 31-7,,,,
91,1980,1980-09-07,1,33.326,BAL,@,NYJ,W 17-14,,,,
92,1980,1980-09-14,2,33.333,BAL,,PIT,L 17-20,,,,
93,1980,1980-09-21,3,33.340,BAL,@,HOU,L 16-21,,,,
94,1980,1980-09-28,4,33.347,BAL,,NYJ,W 35-21,,,,
95,1980,1980-10-05,5,33.354,BAL,@,MIA,W 30-17,,,,
96,1980,1980-10-12,6,33.361,BAL,@,BUF,W 17-12,,,,
97,1980,1980-10-19,7,34.002,BAL,,NWE,L 21-37,,,,
98,1980,1980-10-26,8,34.009,BAL,,STL,L 10-17,,,,
99,1980,1980-11-02,9,34.016,BAL,@,KAN,W 31-24,,,,
100,1980,1980-11-09,10,34.023,BAL,,CLE,L 27-28,,,,
101,1980,1980-11-16,11,34.030,BAL,@,DET,W 10-9,,,,
102,1980,1980-11-23,12,34.037,BAL,@,NWE,L 21-47,,,,
103,1980,1980-11-30,13,34.044,BAL,,BUF,W 28-24,,,,
104,1980,1980-12-07,14,34.051,BAL,@,CIN,L 33-34,,,,
105,1980,1980-12-14,15,34.058,BAL,,MIA,L 14-24,,,,
106,1980,1980-12-21,16,34.065,BAL,,KAN,L 28-38,,,,
107,1981,1981-09-06,1,34.324,BAL,@,NWE,W 29-28,,,,
108,1981,1981-09-13,2,34.331,BAL,,BUF,L 3-35,,,,
109,1981,1981-09-20,3,34.338,BAL,@,DEN,L 10-28,,,,
110,1981,1981-09-27,4,34.345,BAL,,MIA,L 28-31,,,,
111,1981,1981-10-04,5,34.352,BAL,@,BUF,L 17-23,,,,
112,1981,1981-10-11,6,34.359,BAL,,CIN,L 19-41,,,,
113,1981,1981-10-18,7,35.001,BAL,,SDG,L 14-43,,,,
114,1981,1981-10-25,8,35.008,BAL,@,CLE,L 28-42,,,,
115,1981,1981-11-01,9,35.015,BAL,@,MIA,L 10-27,,,,
116,1981,1981-11-08,10,35.022,BAL,,NYJ,L 14-41,,,,
117,1981,1981-11-15,11,35.029,BAL,@,PHI,L 13-38,,,,
118,1981,1981-11-22,12,35.036,BAL,,STL,L 24-35,,,,
119,1981,1981-11-29,13,35.043,BAL,@,NYJ,L 0-25,,,,
120,1981,1981-12-06,14,35.050,BAL,,DAL,L 13-37,,,,
121,1981,1981-12-13,15,35.057,BAL,@,WAS,L 14-38,,,,
122,1981,1981-12-20,16,35.064,BAL,,NWE,W 23-21,,,,
