ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,2013,2013-11-10,9,26.067,GNB,,PHI,L 13-27,,24,39,61.54,280,1,2,70.5,1,8,7.18,5.38,1,19,19.00,0,0,0
2,2013,2013-11-17,10,26.074,GNB,@,NYG,L 13-27,*,24,34,70.59,339,0,3,65.7,0,0,9.97,6.00,2,11,5.50,0,0,0
3,2013,2013-11-24,11,26.081,GNB,,MIN,T 26-26,*,7,17,41.18,98,0,0,60.4,2,18,5.76,5.76,2,25,12.50,1,1,6
4,2015,2015-11-01,7,28.058,GNB,@,DEN,L 10-29,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
5,2015,2015-12-13,13,28.100,GNB,,DAL,W 28-7,,0,0,,0,0,0,,0,0,,,2,-3,-1.50,0,0,0
6,2015,2015-12-27,15,28.114,GNB,@,ARI,L 8-38,,1,1,100.00,4,0,0,83.3,1,8,4.00,4.00,1,0,0.00,0,0,0
7,2016,2016-11-24,11,29.081,IND,,PIT,L 7-28,*,22,36,61.11,205,1,2,62.8,3,21,5.69,3.75,3,6,2.00,0,0,0
8,2016,2016-12-05,12,29.092,IND,@,NYJ,W 41-10,,1,1,100.00,11,0,0,112.5,0,0,11.00,11.00,3,-3,-1.00,0,0,0
9,2016,2016-12-18,14,29.105,IND,@,MIN,W 34-6,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
10,2017,2017-09-10,1,30.006,IND,@,LAR,L 9-46,*,9,18,50.00,128,0,2,33.8,4,29,7.11,2.11,2,2,1.00,0,0,0
