ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists
1,2005,2005-09-11,1,23.029,SEA,@,JAX,L 14-26,,,,,,,,
2,2005,2005-09-18,2,23.036,SEA,,ATL,W 21-18,,,,,,,,
3,2005,2005-09-25,3,23.043,SEA,,ARI,W 37-12,,,,,,,,
4,2005,2005-10-02,4,23.050,SEA,@,WAS,L 17-20,,,,,,,,
5,2005,2005-10-16,6,23.064,SEA,,HOU,W 42-10,,,,,,,,
6,2005,2006-01-01,16,23.141,SEA,@,GNB,L 17-23,,,,,,,,
7,2006,2006-10-29,7,24.077,SEA,@,KAN,L 28-35,,,,,,,,
8,2007,2007-09-09,1,25.027,SEA,,TAM,W 20-6,,,,,,,,
9,2007,2007-09-16,2,25.034,SEA,@,ARI,L 20-23,,,,,,,,
10,2007,2007-09-23,3,25.041,SEA,,CIN,W 24-21,,1,0,0.00,0,0.0,,
11,2007,2007-09-30,4,25.048,SEA,@,SFO,W 23-3,,,,,,,,
12,2007,2007-12-30,16,25.139,SEA,@,ATL,L 41-44,,,,,,,,
13,2008,2008-09-07,1,26.025,SEA,@,BUF,L 10-34,*,,,,,,,
14,2008,2008-09-14,2,26.032,SEA,,SFO,L 30-33,*,,,,,,,
15,2008,2008-09-21,3,26.039,SEA,,STL,W 37-13,*,,,,,,,
16,2008,2008-10-05,4,26.053,SEA,@,NYG,L 6-44,,,,,,,,
17,2008,2008-10-12,5,26.060,SEA,,GNB,L 17-27,,,,,,,,
18,2008,2008-10-19,6,26.067,SEA,@,TAM,L 10-20,,,,,,,,
19,2008,2008-10-26,7,26.074,SEA,@,SFO,W 34-13,,,,,,,,
20,2008,2008-11-02,8,26.081,SEA,,PHI,L 7-26,,,,,,,,
21,2008,2008-11-09,9,26.088,SEA,@,MIA,L 19-21,*,,,,,,,
22,2008,2008-11-16,10,26.095,SEA,,ARI,L 20-26,,,,,,,,
23,2008,2008-11-23,11,26.102,SEA,,WAS,L 17-20,*,,,,,,,
24,2008,2008-11-27,12,26.106,SEA,@,DAL,L 9-34,*,,,,,,,
25,2008,2008-12-07,13,26.116,SEA,,NWE,L 21-24,*,,,,,,,
26,2008,2008-12-14,14,26.123,SEA,@,STL,W 23-20,*,,,,,,,
27,2008,2008-12-21,15,26.130,SEA,,NYJ,W 13-3,*,,,,,,,
28,2008,2008-12-28,16,26.137,SEA,@,ARI,L 21-34,*,,,,,,,
29,2009,2009-09-13,1,27.031,SEA,,STL,W 28-0,*,,,,,,,
30,2009,2009-09-20,2,27.038,SEA,@,SFO,L 10-23,*,,,,,,,
31,2009,2009-09-27,3,27.045,SEA,,CHI,L 19-25,*,,,,,,,
32,2009,2009-10-04,4,27.052,SEA,@,IND,L 17-34,*,0,0,,0,0.0,1,0
33,2009,2009-10-11,5,27.059,SEA,,JAX,W 41-0,*,,,,,,,
34,2009,2009-10-18,6,27.066,SEA,,ARI,L 3-27,*,,,,,,,
35,2009,2009-11-01,7,27.080,SEA,@,DAL,L 17-38,*,,,,,,,
36,2009,2009-11-08,8,27.087,SEA,,DET,W 32-20,*,,,,,,,
37,2009,2009-11-15,9,27.094,SEA,@,ARI,L 20-31,*,,,,,,,
38,2009,2009-11-22,10,27.101,SEA,@,MIN,L 9-35,*,,,,,,,
39,2009,2009-11-29,11,27.108,SEA,@,STL,W 27-17,*,,,,,,,
40,2009,2009-12-06,12,27.115,SEA,,SFO,W 20-17,*,,,,,,,
41,2009,2009-12-13,13,27.122,SEA,@,HOU,L 7-34,*,,,,,,,
42,2009,2009-12-20,14,27.129,SEA,,TAM,L 7-24,*,,,,,,,
43,2009,2009-12-27,15,27.136,SEA,@,GNB,L 10-48,*,,,,,,,
44,2009,2010-01-03,16,27.143,SEA,,TEN,L 13-17,*,,,,,,,
