ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result
1,1973,1973-09-23,2,22.150,BUF,@,SDG,L 7-34
2,1973,1973-10-21,6,22.178,BUF,@,MIA,L 6-27
3,1973,1973-11-04,8,22.192,BUF,@,NOR,L 0-13
4,1973,1973-11-18,10,22.206,BUF,,MIA,L 0-17
5,1973,1973-12-02,12,22.220,BUF,@,ATL,W 17-6
6,1973,1973-12-09,13,22.227,BUF,,NWE,W 37-13
7,1973,1973-12-16,14,22.234,BUF,@,NYJ,W 34-14
8,1974,1974-09-16,1,23.143,BUF,,OAK,W 21-20
9,1974,1974-09-22,2,23.149,BUF,,MIA,L 16-24
10,1974,1974-10-06,4,23.163,BUF,@,GNB,W 27-7
11,1974,1974-11-10,9,23.198,DEN,@,BAL,W 17-6
12,1974,1974-11-28,12,23.216,DEN,@,DET,W 31-27
13,1974,1974-12-08,13,23.226,DEN,,HOU,W 37-14
14,1974,1974-12-15,14,23.233,DEN,@,SDG,L 0-17
