ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1996,1996-09-01,1,25.144,TAM,,GNB,L 3-34,,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,
2,1996,1996-09-08,2,25.151,TAM,@,DET,L 6-21,,3,1,5,5.00,0,33.3%,1.67,0,0,,0,0,0,,0,0,0,,0,0,0
3,1996,1996-09-15,3,25.158,TAM,@,DEN,L 23-27,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,
4,1996,1996-09-22,4,25.165,TAM,,SEA,L 13-17,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,,0,0,0
5,1996,1996-09-29,5,25.172,TAM,,DET,L 0-27,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,
6,1996,1996-10-13,6,25.186,TAM,,MIN,W 24-13,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,
7,1996,1996-10-20,7,25.193,TAM,@,ARI,L 9-13,,6,4,38,9.50,0,66.7%,6.33,0,0,,0,0,0,,0,0,0,,0,0,0
8,1996,1996-10-27,8,25.200,TAM,@,GNB,L 7-13,,5,3,38,12.67,0,60.0%,7.60,0,0,,0,4,113,28.25,0,1,26,26.00,0,0,0
9,1996,1996-11-03,9,25.207,TAM,@,CHI,L 10-13,,2,1,25,25.00,0,50.0%,12.50,0,0,,0,3,56,18.67,0,3,15,5.00,0,0,0
10,1996,1996-11-10,10,25.214,TAM,,OAK,W 20-17,,8,5,63,12.60,0,62.5%,7.88,1,-3,-3.00,0,0,0,,0,0,0,,0,0,0
11,1996,1996-11-17,11,25.221,TAM,@,SDG,W 25-17,,3,3,29,9.67,0,100.0%,9.67,0,0,,0,0,0,,0,0,0,,0,0,0
12,1996,1996-11-24,12,25.228,TAM,,NOR,W 13-7,,5,2,13,6.50,0,40.0%,2.60,0,0,,0,0,0,,0,0,0,,0,0,0
13,1996,1996-12-01,13,25.235,TAM,@,CAR,L 0-24,,3,1,12,12.00,0,33.3%,4.00,0,0,,0,0,0,,0,0,0,,0,0,0
14,1996,1996-12-08,14,25.242,TAM,,WAS,W 24-10,,0,0,0,,0,0.0%,,0,0,,0,2,84,42.00,0,3,24,8.00,0,0,0
15,1996,1996-12-15,15,25.249,TAM,@,MIN,L 10-21,,2,1,16,16.00,0,50.0%,8.00,0,0,,0,3,81,27.00,0,4,109,27.25,0,0,0
16,1996,1996-12-22,16,25.256,TAM,,CHI,W 34-19,,0,0,0,,0,0.0%,,0,0,,0,2,49,24.50,0,2,100,50.00,1,1,6
17,1997,1997-08-31,1,26.143,TAM,,SFO,W 13-6,,4,3,74,24.67,0,75.0%,18.50,0,0,,0,2,49,24.50,0,1,8,8.00,0,0,0
18,1997,1997-09-07,2,26.150,TAM,@,DET,W 24-17,,3,1,18,18.00,0,33.3%,6.00,0,0,,0,2,36,18.00,0,5,30,6.00,0,0,0
19,1997,1997-09-14,3,26.157,TAM,@,MIN,W 28-14,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,
20,1997,1997-09-21,4,26.164,TAM,,MIA,W 31-21,,1,1,13,13.00,0,100.0%,13.00,0,0,,0,2,48,24.00,0,3,30,10.00,0,0,0
21,1997,1997-09-28,5,26.171,TAM,,ARI,W 19-18,,2,1,31,31.00,1,50.0%,15.50,0,0,,0,2,43,21.50,0,4,57,14.25,0,1,6
22,1997,1997-10-05,6,26.178,TAM,@,GNB,L 16-21,,1,0,0,,0,0.0%,0.00,0,0,,0,1,16,16.00,0,1,0,0.00,0,0,0
23,1997,1997-10-12,7,26.185,TAM,,DET,L 9-27,,2,2,20,10.00,0,100.0%,10.00,0,0,,0,2,1,0.50,0,4,23,5.75,0,0,0
24,1997,1997-10-26,8,26.199,TAM,,MIN,L 6-10,,3,2,22,11.00,0,66.7%,7.33,0,0,,0,0,0,,0,5,23,4.60,0,0,0
25,1997,1997-11-02,9,26.206,TAM,@,IND,W 31-28,,4,2,30,15.00,2,50.0%,7.50,0,0,,0,0,0,,0,3,99,33.00,0,2,12
26,1997,1997-11-09,10,26.213,TAM,@,ATL,W 31-10,,7,4,38,9.50,0,57.1%,5.43,0,0,,0,0,0,,0,0,0,,0,0,0
27,1997,1997-11-16,11,26.220,TAM,,NWE,W 27-7,,4,3,36,12.00,0,75.0%,9.00,1,5,5.00,0,0,0,,0,2,31,15.50,0,0,0
28,1997,1997-11-23,12,26.227,TAM,@,CHI,L 7-13,,6,3,53,17.67,0,50.0%,8.83,0,0,,0,3,62,20.67,0,3,40,13.33,0,0,0
29,1997,1997-11-30,13,26.234,TAM,@,NYG,W 20-8,,4,2,17,8.50,0,50.0%,4.25,0,0,,0,0,0,,0,4,87,21.75,0,0,0
30,1997,1997-12-07,14,26.241,TAM,,GNB,L 6-17,,6,5,87,17.40,0,83.3%,14.50,0,0,,0,1,22,22.00,0,1,13,13.00,0,0,0
31,1997,1997-12-14,15,26.248,TAM,@,NYJ,L 0-31,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,4,40,10.00,0,0,0
32,1997,1997-12-21,16,26.255,TAM,,CHI,W 31-15,,6,4,47,11.75,1,66.7%,7.83,0,0,,0,0,0,,0,6,116,19.33,1,2,12
33,1998,1998-09-06,1,27.149,TAM,@,MIN,L 7-31,,6,2,24,12.00,0,33.3%,4.00,0,0,,0,0,0,,0,2,23,11.50,0,0,0
34,1998,1998-09-13,2,27.156,TAM,@,GNB,L 15-23,,11,6,75,12.50,0,54.5%,6.82,0,0,,0,0,0,,0,0,0,,0,0,0
35,1998,1998-09-20,3,27.163,TAM,,CHI,W 27-15,,3,2,23,11.50,0,66.7%,7.67,0,0,,0,0,0,,0,2,26,13.00,0,0,0
36,1998,1998-09-28,4,27.171,TAM,@,DET,L 6-27,,9,2,18,9.00,0,22.2%,2.00,0,0,,0,0,0,,0,2,9,4.50,0,0,0
37,1998,1998-10-04,5,27.177,TAM,,NYG,W 20-3,,3,2,16,8.00,0,66.7%,5.33,0,0,,0,0,0,,0,1,7,7.00,0,0,0
38,1998,1998-10-18,6,27.191,TAM,,CAR,W 16-13,,3,2,38,19.00,1,66.7%,12.67,0,0,,0,0,0,,0,1,3,3.00,0,1,6
39,1998,1998-10-25,7,27.198,TAM,@,NOR,L 3-9,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,8,8.00,0,0,0
40,1998,1998-11-01,8,27.205,TAM,,MIN,W 27-24,,2,,,,,0.0%,,,,,,,,,,,,,,,
41,1998,1998-11-08,9,27.212,TAM,,TEN,L 22-31,,1,,,,,0.0%,,,,,,,,,,,,,,,
42,1998,1998-11-15,10,27.219,TAM,@,JAX,L 24-29,,2,1,26,26.00,0,50.0%,13.00,0,0,,0,0,0,,0,0,0,,0,0,0
43,1998,1998-12-07,13,27.241,TAM,,GNB,W 24-22,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,7,7.00,0,0,0
44,1998,1998-12-19,15,27.253,TAM,@,WAS,L 16-20,,3,2,14,7.00,0,66.7%,4.67,0,0,,0,0,0,,0,0,0,,0,0,0
45,1998,1998-12-27,16,27.261,TAM,@,CIN,W 35-0,,3,2,18,9.00,0,66.7%,6.00,0,0,,0,0,0,,0,0,0,,0,0,0
46,1999,1999-09-12,1,28.155,TAM,,NYG,L 13-17,,3,2,14,7.00,0,66.7%,4.67,0,0,,0,0,0,,0,0,0,,0,0,0
47,1999,1999-09-19,2,28.162,TAM,@,PHI,W 19-5,,,,,,,0.0%,,,,,,,,,,,,,,,
48,1999,1999-09-26,3,28.169,TAM,,DEN,W 13-10,*,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0,,0,0,0
49,1999,1999-10-03,4,28.176,TAM,@,MIN,L 14-21,*,7,3,26,8.67,0,42.9%,3.71,0,0,,0,0,0,,0,2,19,9.50,0,0,0
50,1999,1999-10-10,5,28.183,TAM,@,GNB,L 23-26,,3,1,7,7.00,0,33.3%,2.33,0,0,,0,0,0,,0,2,48,24.00,0,0,0
51,1999,1999-10-24,6,28.197,TAM,,CHI,W 6-3,*,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,1,0,0.00,0,0,0
52,1999,1999-11-21,10,28.225,TAM,,ATL,W 19-10,,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,2,7,3.50,0,0,0
53,1999,1999-11-28,11,28.232,TAM,@,SEA,W 16-3,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,1,3,3.00,0,0,0
54,1999,1999-12-06,12,28.240,TAM,,MIN,W 24-17,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,1,15,15.00,0,2,0,0.00,0,0,0
55,1999,1999-12-12,13,28.246,TAM,,DET,W 23-16,*,5,4,31,7.75,0,80.0%,6.20,0,0,,0,0,0,,0,1,5,5.00,0,0,0
56,1999,1999-12-19,14,28.253,TAM,@,OAK,L 0-45,,6,4,44,11.00,0,66.7%,7.33,0,0,,0,0,0,,0,3,29,9.67,0,0,0
57,1999,1999-12-26,15,28.260,TAM,,GNB,W 29-10,,2,2,17,8.50,0,100.0%,8.50,0,0,,0,0,0,,0,3,16,5.33,0,0,0
58,1999,2000-01-02,16,28.267,TAM,@,CHI,W 20-6,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,3,26,8.67,0,0,0
59,2000,2000-09-03,1,29.146,TAM,@,NWE,W 21-16,,2,1,8,8.00,0,50.0%,4.00,0,0,,0,3,88,29.33,0,3,13,4.33,0,0,0
60,2000,2000-09-10,2,29.153,TAM,,CHI,W 41-0,,1,1,27,27.00,0,100.0%,27.00,0,0,,0,0,0,,0,4,17,4.25,0,0,0
61,2000,2000-09-17,3,29.160,TAM,@,DET,W 31-10,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,42,21.00,0,0,0
62,2000,2000-09-24,4,29.167,TAM,,NYJ,L 17-21,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,4,40,10.00,0,0,0
63,2000,2000-10-01,5,29.174,TAM,@,WAS,L 17-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,3,12,4.00,0,0,0
64,2000,2000-11-05,9,29.209,TAM,@,ATL,W 27-14,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,12,12.00,0,0,0
65,2000,2000-11-12,10,29.216,TAM,,GNB,W 20-15,,0,0,0,,0,0.0%,,0,0,,0,4,87,21.75,0,2,16,8.00,0,0,0
66,2000,2000-11-19,11,29.223,TAM,@,CHI,L 10-13,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,6,6.00,0,0,0
67,2000,2000-11-26,12,29.230,TAM,,BUF,W 31-17,,0,0,0,,0,0.0%,,0,0,,0,1,35,35.00,0,3,95,31.67,1,1,6
68,2000,2000-12-03,13,29.237,TAM,,DAL,W 27-7,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,14,7.00,0,0,0
69,2000,2000-12-10,14,29.244,TAM,@,MIA,W 16-13,,0,0,0,,0,0.0%,,0,0,,0,2,32,16.00,0,3,10,3.33,0,0,0
70,2000,2000-12-18,15,29.252,TAM,,STL,W 38-35,,0,0,0,,0,0.0%,,0,0,,0,6,146,24.33,0,1,6,6.00,0,0,0
71,2000,2000-12-24,16,29.258,TAM,@,GNB,L 14-17,,0,0,0,,0,0.0%,,0,0,,0,3,65,21.67,0,2,3,1.50,0,0,0
72,2001,2001-09-09,1,30.152,TAM,@,DAL,W 10-6,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,1,13,13.00,0,2,0,0.00,0,0,0
73,2001,2001-09-30,2,30.173,TAM,@,MIN,L 16-20,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,1,0,0.00,0,0,0
74,2001,2001-10-07,3,30.180,TAM,,GNB,W 14-10,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,2,6,3.00,0,0,0
75,2001,2001-10-14,4,30.187,TAM,@,TEN,L 28-31,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,4,4.00,0,0,0
76,2001,2001-10-21,5,30.194,TAM,,PIT,L 10-17,,5,3,42,14.00,0,60.0%,8.40,0,0,,0,0,0,,0,0,0,,0,0,0
77,2001,2001-10-28,6,30.201,TAM,,MIN,W 41-14,,6,4,80,20.00,0,66.7%,13.33,0,0,,0,0,0,,0,3,51,17.00,0,0,0
78,2001,2001-11-04,7,30.208,TAM,@,GNB,L 20-21,,3,2,27,13.50,0,66.7%,9.00,0,0,,0,0,0,,0,3,32,10.67,0,0,0
79,2001,2001-11-11,8,30.215,TAM,@,DET,W 20-17,*,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,6,116,19.33,1,1,6
80,2001,2001-11-18,9,30.222,TAM,,CHI,L 24-27,*,4,3,34,11.33,0,75.0%,8.50,0,0,,0,0,0,,0,4,20,5.00,0,0,0
81,2001,2001-12-02,11,30.236,TAM,@,CIN,W 16-13,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,13,6.50,0,0,0
82,2001,2001-12-09,12,30.243,TAM,,DET,W 15-12,,5,3,50,16.67,0,60.0%,10.00,0,0,,0,0,0,,0,1,9,9.00,0,0,0
83,2001,2001-12-16,13,30.250,TAM,@,CHI,L 3-27,,5,2,18,9.00,0,40.0%,3.60,0,0,,0,0,0,,0,5,65,13.00,0,0,0
84,2001,2001-12-23,14,30.257,TAM,,NOR,W 48-21,,4,2,21,10.50,1,50.0%,5.25,0,0,,0,0,0,,0,1,0,0.00,0,1,6
85,2001,2001-12-29,15,30.263,TAM,,BAL,W 22-10,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,2,46,23.00,0,0,0
86,2001,2002-01-06,16,30.271,TAM,,PHI,L 13-17,*,4,2,18,9.00,0,50.0%,4.50,0,0,,0,1,22,22.00,0,2,4,2.00,0,0,0
87,2002,2002-09-08,1,31.151,TAM,,NOR,L 20-26,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,5,29,5.80,0,0,0
88,2002,2002-09-15,2,31.158,TAM,@,BAL,W 25-0,,0,0,0,,0,0.0%,,0,0,,0,1,23,23.00,0,2,62,31.00,1,1,6
89,2002,2002-09-23,3,31.166,TAM,,STL,W 26-14,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,1,0,0.00,0,0,0
90,2002,2002-09-29,4,31.172,TAM,@,CIN,W 35-7,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,5,61,12.20,0,0,0
91,2002,2002-10-06,5,31.179,TAM,@,ATL,W 20-6,,0,,,,,0.0%,,,,,,,,,,,,,,,
92,2002,2002-10-13,6,31.186,TAM,,CLE,W 17-3,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,6,120,20.00,0,0,0
93,2002,2002-10-20,7,31.193,TAM,@,PHI,L 10-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,30,15.00,0,0,0
94,2002,2002-10-27,8,31.200,TAM,@,CAR,W 12-9,,2,1,7,7.00,0,50.0%,3.50,1,-3,-3.00,0,0,0,,0,4,24,6.00,0,0,0
95,2002,2002-11-03,9,31.207,TAM,,MIN,W 38-24,*,5,4,49,12.25,1,80.0%,9.80,0,0,,0,0,0,,0,0,0,,0,1,6
96,2002,2002-11-17,10,31.221,TAM,,CAR,W 23-10,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,3,10,3.33,0,0,0
97,2002,2002-11-24,11,31.228,TAM,,GNB,W 21-7,,1,1,16,16.00,0,100.0%,16.00,0,0,,0,0,0,,0,6,27,4.50,0,0,0
98,2002,2002-12-01,12,31.235,TAM,@,NOR,L 20-23,,0,0,0,,0,0.0%,,0,0,,0,2,26,13.00,0,3,14,4.67,0,0,0
99,2002,2002-12-08,13,31.242,TAM,,ATL,W 34-10,,0,0,0,,0,0.0%,,2,-2,-1.00,0,0,0,,0,1,12,12.00,0,0,0
