ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,2002,2002-09-15,2,24.013,STL,,NYG,L 21-26,
2,2002,2002-09-23,3,24.021,STL,@,TAM,L 14-26,
3,2002,2002-09-29,4,24.027,STL,,DAL,L 10-13,
4,2002,2002-10-06,5,24.034,STL,@,SFO,L 13-37,
5,2002,2002-10-20,7,24.048,STL,,SEA,W 37-20,
6,2002,2002-11-18,10,24.077,STL,,CHI,W 21-16,
7,2002,2002-11-24,11,24.083,STL,@,WAS,L 17-20,
8,2002,2002-12-01,12,24.090,STL,@,PHI,L 3-10,
9,2002,2002-12-15,14,24.104,STL,,ARI,W 30-28,
10,2002,2002-12-22,15,24.111,STL,@,SEA,L 10-30,
11,2002,2002-12-30,16,24.119,STL,,SFO,W 31-20,*
12,2003,2003-09-07,1,25.005,STL,@,NYG,L 13-23,
13,2003,2003-09-14,2,25.012,STL,,SFO,W 27-24,
14,2003,2003-09-21,3,25.019,STL,@,SEA,L 23-24,
15,2003,2003-10-19,6,25.047,STL,,GNB,W 34-24,
16,2003,2003-10-26,7,25.054,STL,@,PIT,W 33-21,
17,2003,2003-11-02,8,25.061,STL,@,SFO,L 10-30,
18,2003,2003-11-09,9,25.068,STL,,BAL,W 33-22,
19,2003,2003-11-16,10,25.075,STL,@,CHI,W 23-21,
20,2003,2003-11-23,11,25.082,STL,@,ARI,W 30-27,
