ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1986,1986-10-26,8,23.220,GNB,,SFO,L 17-31,0,0,,0,,,,
2,1986,1986-11-02,9,23.227,GNB,@,PIT,L 3-27,0,0,,0,,,,
3,1986,1986-11-09,10,23.234,GNB,,WAS,L 7-16,1,36,36.00,0,0.0,0,0,0
4,1986,1986-11-16,11,23.241,GNB,,TAM,W 31-7,1,26,26.00,0,0.0,0,0,0
5,1986,1986-11-23,12,23.248,GNB,@,CHI,L 10-12,1,40,40.00,0,0.0,0,0,0
6,1986,1986-11-27,13,23.252,GNB,@,DET,W 44-40,1,10,10.00,0,0.0,1,6,0
7,1986,1986-12-07,14,23.262,GNB,,MIN,L 6-32,5,90,18.00,0,0.0,0,0,0
8,1986,1986-12-14,15,23.269,GNB,@,TAM,W 21-7,0,0,,0,1.0,0,0,0
9,1986,1986-12-20,16,23.275,GNB,@,NYG,L 24-55,3,37,12.33,0,0.0,0,0,0
