ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2010,2011-01-02,16,23.245,NYJ,,BUF,W 38-7,,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0,0.0,0,0
2,2011,2011-09-11,1,24.132,NYJ,,DAL,W 27-24,,2,1,33,33.00,0,50.0%,16.50,0,0,,0,0,0,0.0,0,0
3,2011,2011-09-18,2,24.139,NYJ,,JAX,W 32-3,,2,1,2,2.00,0,50.0%,1.00,0,0,,0,0,0,0.0,0,0
4,2011,2011-09-25,3,24.146,NYJ,@,OAK,L 24-34,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
5,2012,2012-09-09,1,25.130,NYJ,,BUF,W 48-28,,4,3,33,11.00,0,75.0%,8.25,0,0,,0,0,0,0.0,0,0
6,2012,2012-09-16,2,25.137,NYJ,@,PIT,L 10-27,*,5,2,13,6.50,0,40.0%,2.60,0,0,,0,0,0,0.0,0,0
7,2012,2012-09-23,3,25.144,NYJ,@,MIA,W 23-20,*,6,2,25,12.50,0,33.3%,4.17,0,0,,0,0,0,0.0,0,0
8,2012,2012-09-30,4,25.151,NYJ,,SFO,L 0-34,*,5,4,17,4.25,0,80.0%,3.40,0,0,,0,0,0,0.0,0,0
9,2012,2012-10-08,5,25.159,NYJ,,HOU,L 17-23,*,4,2,51,25.50,1,50.0%,12.75,0,0,,0,1,6,0.0,0,0
10,2012,2012-10-14,6,25.165,NYJ,,IND,W 35-9,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
11,2012,2012-10-21,7,25.172,NYJ,@,NWE,L 26-29,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,0.0,0,0
12,2012,2012-11-11,9,25.193,NYJ,@,SEA,L 7-28,*,,,,,,0.0%,,,,,,,,,,
13,2012,2012-11-18,10,25.200,NYJ,@,STL,W 27-13,*,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,0.0,0,0
14,2012,2012-11-22,11,25.204,NYJ,,NWE,L 19-49,*,4,4,58,14.50,0,100.0%,14.50,0,0,,0,0,0,0.0,0,0
15,2012,2012-12-02,12,25.214,NYJ,,ARI,W 7-6,,4,2,25,12.50,1,50.0%,6.25,0,0,,0,1,6,0.0,0,0
16,2012,2012-12-09,13,25.221,NYJ,@,JAX,W 17-10,*,2,1,37,37.00,0,50.0%,18.50,0,0,,0,0,0,0.0,0,0
17,2012,2012-12-17,14,25.229,NYJ,@,TEN,L 10-14,*,9,4,53,13.25,1,44.4%,5.89,0,0,,0,1,6,0.0,0,0
18,2012,2012-12-23,15,25.235,NYJ,,SDG,L 17-27,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
