ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
36,1990,1990-10-14,5,30.018,WAS,,NYG,L 20-24,0,0,,0,2,24,12.00,0,0,0,,0,0,0,,,,,,0,0
37,1990,1990-10-21,6,30.025,WAS,,PHI,W 13-7,0,0,,0,2,23,11.50,0,0,0,,0,0,0,,,,,,0,0
38,1990,1990-10-28,7,30.032,WAS,@,NYG,L 10-21,0,0,,0,0,0,,0,,,,,,,,,,,,0,
39,1990,1990-11-04,8,30.039,WAS,@,DET,W 41-38,2,5,2.50,0,5,47,9.40,0,0,0,,0,0,0,,,,,,0,0
40,1990,1990-11-12,9,30.047,WAS,@,PHI,L 14-28,0,0,,0,0,0,,0,,,,,,,,,,,,0,
41,1990,1990-11-18,10,30.053,WAS,,NOR,W 31-17,0,0,,0,3,13,4.33,1,0,0,,0,0,0,,,,,,1,6
42,1990,1990-11-22,11,30.057,WAS,@,DAL,L 17-27,0,0,,0,4,58,14.50,0,0,0,,0,0,0,,,,,,0,0
43,1990,1990-12-02,12,30.067,WAS,,MIA,W 42-20,0,0,,0,1,18,18.00,0,0,0,,0,0,0,,,,,,0,0
44,1990,1990-12-09,13,30.074,WAS,,CHI,W 10-9,0,0,,0,1,9,9.00,0,0,0,,0,0,0,,,,,,0,0
45,1990,1990-12-15,14,30.080,WAS,@,NWE,W 25-10,0,0,,0,0,0,,0,,,,,,,,,,,,0,
46,1990,1990-12-22,15,30.087,WAS,@,IND,L 28-35,2,12,6.00,0,5,34,6.80,0,0,0,,0,0,0,,,,,,0,0
