ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,2017,2017-10-15,6,24.118,NYG,@,DEN,W 23-10,,1,20,20.00,0
2,2017,2017-10-22,7,24.125,NYG,,SEA,L 7-24,,2,0,0.00,0
3,2017,2017-11-05,8,24.139,NYG,,LAR,L 17-51,,0,0,,0
4,2017,2017-11-12,9,24.146,NYG,@,SFO,L 21-31,,1,0,0.00,0
