ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1987,1987-10-04,3,24.319,DET,,TAM,L 27-31,0,0,,0,0,0,,0
2,1987,1987-10-11,4,24.326,DET,@,GNB,W 19-16,0,0,,0,0,0,,0
3,1987,1987-10-18,5,24.333,DET,,SEA,L 14-37,1,2,2.00,0,1,3,3.00,0
