ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1981,1981-09-06,1,23.025,DET,,SFO,W 24-17,2,17,8.50,0,0,0,,0,0,0,0.0,0,0,0
2,1981,1981-09-13,2,23.032,DET,@,SDG,L 23-28,2,49,24.50,0,0,0,,0,0,0,0.0,0,0,0
3,1981,1981-09-20,3,23.039,DET,@,MIN,L 24-26,2,43,21.50,0,0,0,,0,0,0,0.0,0,0,0
4,1981,1981-09-27,4,23.046,DET,,OAK,W 16-0,1,30,30.00,0,0,0,,0,0,0,0.0,0,0,0
5,1981,1981-10-04,5,23.053,DET,@,TAM,L 10-28,0,0,,0,,,,,,,,,,
6,1981,1981-10-11,6,23.060,DET,@,DEN,L 21-27,0,0,,0,0,0,,0,1,6,0.0,1,60,1
7,1981,1981-10-19,7,23.068,DET,,CHI,W 48-17,1,36,36.00,0,0,0,,0,0,0,0.0,0,0,0
8,1981,1981-10-25,8,23.074,DET,,GNB,W 31-27,4,92,23.00,0,0,0,,0,0,0,0.0,0,0,0
9,1981,1981-11-01,9,23.081,DET,@,RAM,L 13-20,2,45,22.50,0,0,0,,0,0,0,0.0,0,0,0
10,1981,1981-11-08,10,23.088,DET,@,WAS,L 31-33,6,101,16.83,0,0,0,,0,0,0,0.0,0,0,0
11,1981,1981-11-15,11,23.095,DET,,DAL,W 27-24,0,0,,0,,,,,,,,,,
12,1981,1981-11-22,12,23.102,DET,@,CHI,W 23-7,2,52,26.00,0,0,0,,0,0,0,0.0,0,0,0
13,1981,1981-11-26,13,23.106,DET,,KAN,W 27-10,0,0,,0,,,,,,,,,,
14,1981,1981-12-06,14,23.116,DET,@,GNB,L 17-31,1,16,16.00,0,0,0,,0,0,0,0.0,0,0,0
15,1981,1981-12-12,15,23.122,DET,,MIN,W 45-7,1,23,23.00,0,0,0,,0,0,0,0.0,0,0,0
16,1981,1981-12-20,16,23.130,DET,,TAM,L 17-20,1,21,21.00,0,0,0,,0,0,0,0.0,0,0,0
17,1982,1982-09-12,1,24.031,DET,,CHI,W 17-10,1,12,12.00,0,0,0,,0,0,0,0.0,0,0,0
18,1982,1982-09-19,2,24.038,DET,@,RAM,W 19-14,0,0,,0,0,0,,0,0,0,0.0,1,2,0
19,1982,1982-11-21,3,24.101,DET,@,CHI,L 17-20,3,69,23.00,0,0,0,,0,0,0,0.0,0,0,0
20,1982,1982-11-25,4,24.105,DET,,NYG,L 6-13,2,35,17.50,0,0,0,,0,0,0,0.0,0,0,0
21,1982,1982-12-06,5,24.116,DET,,NYJ,L 13-28,0,0,,0,,,,,,,,,,
22,1982,1982-12-12,6,24.122,DET,@,GNB,W 30-10,2,113,56.50,1,0,0,,0,1,6,0.0,0,0,0
23,1982,1982-12-19,7,24.129,DET,,MIN,L 31-34,0,0,,0,,,,,,,,,,
24,1982,1982-12-26,8,24.136,DET,@,TAM,L 21-23,4,82,20.50,0,0,0,,0,0,0,0.0,0,0,0
25,1982,1983-01-02,9,24.143,DET,,GNB,W 27-24,4,115,28.75,0,0,0,,0,0,0,0.0,0,0,0
26,1983,1983-09-04,1,25.023,DET,@,TAM,W 11-0,1,25,25.00,0,0,0,,0,0,0,0.0,0,0,0
27,1983,1983-09-11,2,25.030,DET,,CLE,L 26-31,4,82,20.50,0,2,78,39.00,0,0,0,0.0,0,0,0
28,1983,1983-09-18,3,25.037,DET,,ATL,L 14-30,2,28,14.00,0,1,13,13.00,0,0,0,0.0,0,0,0
29,1983,1983-09-25,4,25.044,DET,@,MIN,L 17-20,3,60,20.00,0,3,13,4.33,0,0,0,0.0,1,18,0
30,1983,1983-10-02,5,25.051,DET,@,RAM,L 10-21,2,36,18.00,0,2,5,2.50,0,0,0,0.0,0,0,0
31,1983,1983-10-09,6,25.058,DET,,GNB,W 38-14,1,22,22.00,0,0,0,,0,0,0,0.0,0,0,0
32,1983,1983-10-16,7,25.065,DET,,CHI,W 31-17,3,66,22.00,0,0,0,,0,0,0,0.0,0,0,0
33,1983,1983-10-23,8,25.072,DET,@,WAS,L 17-38,5,122,24.40,0,0,0,,0,0,0,0.0,0,0,0
34,1983,1983-10-30,9,25.079,DET,@,CHI,W 38-17,0,0,,0,0,0,,0,,,,,,
35,1983,1983-11-07,10,25.087,DET,,NYG,W 15-9,0,0,,0,0,0,,0,,,,,,
36,1983,1983-11-13,11,25.093,DET,@,HOU,L 17-27,0,0,,0,0,0,,0,,,,,,
37,1983,1983-11-20,12,25.100,DET,@,GNB,W 23-20,0,0,,0,0,0,,0,,,,,,
38,1983,1983-11-24,13,25.104,DET,,PIT,W 45-3,0,0,,0,0,0,,0,0,0,0.0,1,0,0
39,1983,1983-12-05,14,25.115,DET,,MIN,W 13-2,0,0,,0,0,0,,0,,,,,,
40,1983,1983-12-11,15,25.121,DET,@,CIN,L 9-17,0,0,,0,0,0,,0,,,,,,
41,1983,1983-12-18,16,25.128,DET,,TAM,W 23-20,2,51,25.50,0,0,0,,0,0,0,0.0,0,0,0
42,1984,1984-09-02,1,26.021,DET,,SFO,L 27-30,0,0,,0,0,0,,0,,,,,,
43,1984,1984-09-09,2,26.028,DET,@,ATL,W 27-24,0,0,,0,0,0,,0,,,,,,
44,1984,1984-09-16,3,26.035,DET,@,TAM,L 17-21,0,0,,0,0,0,,0,,,,,,
45,1984,1984-09-23,4,26.042,DET,,MIN,L 28-29,0,0,,0,0,0,,0,,,,,,
46,1984,1984-09-30,5,26.049,DET,@,SDG,L 24-27,0,0,,0,0,0,,0,,,,,,
47,1984,1984-10-07,6,26.056,DET,,DEN,L 7-28,0,0,,0,0,0,,0,,,,,,
48,1984,1984-10-14,7,26.063,DET,,TAM,W 13-7,1,23,23.00,0,0,0,,0,0,0,0.0,0,0,0
49,1984,1984-10-21,8,26.070,DET,@,MIN,W 16-14,0,0,,0,0,0,,0,0,0,0.0,1,36,0
50,1984,1984-10-28,9,26.077,DET,@,GNB,L 9-41,0,0,,0,0,0,,0,,,,,,
51,1984,1984-11-04,10,26.084,DET,,PHI,T 23-23,2,58,29.00,0,1,11,11.00,0,0,0,0.0,0,0,0
52,1984,1984-11-11,11,26.091,DET,@,WAS,L 14-28,3,62,20.67,0,6,19,3.17,0,0,0,0.0,0,0,0
53,1984,1984-11-18,12,26.098,DET,@,CHI,L 14-16,3,66,22.00,0,0,0,,0,0,0,0.0,0,0,0
54,1984,1984-11-22,13,26.102,DET,,GNB,W 31-28,4,49,12.25,0,0,0,,0,0,0,0.0,0,0,0
55,1984,1984-12-02,14,26.112,DET,@,SEA,L 17-38,2,58,29.00,0,0,0,,0,0,0,0.0,1,28,0
56,1984,1984-12-10,15,26.120,DET,,RAI,L 3-24,2,22,11.00,0,0,0,,0,0,0,0.0,0,0,0
57,1984,1984-12-16,16,26.126,DET,,CHI,L 13-30,2,47,23.50,0,0,0,,0,0,0,0.0,0,0,0
58,1985,1985-09-08,1,27.027,DET,@,ATL,W 28-27,1,11,11.00,0,0,0,,0,0,0,0.0,0,0,0
59,1985,1985-09-15,2,27.034,DET,,DAL,W 26-21,2,55,27.50,0,0,0,,0,0,0,1.0,0,0,0
60,1985,1985-09-22,3,27.041,DET,@,IND,L 6-14,1,22,22.00,0,0,0,,0,0,0,0.0,0,0,0
61,1985,1985-09-29,4,27.048,DET,,TAM,W 30-9,2,52,26.00,0,0,0,,0,0,0,0.0,0,0,0
62,1985,1985-10-06,5,27.055,DET,@,GNB,L 10-43,4,60,15.00,0,0,0,,0,0,0,0.0,0,0,0
63,1985,1985-10-13,6,27.062,DET,@,WAS,L 3-24,2,39,19.50,0,0,0,,0,0,0,0.0,0,0,0
64,1985,1985-10-20,7,27.069,DET,,SFO,W 23-21,2,30,15.00,0,0,0,,0,0,0,0.0,0,0,0
65,1985,1985-10-27,8,27.076,DET,,MIA,W 31-21,2,45,22.50,0,0,0,,0,0,0,0.0,0,0,0
66,1985,1985-11-03,9,27.083,DET,@,MIN,L 13-16,3,83,27.67,0,0,0,,0,0,0,0.0,0,0,0
67,1985,1985-11-10,10,27.090,DET,@,CHI,L 3-24,2,39,19.50,0,0,0,,0,0,0,0.0,0,0,0
68,1985,1985-11-17,11,27.097,DET,,MIN,W 41-21,3,76,25.33,0,0,0,,0,0,0,0.0,0,0,0
69,1985,1985-11-24,12,27.104,DET,@,TAM,L 16-19,3,77,25.67,0,0,0,,0,0,0,0.0,0,0,0
