ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,def_int,def_int_yds,def_int_td
1,1997,1997-09-07,2,22.262,DET,,TAM,L 17-24,,,,,,
2,1997,1997-09-14,3,22.269,DET,@,CHI,W 32-7,,,,,,
3,1997,1997-09-21,4,22.276,DET,@,NOR,L 17-35,,,,,,
4,1997,1997-09-28,5,22.283,DET,,GNB,W 26-15,,,,,,
5,1997,1997-10-05,6,22.290,DET,@,BUF,L 13-22,,,,,,
6,1997,1997-10-12,7,22.297,DET,@,TAM,W 27-9,,,,,,
7,1997,1997-10-19,8,22.304,DET,,NYG,L 20-26,,,,,,
8,1997,1997-11-02,9,22.318,DET,@,GNB,L 10-20,,,,,,
9,1997,1997-11-09,10,22.325,DET,@,WAS,L 7-30,,,,,,
10,1997,1997-11-16,11,22.332,DET,,MIN,W 38-15,,,,,,
11,1997,1997-11-23,12,22.339,DET,,IND,W 32-10,,,,,,
12,1997,1997-11-27,13,22.343,DET,,CHI,W 55-20,,,,,,
13,1997,1997-12-07,14,22.353,DET,@,MIA,L 30-33,,1,6,1,64,1
14,1997,1997-12-14,15,22.360,DET,@,MIN,W 14-13,,,,,,
15,1997,1997-12-21,16,23.002,DET,,NYJ,W 13-10,,0,0,1,0,0
16,1998,1998-09-06,1,23.261,DET,@,GNB,L 19-38,,,,,,
17,1998,1998-09-13,2,23.268,DET,,CIN,L 28-34,,,,,,
18,1998,1998-09-20,3,23.275,DET,@,MIN,L 6-29,,,,,,
19,1998,1998-09-28,4,23.283,DET,,TAM,W 27-6,,1,6,1,34,1
20,1998,1998-10-04,5,23.289,DET,@,CHI,L 27-31,,,,,,
21,1998,1998-10-15,6,23.300,DET,,GNB,W 27-20,,,,,,
22,1998,1998-10-25,7,23.310,DET,,MIN,L 13-34,,0,0,1,0,0
23,1998,1998-11-01,8,23.317,DET,,ARI,L 15-17,,0,0,1,15,0
24,1998,1998-11-08,9,23.324,DET,@,PHI,L 9-10,,,,,,
25,1998,1998-11-15,10,23.331,DET,,CHI,W 26-3,,,,,,
26,1998,1998-11-22,11,23.338,DET,@,TAM,W 28-25,,,,,,
27,1998,1998-11-26,12,23.342,DET,,PIT,W 19-16,,,,,,
28,1998,1998-12-06,13,23.352,DET,@,JAX,L 22-37,,,,,,
29,1998,1998-12-14,14,23.360,DET,@,SFO,L 13-35,,,,,,
30,1998,1998-12-20,15,24.001,DET,,ATL,L 17-24,,,,,,
31,1999,1999-09-12,1,24.267,DET,@,SEA,W 28-20,*,,,,,
32,1999,1999-09-19,2,24.274,DET,,GNB,W 23-15,*,,,,,
33,1999,1999-11-07,8,24.323,DET,,STL,W 31-27,*,,,,,
34,1999,1999-11-14,9,24.330,DET,@,ARI,L 19-23,*,,,,,
35,1999,1999-11-21,10,24.337,DET,@,GNB,L 17-26,*,,,,,
36,1999,1999-12-05,12,24.351,DET,,WAS,W 33-17,,,,,,
37,1999,1999-12-12,13,24.358,DET,@,TAM,L 16-23,,,,,,
38,1999,1999-12-19,14,25.000,DET,@,CHI,L 10-28,*,,,,,
39,1999,1999-12-25,15,25.006,DET,,DEN,L 7-17,*,,,,,
40,1999,2000-01-02,16,25.014,DET,@,MIN,L 17-24,*,,,,,
41,2000,2000-09-03,1,25.259,DET,@,NOR,W 14-10,*,,,,,
42,2000,2000-09-10,2,25.266,DET,,WAS,W 15-10,*,0,0,1,0,0
43,2000,2000-09-17,3,25.273,DET,,TAM,L 10-31,,,,,,
44,2000,2000-09-24,4,25.280,DET,@,CHI,W 21-14,*,,,,,
45,2000,2000-10-01,5,25.287,DET,,MIN,L 24-31,*,,,,,
46,2000,2000-10-08,6,25.294,DET,,GNB,W 31-24,,,,,,
47,2000,2000-10-19,7,25.305,DET,@,TAM,W 28-14,*,0,0,2,16,0
48,2000,2000-10-29,8,25.315,DET,@,IND,L 18-30,*,0,0,1,9,0
49,2000,2000-11-05,9,25.322,DET,,MIA,L 8-23,*,,,,,
50,2000,2000-11-12,10,25.329,DET,,ATL,W 13-10,,0,0,1,0,0
51,2000,2000-11-19,11,25.336,DET,@,NYG,W 31-21,,,,,,
52,2000,2000-11-23,12,25.340,DET,,NWE,W 34-9,*,1,6,1,101,1
