ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1978,1978-10-08,6,22.190,NWE,,PHI,W 24-14,3,3,100.0,1,2,50.0,0,6
2,1978,1978-10-15,7,22.197,NWE,@,CIN,W 10-3,1,1,100.0,1,1,100.0,0,4
3,1978,1978-10-22,8,22.204,NWE,,MIA,W 33-24,4,4,100.0,1,2,50.0,0,7
4,1978,1978-10-29,9,22.211,NWE,,NYJ,W 55-21,7,8,87.5,,,,0,7
5,1978,1978-11-05,10,22.218,NWE,@,BUF,W 14-10,2,2,100.0,,1,0.0,0,2
6,1978,1978-11-12,11,22.225,NWE,,HOU,L 23-26,2,2,100.0,3,5,60.0,0,11
7,1978,1978-11-19,12,22.232,NWE,@,NYJ,W 19-17,1,2,50.0,2,3,66.7,0,7
8,1978,1978-11-26,13,22.239,NWE,@,BAL,W 35-14,5,5,100.0,,1,0.0,0,5
9,1978,1978-12-03,14,22.246,NWE,@,DAL,L 10-17,1,1,100.0,1,4,25.0,0,4
10,1978,1978-12-10,15,22.253,NWE,,BUF,W 26-24,3,3,100.0,1,2,50.0,0,6
11,1978,1978-12-18,16,22.261,NWE,@,MIA,L 3-23,,,,1,1,100.0,0,3
