ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1974,1974-09-15,1,23.068,HOU,,SDG,W 21-14,21,123,5.86,0,2,0,0.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0
2,1974,1974-09-22,2,23.075,HOU,@,CLE,L 7-20,10,2,0.20,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0
3,1974,1974-09-29,3,23.082,HOU,,KAN,L 7-17,9,27,3.00,1,1,2,2.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
4,1974,1974-10-13,5,23.096,HOU,@,MIN,L 10-51,0,0,,0,1,7,7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
5,1974,1974-10-20,6,23.103,HOU,,STL,L 27-31,12,41,3.42,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
6,1974,1974-10-27,7,23.110,HOU,@,CIN,W 34-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1974,1974-11-03,8,23.117,HOU,@,NYJ,W 27-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1974,1974-11-10,9,23.124,HOU,@,BUF,W 21-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1974,1974-11-17,10,23.131,HOU,,CIN,W 20-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1974,1974-11-24,11,23.138,HOU,,DAL,L 0-10,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,25,25.00,0,0,0,,0,0,0
11,1974,1974-12-01,12,23.145,HOU,@,PIT,W 13-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1974,1974-12-08,13,23.152,HOU,@,DEN,L 14-37,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,39,39.00,0,0,0,,0,0,0
13,1974,1974-12-15,14,23.159,HOU,,CLE,W 28-24,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,27,27.00,0,0,0,,0,0,0
14,1975,1975-09-21,1,24.074,HOU,@,NWE,W 7-0,3,6,2.00,0,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
15,1975,1975-09-28,2,24.081,HOU,,SDG,W 33-17,16,112,7.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
16,1975,1975-10-05,3,24.088,HOU,,CIN,L 19-21,6,22,3.67,0,2,9,4.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
17,1975,1975-10-12,4,24.095,HOU,@,CLE,W 40-10,14,110,7.86,0,1,12,12.00,0,0,0,,0,0,0,,0,0,,,2,36,18.00,0,1,0,0.00,0,0,0
18,1975,1975-10-19,5,24.102,HOU,,WAS,W 13-10,9,30,3.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,15,15.00,0,0,0,,0,0,0
19,1975,1975-10-26,6,24.109,HOU,,DET,W 24-8,12,28,2.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,18,18.00,0,0,0,,0,0,0
20,1975,1975-11-02,7,24.116,HOU,@,KAN,W 17-13,13,53,4.08,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,22,22.00,0,0,0,,0,0,0
21,1975,1975-11-09,8,24.123,HOU,@,PIT,L 17-24,14,56,4.00,1,2,18,9.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,27,27.00,0,0,0,,0,1,6
22,1975,1975-11-16,9,24.130,HOU,,MIA,W 20-19,13,58,4.46,1,3,20,6.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
23,1975,1975-11-24,10,24.138,HOU,,PIT,L 9-32,10,58,5.80,0,4,23,5.75,0,0,0,,0,0,0,,0,0,,,1,18,18.00,0,0,0,,0,0,0
24,1975,1975-11-30,11,24.144,HOU,@,CIN,L 19-23,22,88,4.00,0,1,4,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
