ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
21,2011,2011-11-20,10,24.041,SDG,@,CHI,L 20-31,*,13,37,2.85,0,2,2,14,7.00,0,100.0%,7.00,,0,0,0.0,0,0
22,2011,2011-11-27,11,24.048,SDG,,DEN,L 13-16,*,22,137,6.23,0,1,1,5,5.00,0,100.0%,5.00,,0,0,0.0,0,0
23,2011,2011-12-05,12,24.056,SDG,@,JAX,W 38-14,*,13,112,8.62,1,3,3,2,0.67,0,100.0%,0.67,,1,6,0.0,0,0
24,2011,2011-12-11,13,24.062,SDG,,BUF,W 37-10,*,20,114,5.70,0,6,6,34,5.67,0,100.0%,5.67,,0,0,0.0,0,0
25,2011,2011-12-18,14,24.069,SDG,,BAL,W 34-14,*,26,90,3.46,2,2,2,19,9.50,0,100.0%,9.50,,2,12,0.0,0,0
26,2011,2011-12-24,15,24.075,SDG,@,DET,L 10-38,*,11,58,5.27,0,4,3,16,5.33,0,75.0%,4.00,,0,0,0.0,0,0
27,2012,2012-09-23,3,24.349,SDG,,ATL,L 3-27,*,10,44,4.40,0,8,5,32,6.40,0,62.5%,4.00,,0,0,0.0,0,0
28,2012,2012-09-30,4,24.356,SDG,@,KAN,W 37-20,,14,61,4.36,0,2,2,21,10.50,0,100.0%,10.50,,0,0,0.0,0,0
29,2012,2012-10-07,5,24.363,SDG,@,NOR,L 24-31,,12,80,6.67,1,8,6,59,9.83,0,75.0%,7.38,,1,6,0.0,0,0
30,2012,2012-10-15,6,25.005,SDG,,DEN,L 24-35,*,22,74,3.36,0,5,4,19,4.75,0,80.0%,3.80,,0,0,0.0,0,0
31,2012,2012-10-28,7,25.018,SDG,@,CLE,L 6-7,*,24,95,3.96,0,4,2,9,4.50,0,50.0%,2.25,,0,0,0.0,0,0
32,2012,2012-11-01,8,25.022,SDG,,KAN,W 31-13,*,13,67,5.15,0,2,2,5,2.50,0,100.0%,2.50,,0,0,0.0,0,0
33,2012,2012-11-11,9,25.032,SDG,@,TAM,L 24-34,*,17,54,3.18,0,6,5,22,4.40,0,83.3%,3.67,,0,0,0.0,0,0
34,2012,2012-11-18,10,25.039,SDG,@,DEN,L 23-30,,15,47,3.13,0,6,4,36,9.00,0,66.7%,6.00,,0,0,0.0,0,0
35,2012,2012-11-25,11,25.046,SDG,,BAL,L 13-16,*,19,72,3.79,0,3,3,16,5.33,0,100.0%,5.33,,0,0,0.0,0,0
36,2012,2012-12-02,12,25.053,SDG,,CIN,L 13-20,*,9,26,2.89,0,7,3,25,8.33,0,42.9%,3.57,,0,0,0.0,0,0
37,2012,2012-12-09,13,25.060,SDG,@,PIT,W 34-24,*,25,65,2.60,0,1,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
38,2012,2012-12-16,14,25.067,SDG,,CAR,L 7-31,*,4,22,5.50,0,4,3,8,2.67,0,75.0%,2.00,,0,0,0.0,0,0
39,2013,2013-09-09,1,25.334,SDG,,HOU,L 28-31,*,13,33,2.54,0,2,2,22,11.00,1,100.0%,11.00,,1,6,0.0,0,0
40,2013,2013-09-15,2,25.340,SDG,@,PHI,W 33-30,*,16,73,4.56,0,1,1,3,3.00,0,100.0%,3.00,,0,0,0.0,1,0
41,2013,2013-09-22,3,25.347,SDG,@,TEN,L 17-20,,16,58,3.63,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
42,2013,2013-09-29,4,25.354,SDG,,DAL,W 30-21,*,19,62,3.26,0,4,4,41,10.25,0,100.0%,10.25,,0,0,0.0,0,0
43,2013,2013-10-06,5,25.361,SDG,@,OAK,L 17-27,,3,8,2.67,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
44,2013,2013-10-14,6,26.004,SDG,,IND,W 19-9,*,22,102,4.64,0,1,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
45,2013,2013-10-20,7,26.010,SDG,@,JAX,W 24-6,*,21,110,5.24,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0
46,2013,2013-11-03,8,26.024,SDG,@,WAS,L 24-30,*,7,34,4.86,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
47,2013,2013-11-10,9,26.031,SDG,,DEN,L 20-28,*,14,59,4.21,1,2,1,2,2.00,0,50.0%,1.00,,1,6,0.0,0,0
48,2013,2013-11-17,10,26.038,SDG,@,MIA,L 16-20,*,19,127,6.68,0,2,2,16,8.00,0,100.0%,8.00,,0,0,0.0,0,0
49,2013,2013-11-24,11,26.045,SDG,@,KAN,W 41-38,*,14,55,3.93,1,2,2,10,5.00,0,100.0%,5.00,,1,6,0.0,0,0
50,2013,2013-12-01,12,26.052,SDG,,CIN,L 10-17,*,14,61,4.36,0,6,5,31,6.20,0,83.3%,5.17,,0,0,0.0,0,0
51,2013,2013-12-08,13,26.059,SDG,,NYG,W 37-14,*,29,103,3.55,1,4,3,32,10.67,0,75.0%,8.00,,1,6,0.0,0,0
52,2013,2013-12-12,14,26.063,SDG,@,DEN,W 27-20,*,29,127,4.38,1,1,1,1,1.00,0,100.0%,1.00,,1,6,0.0,0,0
53,2013,2013-12-22,15,26.073,SDG,,OAK,W 26-13,*,25,99,3.96,1,5,3,20,6.67,0,60.0%,4.00,,1,6,0.0,0,0
54,2013,2013-12-29,16,26.080,SDG,,KAN,W 27-24,*,24,144,6.00,0,3,2,11,5.50,0,66.7%,3.67,,0,0,0.0,0,0
55,2014,2014-09-08,1,26.333,SDG,@,ARI,L 17-18,*,12,40,3.33,1,2,2,20,10.00,0,100.0%,10.00,,1,6,0.0,0,0
56,2014,2014-09-14,2,26.339,SDG,,SEA,W 30-21,*,11,31,2.82,0,2,2,26,13.00,0,100.0%,13.00,,0,0,0.0,0,0
57,2014,2014-10-23,8,27.013,SDG,@,DEN,L 21-35,,,,,,0,,,,,0.0%,,,,,,,
58,2014,2014-11-02,9,27.023,SDG,@,MIA,L 0-37,*,,,,,0,,,,,0.0%,,,,,,,
59,2014,2014-11-16,10,27.037,SDG,,OAK,W 13-6,*,16,70,4.38,0,1,1,5,5.00,0,100.0%,5.00,,0,0,0.0,0,0
60,2014,2014-11-23,11,27.044,SDG,,STL,W 27-24,*,12,105,8.75,1,2,2,8,4.00,0,100.0%,4.00,,1,6,0.0,0,0
61,2014,2014-11-30,12,27.051,SDG,@,BAL,W 34-33,*,12,40,3.33,1,2,1,6,6.00,0,50.0%,3.00,,1,6,0.0,0,0
62,2014,2014-12-07,13,27.058,SDG,,NWE,L 14-23,*,11,44,4.00,0,1,1,4,4.00,0,100.0%,4.00,,0,0,0.0,0,0
63,2015,2015-09-14,1,27.339,PHI,@,ATL,L 24-26,,3,4,1.33,1,4,3,24,8.00,0,75.0%,6.00,,1,6,0.0,0,0
64,2015,2015-09-20,2,27.345,PHI,,DAL,L 10-20,,1,0,0.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
65,2015,2015-09-27,3,27.352,PHI,@,NYJ,W 24-17,,24,108,4.50,0,4,2,20,10.00,1,50.0%,5.00,,1,6,0.0,0,0
66,2015,2015-10-04,4,27.359,PHI,@,WAS,L 20-23,*,5,20,4.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
67,2015,2015-10-11,5,28.001,PHI,,NOR,W 39-17,,8,73,9.13,1,3,3,23,7.67,0,100.0%,7.67,,1,6,0.0,0,0
68,2015,2015-10-19,6,28.009,PHI,,NYG,W 27-7,*,9,40,4.44,0,1,1,6,6.00,0,100.0%,6.00,,0,0,0.0,0,0
69,2015,2015-10-25,7,28.015,PHI,@,CAR,L 16-27,,6,97,16.17,1,3,3,24,8.00,0,100.0%,8.00,,1,6,0.0,0,0
70,2015,2015-11-08,8,28.029,PHI,@,DAL,W 33-27,,11,67,6.09,1,1,0,0,,0,0.0%,0.00,,1,6,0.0,0,0
71,2015,2015-11-15,9,28.036,PHI,,MIA,L 19-20,,7,18,2.57,1,3,2,22,11.00,0,66.7%,7.33,,1,6,0.0,0,0
72,2015,2015-12-13,13,28.064,PHI,,BUF,W 23-20,*,13,38,2.92,0,2,2,4,2.00,0,100.0%,2.00,,0,0,0.0,0,0
73,2015,2015-12-20,14,28.071,PHI,,ARI,L 17-40,*,11,58,5.27,0,2,1,3,3.00,0,50.0%,1.50,,0,0,0.0,0,0
74,2015,2015-12-26,15,28.077,PHI,,WAS,L 24-38,*,4,5,1.25,1,3,2,13,6.50,0,66.7%,4.33,,1,6,0.0,0,0
75,2015,2016-01-03,16,28.085,PHI,@,NYG,W 35-30,*,4,11,2.75,0,2,1,7,7.00,0,50.0%,3.50,,0,0,0.0,0,0
76,2016,2016-09-11,1,28.337,PHI,,CLE,W 29-10,*,22,77,3.50,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0
77,2016,2016-09-19,2,28.345,PHI,@,CHI,W 29-14,,9,32,3.56,2,1,1,3,3.00,0,100.0%,3.00,,2,12,0.0,0,0
78,2016,2016-09-25,3,28.351,PHI,,PIT,W 34-3,*,2,-5,-2.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
79,2016,2016-10-09,4,28.365,PHI,@,DET,L 23-24,*,11,42,3.82,0,5,5,33,6.60,1,100.0%,6.60,,1,6,0.0,0,0
80,2016,2016-10-16,5,29.006,PHI,@,WAS,L 20-27,*,9,60,6.67,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
81,2016,2016-10-23,6,29.013,PHI,,MIN,W 21-10,*,14,56,4.00,0,1,1,27,27.00,0,100.0%,27.00,,0,0,0.0,0,0
82,2016,2016-10-30,7,29.020,PHI,@,DAL,L 23-29,,4,10,2.50,1,1,1,1,1.00,0,100.0%,1.00,,1,6,0.0,0,0
83,2016,2016-11-06,8,29.027,PHI,@,NYG,L 23-28,,5,15,3.00,1,1,1,0,0.00,0,100.0%,0.00,,1,6,0.0,0,0
84,2016,2016-11-13,9,29.034,PHI,,ATL,W 24-15,*,19,109,5.74,2,2,2,30,15.00,0,100.0%,15.00,1,2,14,0.0,0,0
85,2016,2016-11-20,10,29.041,PHI,@,SEA,L 15-26,,7,31,4.43,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
86,2016,2016-12-11,13,29.062,PHI,,WAS,L 22-27,,15,60,4.00,0,1,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
87,2016,2016-12-18,14,29.069,PHI,@,BAL,L 26-27,*,20,128,6.40,1,1,1,5,5.00,0,100.0%,5.00,1,1,8,0.0,0,0
88,2016,2016-12-22,15,29.073,PHI,,NYG,W 24-19,*,18,46,2.56,0,1,1,16,16.00,0,100.0%,16.00,,0,0,0.0,0,0
