ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1973,1973-09-16,1,24.256,PHI,,STL,L 23-34,,,,
2,1973,1973-09-23,2,24.263,PHI,@,NYG,T 23-23,,,,
3,1973,1973-09-30,3,24.270,PHI,,WAS,L 7-28,,,,
4,1973,1973-10-07,4,24.277,PHI,@,BUF,L 26-27,,,,
5,1973,1973-10-14,5,24.284,PHI,@,STL,W 27-24,,,,
6,1973,1973-10-21,6,24.291,PHI,@,MIN,L 21-28,,,,
7,1973,1973-10-28,7,24.298,PHI,,DAL,W 30-16,,,,
8,1973,1973-11-04,8,24.305,PHI,,NWE,W 24-23,,,,
9,1973,1973-11-11,9,24.312,PHI,,ATL,L 27-44,,,,
10,1973,1973-11-18,10,24.319,PHI,@,DAL,L 10-31,,,,
11,1973,1973-11-25,11,24.326,PHI,,NYG,W 20-16,,,,
12,1973,1973-12-02,12,24.333,PHI,@,SFO,L 28-38,,,,
13,1973,1973-12-09,13,24.340,PHI,,NYJ,W 24-23,,,,
14,1973,1973-12-16,14,24.347,PHI,@,WAS,L 20-38,,,,
15,1974,1974-09-15,1,25.255,PHI,@,STL,L 3-7,,,,
16,1974,1974-09-23,2,25.263,PHI,,DAL,W 13-10,,,,
17,1974,1974-09-29,3,25.269,PHI,,BAL,W 30-10,,,,
18,1974,1974-10-06,4,25.276,PHI,@,SDG,W 13-7,,,,
19,1974,1974-10-13,5,25.283,PHI,,NYG,W 35-7,,,,
20,1974,1974-10-20,6,25.290,PHI,@,DAL,L 24-31,,,,
21,1974,1974-10-27,7,25.297,PHI,@,NOR,L 10-14,,,,
22,1974,1974-11-03,8,25.304,PHI,@,PIT,L 0-27,,,,
23,1974,1974-11-10,9,25.311,PHI,,WAS,L 20-27,,,,
24,1974,1974-11-17,10,25.318,PHI,,STL,L 3-13,,,,
25,1974,1974-11-24,11,25.325,PHI,@,WAS,L 7-26,,,,
26,1974,1974-12-01,12,25.332,PHI,,GNB,W 36-14,,,,
27,1974,1974-12-08,13,25.339,PHI,@,NYG,W 20-7,,,,
28,1974,1974-12-15,14,25.346,PHI,,DET,W 28-17,,,,
29,1975,1975-09-21,1,26.261,PHI,,NYG,L 14-23,,,,
30,1975,1975-09-28,2,26.268,PHI,@,CHI,L 13-15,,,,
31,1975,1975-10-05,3,26.275,PHI,,WAS,W 26-10,,,,
32,1975,1975-10-12,4,26.282,PHI,@,MIA,L 16-24,,,,
33,1975,1975-10-19,5,26.289,PHI,@,STL,L 20-31,,,,
34,1975,1975-10-26,6,26.296,PHI,,DAL,L 17-20,,,,
35,1975,1975-11-03,7,26.304,PHI,,RAM,L 3-42,,,,
36,1975,1975-11-09,8,26.310,PHI,,STL,L 23-24,,,,
37,1975,1975-11-16,9,26.317,PHI,@,NYG,W 13-10,,,,
38,1975,1975-11-23,10,26.324,PHI,@,DAL,L 17-27,,,,
39,1975,1975-11-30,11,26.331,PHI,,SFO,W 27-17,,,,
40,1975,1975-12-07,12,26.338,PHI,,CIN,L 0-31,,,,
41,1975,1975-12-14,13,26.345,PHI,@,DEN,L 10-25,,,,
42,1975,1975-12-21,14,26.352,PHI,@,WAS,W 26-3,,,,
43,1976,1976-09-12,1,27.253,PHI,@,DAL,L 7-27,,,,
44,1976,1976-09-19,2,27.260,PHI,,NYG,W 20-7,,,,
45,1976,1976-09-27,3,27.268,PHI,,WAS,L 17-20,,,,
46,1976,1976-10-03,4,27.274,PHI,@,ATL,W 14-13,,,,
47,1976,1976-10-10,5,27.281,PHI,@,STL,L 14-33,,,,
48,1976,1976-10-17,6,27.288,PHI,@,GNB,L 13-28,,,,
49,1976,1976-10-24,7,27.295,PHI,,MIN,L 12-31,,,,
50,1976,1976-10-31,8,27.302,PHI,@,NYG,W 10-0,,,,
51,1976,1976-11-07,9,27.309,PHI,,STL,L 14-17,,,,
52,1976,1976-11-14,10,27.316,PHI,@,CLE,L 3-24,,,,
53,1976,1976-11-21,11,27.323,PHI,,OAK,L 7-26,,,,
54,1976,1976-11-28,12,27.330,PHI,@,WAS,L 0-24,,,,
