ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,2007,2007-12-02,12,23.071,KAN,,SDG,L 10-24,,,,,
2,2007,2007-12-23,15,23.092,KAN,@,DET,L 20-25,,,,,
3,2008,2008-09-07,1,23.351,KAN,@,NWE,L 10-17,,,,,
4,2008,2008-09-14,2,23.358,KAN,,OAK,L 8-23,,,,,
5,2008,2008-09-21,3,23.365,KAN,@,ATL,L 14-38,,,,,
6,2008,2008-09-28,4,24.006,KAN,,DEN,W 33-19,,,,,
7,2008,2008-10-05,5,24.013,KAN,@,CAR,L 0-34,*,,,,
8,2008,2008-10-19,6,24.027,KAN,,TEN,L 10-34,,,,,
9,2008,2008-10-26,7,24.034,KAN,@,NYJ,L 24-28,,,,,
10,2008,2008-11-02,8,24.041,KAN,,TAM,L 27-30,,,,,
11,2008,2008-11-09,9,24.048,KAN,@,SDG,L 19-20,,,,,
12,2008,2008-11-16,10,24.055,KAN,,NOR,L 20-30,,,,,
13,2008,2008-11-23,11,24.062,KAN,,BUF,L 31-54,,0,0,,0
14,2008,2008-11-30,12,24.069,KAN,@,OAK,W 20-13,,,,,
15,2008,2008-12-07,13,24.076,KAN,@,DEN,L 17-24,,,,,
16,2008,2008-12-14,14,24.083,KAN,,SDG,L 21-22,,,,,
17,2008,2008-12-21,15,24.090,KAN,,MIA,L 31-38,,,,,
18,2008,2008-12-28,16,24.097,KAN,@,CIN,L 6-16,,1,14,14.00,0
19,2012,2012-09-16,2,27.360,JAX,,HOU,L 7-27,*,,,,
20,2012,2012-09-23,3,28.001,JAX,@,IND,W 22-17,,,,,
