ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2004,2004-12-18,14,22.159,ATL,,CAR,W 34-31,,2,2,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
2,2004,2004-12-26,15,22.167,ATL,@,NOR,L 13-26,,1,8,8.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,,
3,2005,2005-11-06,8,23.117,CLE,,TEN,W 20-14,,8,19,2.38,1,3,3,15,5.00,0,100.0%,5.00,0,0,,0,1,6,0.0,,
4,2005,2005-11-13,9,23.124,CLE,@,PIT,L 21-34,,0,0,,0,0,0,0,,0,0.0%,,1,17,17.00,0,0,0,0.0,,
5,2005,2005-11-20,10,23.131,CLE,,MIA,W 22-0,,3,8,2.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
6,2006,2006-09-17,2,24.067,CLE,@,CIN,L 17-34,,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
7,2006,2006-09-24,3,24.074,CLE,,BAL,L 14-15,,15,31,2.07,0,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0,0.0,,
8,2006,2006-10-01,4,24.081,CLE,@,OAK,W 24-21,,2,9,4.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
9,2006,2006-10-08,5,24.088,CLE,@,CAR,L 12-20,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
10,2006,2006-10-22,6,24.102,CLE,,DEN,L 7-17,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
11,2006,2006-10-29,7,24.109,CLE,,NYJ,W 20-13,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
12,2006,2006-11-05,8,24.116,CLE,@,SDG,L 25-32,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
13,2006,2006-11-12,9,24.123,CLE,@,ATL,W 17-13,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
14,2006,2006-11-19,10,24.130,CLE,,PIT,L 20-24,*,18,74,4.11,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,0.0,,
15,2006,2006-11-26,11,24.137,CLE,,CIN,L 0-30,*,5,12,2.40,0,2,1,0,0.00,0,50.0%,0.00,0,0,,0,0,0,0.0,,
16,2006,2006-12-03,12,24.144,CLE,,KAN,W 31-28,,11,25,2.27,0,3,2,70,35.00,0,66.7%,23.33,0,0,,0,0,0,0.0,,
17,2006,2006-12-07,13,24.148,CLE,@,PIT,L 7-27,,2,2,1.00,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,,
18,2006,2006-12-17,14,24.158,CLE,@,BAL,L 17-27,*,8,37,4.63,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,0.0,,
19,2007,2007-09-09,1,25.059,CLE,,PIT,L 7-34,,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
20,2007,2007-09-16,2,25.066,CLE,,CIN,W 51-45,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
21,2007,2007-09-23,3,25.073,CLE,@,OAK,L 24-26,,1,13,13.00,0,3,2,8,4.00,0,66.7%,2.67,0,0,,0,0,0,0.0,,
22,2007,2007-09-30,4,25.080,CLE,,BAL,W 27-13,,2,27,13.50,0,1,0,0,,0,0.0%,0.00,1,20,20.00,0,0,0,0.0,,
23,2007,2007-10-07,5,25.087,CLE,@,NWE,L 17-34,,15,59,3.93,0,6,4,43,10.75,0,66.7%,7.17,1,19,19.00,0,0,0,0.0,,
24,2007,2007-10-14,6,25.094,CLE,,MIA,W 41-31,*,20,59,2.95,1,4,3,39,13.00,0,75.0%,9.75,0,0,,0,1,6,0.0,,
25,2007,2007-10-28,7,25.108,CLE,@,STL,W 27-20,,4,19,4.75,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,0.0,,
26,2007,2007-11-04,8,25.115,CLE,,SEA,W 33-30,,3,6,2.00,0,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,0.0,,
27,2007,2007-11-11,9,25.122,CLE,@,PIT,L 28-31,,0,0,,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,0.0,,
28,2007,2007-11-18,10,25.129,CLE,@,BAL,W 33-30,,4,19,4.75,0,2,1,1,1.00,0,50.0%,0.50,0,0,,0,0,0,0.0,,
