ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1978,1978-09-10,2,23.231,SFO,,CHI,L 13-16,,,,,,,,
2,1978,1978-09-17,3,23.238,SFO,@,HOU,L 19-20,,,,,,,,
3,1978,1978-09-24,4,23.245,SFO,@,NYG,L 10-27,,,,,,,,
4,1978,1978-10-01,5,23.252,SFO,,CIN,W 28-12,,,,,,,,
5,1978,1978-10-08,6,23.259,SFO,@,RAM,L 10-27,,,,,,,,
6,1978,1978-10-15,7,23.266,SFO,,NOR,L 7-14,,,,,,,,
7,1978,1978-10-22,8,23.273,SFO,,ATL,L 17-20,,,,,,,,
8,1978,1978-11-05,10,23.287,SFO,@,ATL,L 10-21,,,,,,,,
9,1978,1978-11-12,11,23.294,SFO,,STL,L 10-16,,,,,,,,
10,1978,1978-11-19,12,23.301,SFO,,RAM,L 28-31,,,,,,,,
11,1978,1978-11-27,13,23.309,SFO,,PIT,L 7-24,,,,,,,,
12,1978,1978-12-03,14,23.315,SFO,@,NOR,L 13-24,,,,,,,,
13,1978,1978-12-10,15,23.322,SFO,,TAM,W 6-3,,,,,,,,
14,1978,1978-12-17,16,23.329,SFO,@,DET,L 14-33,1,2,2.00,0,0,0,,0
15,1979,1979-09-02,1,24.223,PHI,,NYG,W 23-17,1,-1,-1.00,0,1,2,2.00,0
