ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1985,1985-11-24,12,24.044,TAM,,DET,W 19-16,*,16,27,59.26,167,0,0,77.2,6,48,6.19,6.19,10,60,6.00,0,,0,0,,0,,,0,0
2,1985,1985-12-01,13,24.051,TAM,@,GNB,L 0-21,*,8,17,47.06,53,0,1,29.8,5,42,3.12,0.47,7,31,4.43,0,,0,0,,0,,,0,0
3,1985,1985-12-08,14,24.058,TAM,@,MIN,L 7-26,*,13,32,40.63,187,1,3,31.6,3,11,5.84,2.25,8,53,6.63,0,,0,0,,0,,,0,0
4,1985,1985-12-15,15,24.065,TAM,,IND,L 23-31,*,14,25,56.00,251,1,2,70.6,2,21,10.04,7.24,8,49,6.13,1,,0,0,,0,,,1,6
5,1985,1985-12-22,16,24.072,TAM,,GNB,L 17-20,*,21,37,56.76,277,1,2,67.1,5,36,7.49,5.59,7,40,5.71,0,,0,0,,0,,,0,0
6,1986,1986-09-21,3,24.345,TAM,@,DET,W 24-20,*,6,15,40.00,39,0,0,47.9,1,15,2.60,2.60,5,24,4.80,1,,0,0,,0,,,1,6
7,1986,1986-09-28,4,24.352,TAM,,ATL,L 20-23,*,12,21,57.14,160,1,1,77.5,1,13,7.62,6.43,7,68,9.71,1,,0,0,,0,,,1,6
8,1986,1986-10-05,5,24.359,TAM,@,RAM,L 20-26,*,8,20,40.00,83,0,0,52.7,4,23,4.15,4.15,8,37,4.63,1,,0,0,,0,,,1,6
9,1986,1986-10-12,6,25.001,TAM,,STL,L 19-30,*,15,29,51.72,260,1,0,94.0,3,18,8.97,9.66,10,47,4.70,0,,0,0,,0,,,0,0
10,1986,1986-10-19,7,25.008,TAM,@,NOR,L 7-38,*,11,15,73.33,143,0,0,102.9,3,23,9.53,9.53,2,12,6.00,0,,0,0,,0,,,0,0
11,1986,1986-10-26,8,25.015,TAM,@,KAN,L 20-27,*,11,20,55.00,124,1,1,69.6,5,38,6.20,4.95,4,29,7.25,0,,0,0,,0,,,0,0
12,1986,1986-11-02,9,25.022,TAM,,BUF,W 34-28,*,14,24,58.33,193,0,0,84.2,3,22,8.04,8.04,7,32,4.57,2,,0,0,,0,,,2,12
13,1986,1986-11-09,10,25.029,TAM,,CHI,L 3-23,*,22,43,51.16,220,0,1,56.3,5,32,5.12,4.07,4,23,5.75,0,,0,0,,0,,,0,0
14,1986,1986-11-16,11,25.036,TAM,@,GNB,L 7-31,*,20,35,57.14,234,1,2,63.3,6,34,6.69,4.69,6,33,5.50,0,,0,0,,0,,,0,0
15,1986,1986-11-23,12,25.043,TAM,,DET,L 17-38,*,23,32,71.88,218,2,2,85.2,4,25,6.81,5.25,8,53,6.63,0,,0,0,,0,,,0,0
16,1986,1986-11-30,13,25.050,TAM,@,MIN,L 13-45,*,14,23,60.87,113,0,1,55.2,2,12,4.91,2.96,5,35,7.00,0,,0,0,,0,,,0,0
17,1986,1986-12-07,14,25.057,TAM,@,CHI,L 14-48,*,16,32,50.00,234,1,2,58.6,3,13,7.31,5.13,4,11,2.75,0,,0,0,,0,,,0,0
18,1986,1986-12-14,15,25.064,TAM,,GNB,L 7-21,*,10,20,50.00,104,0,1,44.6,7,58,5.20,2.95,3,19,6.33,0,,0,0,,0,,,0,0
19,1986,1986-12-21,16,25.071,TAM,@,STL,L 17-21,*,13,34,38.24,157,1,2,38.5,0,0,4.62,2.56,1,2,2.00,0,,0,0,,0,,,0,0
20,1987,1987-10-25,6,26.014,SFO,@,NOR,W 24-22,,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,,0,,,0,
21,1987,1987-11-01,7,26.021,SFO,@,RAM,W 31-10,,0,0,,0,0,0,,0,,,,1,-1,-1.00,0,,0,0,,0,,,0,0
22,1987,1987-11-08,8,26.028,SFO,,HOU,W 27-20,,0,0,,0,0,0,,0,,,,1,15,15.00,0,,0,0,,0,,,0,0
23,1987,1987-11-15,9,26.035,SFO,,NOR,L 24-26,*,5,6,83.33,80,1,0,158.3,1,6,13.33,16.67,4,24,6.00,0,,0,0,,0,,,0,0
