ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,sacks,tackles_solo,tackles_assists,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1992,1992-09-06,1,22.081,DET,@,CHI,L 24-27,,3,3,100.0,1,1,100.0,0,6,0.0,,,0,0,,0
2,1992,1992-09-13,2,22.088,DET,,MIN,W 31-17,,4,4,100.0,1,2,50.0,0,7,0.0,,,0,0,,0
3,1992,1992-09-20,3,22.095,DET,@,WAS,L 10-13,,1,1,100.0,1,3,33.3,0,4,0.0,,,0,0,,0
4,1992,1992-09-27,4,22.102,DET,,TAM,L 23-27,,2,2,100.0,3,4,75.0,0,11,0.0,,,0,0,,0
5,1992,1992-10-04,5,22.109,DET,,NOR,L 7-13,,1,1,100.0,,,,0,1,,,,,,,
6,1992,1992-10-15,6,22.120,DET,@,MIN,L 14-31,,2,2,100.0,,,,0,2,,,,,,,
7,1992,1992-10-25,7,22.130,DET,@,TAM,W 38-7,,5,5,100.0,1,1,100.0,0,8,0.0,,,0,0,,0
8,1992,1992-11-01,8,22.137,DET,,GNB,L 13-27,,1,1,100.0,2,2,100.0,0,7,0.0,,,0,0,,0
9,1992,1992-11-08,9,22.144,DET,,DAL,L 3-37,,,,,1,1,100.0,0,3,0.0,,,0,0,,0
10,1992,1992-11-15,10,22.151,DET,@,PIT,L 14-17,,2,2,100.0,,,,0,2,,,,,,,
11,1992,1992-11-22,11,22.158,DET,@,CIN,W 19-13,,1,1,100.0,4,4,100.0,0,13,0.0,,,0,0,,0
12,1992,1992-11-26,12,22.162,DET,,HOU,L 21-24,,3,3,100.0,,,,0,3,,,,,,,
13,1992,1992-12-06,13,22.172,DET,@,GNB,L 10-38,,1,1,100.0,1,1,100.0,0,4,0.0,,,0,0,,0
14,1992,1992-12-13,14,22.179,DET,,CLE,W 24-14,,3,3,100.0,1,2,50.0,0,6,0.0,,,0,0,,0
15,1992,1992-12-20,15,22.186,DET,,CHI,W 16-3,,1,1,100.0,3,3,100.0,0,10,0.0,,,0,0,,0
16,1992,1992-12-28,16,22.194,DET,@,SFO,L 6-24,,,,,2,2,100.0,0,6,0.0,,,0,0,,0
17,1993,1993-09-05,1,23.080,DET,,ATL,W 30-13,,3,3,100.0,3,3,100.0,0,12,0.0,,,0,0,,0
18,1993,1993-09-12,2,23.087,DET,@,NWE,W 19-16,,1,1,100.0,4,5,80.0,0,13,0.0,,,0,0,,0
19,1993,1993-09-19,3,23.094,DET,@,NOR,L 3-14,,,,,1,1,100.0,0,3,0.0,,,0,0,,0
20,1993,1993-09-26,4,23.101,DET,,PHO,W 26-20,,2,2,100.0,4,6,66.7,0,14,0.0,,,0,0,,0
21,1993,1993-10-03,5,23.108,DET,@,TAM,L 10-27,,1,1,100.0,1,2,50.0,0,4,0.0,,,0,0,,0
22,1993,1993-10-17,6,23.122,DET,,SEA,W 30-10,,3,3,100.0,3,3,100.0,0,12,0.0,,,0,0,,0
23,1993,1993-10-24,7,23.129,DET,@,RAM,W 16-13,,1,1,100.0,3,4,75.0,0,10,0.0,,,0,0,,0
24,1993,1993-10-31,8,23.136,DET,@,MIN,W 30-27,,3,3,100.0,3,3,100.0,0,12,0.0,,,0,0,,0
25,1993,1993-11-07,9,23.143,DET,,TAM,W 23-0,,2,2,100.0,3,3,100.0,0,11,0.0,,,0,0,,0
26,1993,1993-11-21,10,23.157,DET,@,GNB,L 17-26,,2,2,100.0,1,2,50.0,0,5,0.0,,,0,0,,0
27,1993,1993-11-25,11,23.161,DET,,CHI,L 6-10,,,,,2,2,100.0,0,6,0.0,,,0,0,,0
28,1993,1993-12-05,12,23.171,DET,,MIN,L 0-13,,,,,,1,0.0,0,0,0.0,,,0,0,,0
29,1993,1993-12-12,13,23.178,DET,@,PHO,W 21-14,,3,3,100.0,,,,0,3,,,,,,,
30,1993,1993-12-19,14,23.185,DET,,SFO,L 17-55,,2,2,100.0,1,1,100.0,0,5,0.0,,,0,0,,0
31,1993,1993-12-26,15,23.192,DET,@,CHI,W 20-14,,2,2,100.0,2,3,66.7,0,8,0.0,,,0,0,,0
32,1993,1994-01-02,16,23.199,DET,,GNB,W 30-20,,3,3,100.0,3,4,75.0,0,12,0.0,,,0,0,,0
33,1994,1994-09-04,1,24.079,DET,,ATL,W 31-28,,4,4,100.0,1,1,100.0,0,7,0.0,,,0,0,,0
34,1994,1994-09-11,2,24.086,DET,@,MIN,L 3-10,,,,,1,3,33.3,0,3,0.0,,,0,0,,0
35,1994,1994-09-19,3,24.094,DET,@,DAL,W 20-17,,2,2,100.0,2,5,40.0,0,8,0.0,,,0,0,,0
36,1994,1994-09-25,4,24.100,DET,,NWE,L 17-23,,2,2,100.0,1,1,100.0,0,5,0.0,,,0,0,,0
37,1994,1994-10-02,5,24.107,DET,@,TAM,L 14-24,,2,2,100.0,,1,0.0,0,2,0.0,,,0,0,,0
38,1994,1994-10-09,6,24.114,DET,,SFO,L 21-27,,3,3,100.0,,1,0.0,0,3,0.0,,,0,0,,0
39,1994,1994-10-23,7,24.128,DET,,CHI,W 21-16,,3,3,100.0,,,,0,3,,,,,,,
40,1994,1994-10-30,8,24.135,DET,@,NYG,W 28-25,,2,2,100.0,2,2,100.0,0,8,0.0,,,0,0,,0
41,1994,1994-11-06,9,24.142,DET,@,GNB,L 30-38,,2,2,100.0,,1,0.0,0,2,0.0,,,0,0,,0
42,1994,1994-11-13,10,24.149,DET,,TAM,W 14-9,,2,2,100.0,,,,0,2,,,,,,,
43,1994,1994-11-20,11,24.156,DET,@,CHI,L 10-20,,1,1,100.0,1,2,50.0,0,4,0.0,,,0,0,,0
44,1994,1994-11-24,12,24.160,DET,,BUF,W 35-21,,5,5,100.0,,,,0,5,,,,,,,
45,1994,1994-12-04,13,24.170,DET,,GNB,W 34-31,,4,4,100.0,2,2,100.0,0,10,0.0,,,0,0,,0
46,1994,1994-12-10,14,24.176,DET,@,NYJ,W 18-7,,,1,0.0,4,4,100.0,0,12,0.0,,,0,0,,0
47,1994,1994-12-17,15,24.183,DET,,MIN,W 41-19,,5,5,100.0,2,2,100.0,0,11,0.0,,,0,0,,0
48,1994,1994-12-25,16,24.191,DET,@,MIA,L 20-27,,2,2,100.0,2,2,100.0,0,8,0.0,,,0,0,,0
49,1995,1995-09-03,1,25.078,DET,@,PIT,L 20-23,,2,2,100.0,2,2,100.0,0,8,0.0,,,1,34,34.00,0
50,1995,1995-09-10,2,25.085,DET,@,MIN,L 10-20,,1,1,100.0,1,3,33.3,0,4,0.0,,,0,0,,0
51,1995,1995-09-17,3,25.092,DET,,ARI,L 17-20,,2,2,100.0,1,1,100.0,0,5,0.0,,,0,0,,0
52,1995,1995-09-25,4,25.100,DET,,SFO,W 27-24,,1,1,100.0,4,4,100.0,0,13,0.0,,,0,0,,0
53,1995,1995-10-08,5,25.113,DET,,CLE,W 38-20,,5,5,100.0,1,1,100.0,0,8,0.0,,,0,0,,0
54,1995,1995-10-15,6,25.120,DET,@,GNB,L 21-30,,3,3,100.0,,,,0,3,,,,,,,
55,1995,1995-10-22,7,25.127,DET,@,WAS,L 30-36,,3,3,100.0,3,3,100.0,0,12,0.0,,,0,0,,0
56,1995,1995-10-29,8,25.134,DET,,GNB,W 24-16,,3,3,100.0,1,1,100.0,0,6,0.0,,,0,0,,0
57,1995,1995-11-05,9,25.141,DET,@,ATL,L 22-34,,2,2,100.0,,,,0,2,,,,,,,
58,1995,1995-11-12,10,25.148,DET,,TAM,W 27-24,,3,3,100.0,2,3,66.7,0,9,0.0,,,0,0,,0
59,1995,1995-11-19,11,25.155,DET,@,CHI,W 24-17,,3,3,100.0,1,2,50.0,0,6,0.0,,,0,0,,0
60,1995,1995-11-23,12,25.159,DET,,MIN,W 44-38,,5,5,100.0,3,4,75.0,0,14,0.0,,,0,0,,0
61,1995,1995-12-04,13,25.170,DET,,CHI,W 27-7,,3,3,100.0,2,2,100.0,0,9,0.0,,,0,0,,0
62,1995,1995-12-10,14,25.176,DET,@,HOU,W 24-17,,3,3,100.0,1,2,50.0,0,6,0.0,,,0,0,,0
63,1995,1995-12-17,15,25.183,DET,,JAX,W 44-0,,5,5,100.0,3,3,100.0,0,14,0.0,,,0,0,,0
64,1995,1995-12-23,16,25.189,DET,@,TAM,W 37-10,,4,4,100.0,3,3,100.0,0,13,0.0,,,0,0,,0
65,1996,1996-09-01,1,26.076,DET,@,MIN,L 13-17,,1,1,100.0,2,2,100.0,0,7,0.0,,,0,0,,0
66,1996,1996-09-08,2,26.083,DET,,TAM,W 21-6,,3,3,100.0,,1,0.0,0,3,0.0,,,0,0,,0
67,1996,1996-09-15,3,26.090,DET,@,PHI,L 17-24,,2,2,100.0,1,1,100.0,0,5,0.0,,,0,0,,0
68,1996,1996-09-22,4,26.097,DET,,CHI,W 35-16,,5,5,100.0,,,,0,5,,,,,,,
69,1996,1996-09-29,5,26.104,DET,@,TAM,W 27-0,,3,3,100.0,2,3,66.7,0,9,0.0,,,0,0,,0
70,1996,1996-10-06,6,26.111,DET,,ATL,W 28-24,,4,4,100.0,,,,0,4,,,,,,,
71,1996,1996-10-13,7,26.118,DET,@,OAK,L 21-37,,3,3,100.0,,,,0,3,,,,,,,
72,1996,1996-10-27,8,26.132,DET,,NYG,L 7-35,,1,1,100.0,,,,0,1,,,,,,,
73,1996,1996-11-03,9,26.139,DET,@,GNB,L 18-28,,1,1,100.0,1,1,100.0,0,4,0.0,,,1,24,24.00,0
74,1996,1996-11-11,10,26.147,DET,@,SDG,L 21-27,,3,3,100.0,,1,0.0,0,3,0.0,,,0,0,,0
75,1996,1996-11-17,11,26.153,DET,,SEA,W 17-16,,2,2,100.0,1,1,100.0,0,5,0.0,,,0,0,,0
76,1996,1996-11-24,12,26.160,DET,@,CHI,L 14-31,,2,2,100.0,,,,0,2,,,,,,,
77,1996,1996-11-28,13,26.164,DET,,KAN,L 24-28,,3,3,100.0,1,1,100.0,0,6,0.0,,,0,0,,0
78,1996,1996-12-08,14,26.174,DET,,MIN,L 22-24,,1,1,100.0,3,4,75.0,0,10,0.0,,,0,0,,0
