ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
40,2003,2003-11-02,9,24.310,NOR,@,TAM,W 17-14,*,26,110,4.23,0,5,4,16,4.00,0,80.0%,3.20,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
41,2003,2003-11-16,10,24.324,NOR,,ATL,W 23-20,*,28,173,6.18,2,10,9,64,7.11,0,90.0%,6.40,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,2,12
42,2003,2003-11-23,11,24.331,NOR,@,PHI,L 20-33,*,19,184,9.68,2,6,4,48,12.00,0,66.7%,8.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,2,12
43,2003,2003-11-30,12,24.338,NOR,@,WAS,W 24-20,*,30,165,5.50,0,6,4,31,7.75,0,66.7%,5.17,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
44,2003,2003-12-07,13,24.345,NOR,,TAM,L 7-14,*,22,69,3.14,0,5,3,19,6.33,0,60.0%,3.80,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
45,2003,2003-12-14,14,24.352,NOR,,NYG,W 45-7,*,15,80,5.33,0,9,8,65,8.13,0,88.9%,7.22,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
46,2003,2003-12-21,15,24.359,NOR,@,JAX,L 19-20,*,21,50,2.38,0,8,6,63,10.50,0,75.0%,7.88,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
47,2003,2003-12-28,16,25.001,NOR,,DAL,W 13-7,*,21,49,2.33,0,3,2,6,3.00,0,66.7%,2.00,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0
48,2004,2004-09-12,1,25.260,NOR,,SEA,L 7-21,*,16,57,3.56,0,5,2,20,10.00,0,40.0%,4.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
49,2004,2004-09-19,2,25.267,NOR,,SFO,W 30-27,*,3,1,0.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
50,2004,2004-10-10,5,25.288,NOR,,TAM,L 17-20,*,21,102,4.86,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
51,2004,2004-10-17,6,25.295,NOR,,MIN,L 31-38,*,18,78,4.33,2,4,3,15,5.00,0,75.0%,3.75,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12
52,2004,2004-10-24,7,25.302,NOR,@,OAK,W 31-26,*,24,42,1.75,2,4,3,17,5.67,0,75.0%,4.25,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12
53,2004,2004-11-07,8,25.316,NOR,@,SDG,L 17-43,*,16,63,3.94,1,5,4,18,4.50,0,80.0%,3.60,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
54,2004,2004-11-14,9,25.323,NOR,,KAN,W 27-20,*,16,127,7.94,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
55,2004,2004-11-21,10,25.330,NOR,,DEN,L 13-34,*,13,42,3.23,0,15,11,87,7.91,0,73.3%,5.80,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
56,2004,2004-11-28,11,25.337,NOR,@,ATL,L 21-24,*,23,100,4.35,0,4,4,10,2.50,0,100.0%,2.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
57,2004,2004-12-05,12,25.344,NOR,,CAR,L 21-32,*,7,22,3.14,0,5,1,1,1.00,0,20.0%,0.20,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
58,2004,2004-12-12,13,25.351,NOR,@,DAL,W 27-13,*,30,83,2.77,2,4,4,37,9.25,0,100.0%,9.25,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12
59,2004,2004-12-19,14,25.358,NOR,@,TAM,W 21-17,*,25,89,3.56,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
60,2004,2004-12-26,15,25.365,NOR,,ATL,W 26-13,*,29,128,4.41,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
61,2004,2005-01-02,16,26.006,NOR,@,CAR,W 21-18,*,28,140,5.00,1,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
62,2005,2005-09-11,1,26.258,NOR,@,CAR,W 23-20,*,26,64,2.46,2,2,2,5,2.50,0,100.0%,2.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12
63,2005,2005-09-19,2,26.266,NOR,,NYG,L 10-27,*,15,47,3.13,0,6,6,44,7.33,0,100.0%,7.33,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
64,2005,2005-09-25,3,26.272,NOR,@,MIN,L 16-33,*,14,63,4.50,1,4,4,19,4.75,0,100.0%,4.75,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
65,2005,2005-10-02,4,26.279,NOR,,BUF,W 19-7,*,27,130,4.81,0,3,2,16,8.00,0,66.7%,5.33,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
66,2005,2005-10-09,5,26.286,NOR,@,GNB,L 3-52,*,11,31,2.82,0,3,3,33,11.00,0,100.0%,11.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
67,2006,2006-09-10,1,27.257,NOR,@,CLE,W 19-14,*,22,90,4.09,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
68,2006,2006-09-17,2,27.264,NOR,@,GNB,W 34-27,*,12,47,3.92,2,2,1,24,24.00,0,50.0%,12.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12
69,2006,2006-09-25,3,27.272,NOR,,ATL,W 23-3,*,19,81,4.26,0,4,4,13,3.25,0,100.0%,3.25,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
70,2006,2006-10-01,4,27.278,NOR,@,CAR,L 18-21,*,11,39,3.55,1,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
71,2006,2006-10-08,5,27.285,NOR,,TAM,W 24-21,*,15,123,8.20,1,3,1,8,8.00,0,33.3%,2.67,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
72,2006,2006-10-15,6,27.292,NOR,,PHI,W 27-24,*,12,64,5.33,0,6,6,36,6.00,0,100.0%,6.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
73,2006,2006-10-29,7,27.306,NOR,,BAL,L 22-35,*,5,11,2.20,0,2,2,8,4.00,0,100.0%,4.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
74,2006,2006-11-05,8,27.313,NOR,@,TAM,W 31-14,,15,32,2.13,1,2,2,12,6.00,0,100.0%,6.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
75,2006,2006-11-12,9,27.320,NOR,@,PIT,L 31-38,*,14,56,4.00,1,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
76,2006,2006-11-19,10,27.327,NOR,,CIN,L 16-31,*,10,40,4.00,0,4,3,29,9.67,0,75.0%,7.25,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
77,2006,2006-11-26,11,27.334,NOR,@,ATL,W 31-13,*,20,71,3.55,2,3,2,5,2.50,0,66.7%,1.67,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12
78,2006,2006-12-03,12,27.341,NOR,,SFO,W 34-10,*,26,136,5.23,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
79,2006,2006-12-10,13,27.348,NOR,@,DAL,W 42-17,*,21,111,5.29,0,3,3,15,5.00,0,100.0%,5.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
80,2006,2006-12-17,14,27.355,NOR,,WAS,L 10-16,*,15,48,3.20,1,1,1,20,20.00,0,100.0%,20.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
81,2006,2006-12-24,15,27.362,NOR,@,NYG,W 30-7,,27,108,4.00,1,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
82,2007,2007-09-06,1,28.253,NOR,@,IND,L 10-41,*,10,38,3.80,0,2,2,7,3.50,0,100.0%,3.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
83,2007,2007-09-16,2,28.263,NOR,@,TAM,L 14-31,*,10,49,4.90,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
84,2007,2007-09-24,3,28.271,NOR,,TEN,L 14-31,*,4,5,1.25,0,2,1,1,1.00,0,50.0%,0.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
85,2008,2008-09-14,2,29.262,NOR,@,WAS,L 24-29,,2,10,5.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
86,2008,2008-09-28,4,29.276,NOR,,SFO,W 31-17,*,20,73,3.65,1,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
87,2008,2008-10-06,5,29.284,NOR,,MIN,L 27-30,,6,13,2.17,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
88,2008,2008-10-12,6,29.290,NOR,,OAK,W 34-3,,13,65,5.00,0,2,2,7,3.50,0,100.0%,3.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
89,2008,2008-10-19,7,29.297,NOR,@,CAR,L 7-30,,9,47,5.22,0,3,1,6,6.00,0,33.3%,2.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
90,2008,2008-10-26,8,29.304,NOR,,SDG,W 37-32,*,18,55,3.06,1,4,4,30,7.50,0,100.0%,7.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
91,2008,2008-11-09,9,29.318,NOR,@,ATL,L 20-34,*,5,18,3.60,0,2,2,23,11.50,1,100.0%,11.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
92,2008,2008-11-16,10,29.325,NOR,@,KAN,W 30-20,*,8,18,2.25,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
93,2008,2008-11-24,11,29.333,NOR,,GNB,W 51-29,*,5,5,1.00,1,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
94,2008,2008-11-30,12,29.339,NOR,@,TAM,L 20-23,,3,13,4.33,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
95,2008,2008-12-07,13,29.346,NOR,,ATL,W 29-25,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
96,2008,2008-12-21,15,29.360,NOR,@,DET,W 42-7,,9,61,6.78,1,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
97,2008,2008-12-28,16,30.001,NOR,,CAR,L 31-33,*,8,40,5.00,0,8,5,41,8.20,0,62.5%,5.13,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
