ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
33,2001,2001-10-22,5,26.106,PHI,@,NYG,W 10-9,*,,,,,,0.0%,,,,,,,
34,2001,2001-10-28,6,26.112,PHI,,OAK,L 10-20,*,2,2,7,3.50,0,100.0%,3.50,0,0,,0,0,0
35,2001,2001-11-04,7,26.119,PHI,@,ARI,W 21-7,*,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0
36,2001,2001-11-11,8,26.126,PHI,,MIN,W 48-17,*,1,1,17,17.00,0,100.0%,17.00,0,0,,0,0,0
37,2001,2001-11-18,9,26.133,PHI,@,DAL,W 36-3,*,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0
38,2001,2001-11-25,10,26.140,PHI,,WAS,L 3-13,*,1,,,,,0.0%,,,,,,,
39,2001,2001-11-29,11,26.144,PHI,@,KAN,W 23-10,*,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0
40,2001,2001-12-09,12,26.154,PHI,,SDG,W 24-14,*,4,1,-1,-1.00,0,25.0%,-0.25,0,0,,0,0,0
41,2001,2001-12-16,13,26.161,PHI,@,WAS,W 20-6,,1,,,,,0.0%,,,,,,,
42,2001,2001-12-22,14,26.167,PHI,@,SFO,L 3-13,*,3,3,15,5.00,0,100.0%,5.00,0,0,,0,0,0
43,2001,2001-12-30,15,26.175,PHI,,NYG,W 24-21,*,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0
44,2001,2002-01-06,16,26.182,PHI,@,TAM,W 17-13,*,0,0,0,,0,0.0%,,1,3,3.00,0,0,0
45,2002,2002-09-08,1,27.062,PHI,@,TEN,L 24-27,*,0,0,0,,0,0.0%,,1,-4,-4.00,0,0,0
46,2002,2002-09-16,2,27.070,PHI,@,WAS,W 37-7,,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0
47,2002,2002-09-22,3,27.076,PHI,,DAL,W 44-13,*,1,,,,,0.0%,,,,,,,
48,2002,2002-09-29,4,27.083,PHI,,HOU,W 35-17,,3,3,29,9.67,0,100.0%,9.67,0,0,,0,0,0
49,2002,2002-10-06,5,27.090,PHI,@,JAX,L 25-28,,,,,,,0.0%,,,,,,,
50,2002,2002-10-20,6,27.104,PHI,,TAM,W 20-10,*,1,1,0,0.00,0,100.0%,0.00,0,0,,0,0,0
51,2002,2002-10-28,7,27.112,PHI,,NYG,W 17-3,,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0
52,2002,2002-11-03,8,27.118,PHI,@,CHI,W 19-13,,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0
53,2002,2002-11-10,9,27.125,PHI,,IND,L 13-35,*,5,3,9,3.00,0,60.0%,1.80,0,0,,0,0,0
54,2002,2002-11-17,10,27.132,PHI,,ARI,W 38-14,*,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0
55,2002,2002-11-25,11,27.140,PHI,@,SFO,W 38-17,*,,,,,,0.0%,,,,,,,
56,2002,2002-12-01,12,27.146,PHI,,STL,W 10-3,*,1,,,,,0.0%,,,,,,,
57,2002,2002-12-08,13,27.153,PHI,@,SEA,W 27-20,,1,,,,,0.0%,,,,,,,
58,2002,2002-12-15,14,27.160,PHI,,WAS,W 34-21,,3,3,59,19.67,0,100.0%,19.67,0,0,,0,0,0
59,2002,2002-12-21,15,27.166,PHI,@,DAL,W 27-3,*,,,,,,0.0%,,,,,,,
60,2002,2002-12-28,16,27.173,PHI,@,NYG,L 7-10,*,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0
61,2003,2003-12-28,16,28.173,TAM,@,TEN,L 13-33,,,,,,,0.0%,,,,,,,
