ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1999,1999-09-12,1,24.066,PHI,,ARI,L 24-25,,,,,,,0.0%,,,,,,,
2,1999,1999-10-03,4,24.087,PHI,@,NYG,L 15-16,*,3,0,0,,0,0.0%,0.00,1,1,1.00,0,0,0
3,1999,1999-10-10,5,24.094,PHI,,DAL,W 13-10,,0,,,,,0.0%,,,,,,,
4,1999,1999-10-17,6,24.101,PHI,@,CHI,W 20-16,*,2,2,1,0.50,0,100.0%,0.50,1,0,0.00,0,0,0
5,1999,1999-10-24,7,24.108,PHI,@,MIA,L 13-16,,0,,,,,0.0%,,,,,,,
6,1999,1999-11-14,10,24.129,PHI,,WAS,W 35-28,,,,,,,0.0%,,,,,,,
7,1999,1999-11-21,11,24.136,PHI,,IND,L 17-44,,2,2,-2,-1.00,0,100.0%,-1.00,0,0,,0,0,0
8,1999,1999-11-28,12,24.143,PHI,@,WAS,L 17-20,*,3,3,9,3.00,0,100.0%,3.00,0,0,,0,0,0
9,1999,1999-12-05,13,24.150,PHI,@,ARI,L 17-21,,1,1,5,5.00,0,100.0%,5.00,1,2,2.00,0,0,0
10,1999,1999-12-12,14,24.157,PHI,@,DAL,L 10-20,*,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0
11,1999,1999-12-19,15,24.164,PHI,,NWE,W 24-9,,3,1,-3,-3.00,0,33.3%,-1.00,0,0,,0,0,0
12,1999,2000-01-02,16,24.178,PHI,,STL,W 38-31,*,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0
13,2000,2000-09-03,1,25.057,PHI,@,DAL,W 41-14,*,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0
14,2000,2000-09-10,2,25.064,PHI,,NYG,L 18-33,*,1,,,,,0.0%,,,,,,,
15,2000,2000-09-17,3,25.071,PHI,@,GNB,L 3-6,,2,2,17,8.50,0,100.0%,8.50,0,0,,0,0,0
16,2000,2000-09-24,4,25.078,PHI,@,NOR,W 21-7,*,1,,,,,0.0%,,,,,,,
17,2000,2000-10-01,5,25.085,PHI,,ATL,W 38-10,,2,2,22,11.00,0,100.0%,11.00,1,0,0.00,0,0,0
18,2000,2000-10-08,6,25.092,PHI,,WAS,L 14-17,,4,3,17,5.67,0,75.0%,4.25,2,10,5.00,0,0,0
19,2000,2000-10-15,7,25.099,PHI,@,ARI,W 33-14,,4,3,5,1.67,0,75.0%,1.25,1,13,13.00,0,0,0
20,2000,2000-10-22,8,25.106,PHI,,CHI,W 13-9,*,4,3,27,9.00,0,75.0%,6.75,1,4,4.00,0,0,0
21,2000,2000-10-29,9,25.113,PHI,@,NYG,L 7-24,,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0
22,2000,2000-11-05,10,25.120,PHI,,DAL,W 16-13,*,6,6,40,6.67,0,100.0%,6.67,2,2,1.00,0,0,0
23,2000,2000-11-12,11,25.127,PHI,@,PIT,W 26-23,,3,2,35,17.50,0,66.7%,11.67,0,0,,0,0,0
24,2000,2000-11-19,12,25.134,PHI,,ARI,W 34-9,,1,1,1,1.00,0,100.0%,1.00,3,17,5.67,0,0,0
25,2000,2000-11-26,13,25.141,PHI,@,WAS,W 23-20,,1,1,0,0.00,0,100.0%,0.00,1,3,3.00,0,0,0
26,2000,2000-12-03,14,25.148,PHI,,TEN,L 13-15,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0
27,2000,2000-12-10,15,25.155,PHI,@,CLE,W 35-24,,3,2,30,15.00,0,66.7%,10.00,0,0,,0,0,0
28,2000,2000-12-24,16,25.169,PHI,,CIN,W 16-7,,4,3,14,4.67,0,75.0%,3.50,2,28,14.00,0,0,0
29,2001,2001-09-09,1,26.063,PHI,,STL,L 17-20,*,7,6,40,6.67,2,85.7%,5.71,0,0,,0,2,12
30,2001,2001-09-23,2,26.077,PHI,@,SEA,W 27-3,*,2,2,6,3.00,0,100.0%,3.00,1,8,8.00,0,0,0
31,2001,2001-09-30,3,26.084,PHI,,DAL,W 40-18,*,6,3,14,4.67,0,50.0%,2.33,5,14,2.80,0,0,0
32,2001,2001-10-07,4,26.091,PHI,,ARI,L 20-21,*,2,1,2,2.00,0,50.0%,1.00,2,2,1.00,0,0,0
