ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
1,1975,1975-09-21,1,24.064,KAN,@,DEN,L 33-37,2,79,39.50,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
2,1975,1975-09-28,2,24.071,KAN,,NYJ,L 24-30,1,6,6.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
3,1975,1975-10-05,3,24.078,KAN,,SFO,L 3-20,1,19,19.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
4,1975,1975-10-12,4,24.085,KAN,,OAK,W 42-10,3,78,26.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
5,1975,1975-10-19,5,24.092,KAN,@,SDG,W 12-10,2,105,52.50,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
6,1975,1975-10-26,6,24.099,KAN,,DEN,W 26-13,1,18,18.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
7,1975,1975-11-02,7,24.106,KAN,,HOU,L 13-17,0,0,,0,1,0,0.00,0,0,0,,0,0,0,,0,0,,,0,0
8,1975,1975-11-10,8,24.114,KAN,@,DAL,W 34-31,,,,,,,,,,,,,,,,,,,,,
9,1975,1975-11-16,9,24.120,KAN,@,PIT,L 3-28,2,48,24.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
10,1975,1975-11-23,10,24.127,KAN,,DET,W 24-21,3,69,23.00,0,1,0,0.00,0,0,0,,0,0,0,,0,0,,,0,0
11,1975,1975-11-30,11,24.134,KAN,@,BAL,L 14-28,1,51,51.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
12,1975,1975-12-07,12,24.141,KAN,,SDG,L 20-28,4,53,13.25,0,1,-10,-10.00,0,0,0,,0,0,0,,0,0,,,0,0
13,1975,1975-12-14,13,24.148,KAN,@,CLE,L 14-40,,,,,,,,,,,,,,,,,,,,,
14,1975,1975-12-21,14,24.155,KAN,@,OAK,L 20-28,3,33,11.00,0,0,0,,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,0,0
15,1976,1976-09-12,1,25.055,KAN,,SDG,L 16-30,4,38,9.50,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
16,1976,1976-09-20,2,25.063,KAN,,OAK,L 21-24,1,25,25.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
17,1976,1976-09-26,3,25.069,KAN,,NOR,L 17-27,1,20,20.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
18,1976,1976-10-03,4,25.076,KAN,@,BUF,L 17-50,3,58,19.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
19,1976,1976-10-10,5,25.083,KAN,@,WAS,W 33-30,2,67,33.50,1,1,7,7.00,0,0,0,,0,0,0,,0,0,,,1,6
20,1976,1976-10-17,6,25.090,KAN,@,MIA,W 20-17,3,67,22.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
21,1976,1976-10-24,7,25.097,KAN,,DEN,L 26-35,5,80,16.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
22,1976,1976-10-31,8,25.104,KAN,@,TAM,W 28-19,3,42,14.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
