ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
14,1961,1961-12-17,14,29.222,BOS,@,SDG,W 41-0,,2,3,66.67,7,0,0,70.1,0,0,2.33,2.33,2,13,6.50,0,0,0,,0,0,0,4,142,35.50,0
15,1962,1962-09-08,1,30.122,BOS,@,DTX,L 28-42,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,4,153,38.25,0
16,1962,1962-09-16,2,30.130,BOS,,HOU,W 34-21,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,7,284,40.57,1
17,1962,1962-09-21,3,30.135,BOS,,DEN,W 41-16,,3,4,75.00,48,0,1,75.0,0,0,12.00,0.75,0,0,,0,0,0,,0,0,0,5,197,39.40,0
18,1962,1962-10-06,4,30.150,BOS,@,NYT,W 43-14,,2,4,50.00,13,0,0,57.3,0,0,3.25,3.25,1,0,0.00,0,0,0,,0,0,0,5,179,35.80,0
19,1962,1962-10-12,5,30.156,BOS,,DTX,L 7-27,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,5,213,42.60,0
20,1962,1962-10-19,6,30.163,BOS,,SDG,W 24-20,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,8,301,37.63,0
21,1962,1962-10-26,7,30.170,BOS,,OAK,W 26-16,,0,0,,0,0,0,,0,0,,,1,20,20.00,0,0,0,,0,0,0,2,83,41.50,0
22,1962,1962-11-03,8,30.178,BOS,@,BUF,T 28-28,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,6,209,34.83,0
23,1962,1962-11-11,9,30.186,BOS,@,DEN,W 33-29,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,1,28,28.00,0
24,1962,1962-11-18,10,30.193,BOS,@,HOU,L 17-21,,11,24,45.83,161,1,0,82.1,0,0,6.71,7.54,5,35,7.00,0,0,0,,0,0,0,3,119,39.67,0
25,1962,1962-11-23,11,30.198,BOS,,BUF,W 21-10,*,12,17,70.59,231,3,0,152.6,0,0,13.59,17.12,3,15,5.00,0,0,0,,0,0,0,5,191,38.20,0
26,1962,1962-11-30,12,30.205,BOS,,NYT,W 24-17,*,6,20,30.00,195,1,1,63.5,0,0,9.75,8.50,9,90,10.00,2,0,0,,0,2,12,8,302,37.75,0
27,1962,1962-12-09,13,30.214,BOS,@,SDG,W 20-14,*,7,22,31.82,147,2,1,67.8,0,0,6.68,6.45,9,31,3.44,0,0,0,,0,0,0,5,193,38.60,0
28,1962,1962-12-16,14,30.221,BOS,@,OAK,L 0-20,*,13,35,37.14,108,0,2,22.1,0,0,3.09,0.51,5,24,4.80,0,0,0,,0,0,0,5,202,40.40,0
29,1963,1963-09-08,1,31.122,BOS,,NYJ,W 38-14,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,4,113,28.25,1
30,1963,1963-09-14,2,31.128,BOS,@,SDG,L 13-17,,7,14,50.00,59,0,0,61.3,0,0,4.21,4.21,6,38,6.33,1,0,0,,0,1,6,4,160,40.00,0
31,1963,1963-09-22,3,31.136,BOS,@,OAK,W 20-14,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,7,285,40.71,0
32,1963,1963-09-29,4,31.143,BOS,@,DEN,L 10-14,,0,3,0.00,0,0,1,0.0,0,0,0.00,-15.00,3,64,21.33,0,0,0,,0,0,0,4,195,48.75,0
33,1963,1963-10-05,5,31.149,BOS,@,NYJ,L 24-31,*,18,38,47.37,311,3,4,62.4,0,0,8.18,5.03,4,17,4.25,0,0,0,,0,0,0,1,33,33.00,0
34,1963,1963-10-11,6,31.155,BOS,,OAK,W 20-14,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,3,-7,-2.33,0,0,0,,0,0,0,8,345,43.13,0
35,1963,1963-10-18,7,31.162,BOS,,DEN,W 40-21,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,3,134,44.67,0
36,1963,1963-10-26,8,31.170,BOS,@,BUF,L 21-28,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,9,327,36.33,0
37,1963,1963-11-01,9,31.176,BOS,,HOU,W 45-3,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0,7,259,37.00,0
38,1963,1963-11-10,10,31.185,BOS,,SDG,L 6-7,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,2,61,30.50,0
39,1963,1963-11-17,11,31.192,BOS,,KAN,T 24-24,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,3,126,42.00,0
40,1963,1963-12-01,12,31.206,BOS,,BUF,W 17-7,,1,6,16.67,13,0,0,39.6,0,0,2.17,2.17,2,10,5.00,0,0,0,,0,0,0,10,387,38.70,0
41,1963,1963-12-08,13,31.213,BOS,@,HOU,W 46-28,,1,2,50.00,40,1,0,135.4,0,0,20.00,30.00,2,25,12.50,0,0,0,,0,0,0,4,155,38.75,0
42,1963,1963-12-14,14,31.219,BOS,@,KAN,L 3-35,,2,5,40.00,21,0,0,52.9,0,0,4.20,4.20,2,14,7.00,0,0,0,,0,0,0,8,300,37.50,0
43,1964,1964-09-13,1,32.127,BOS,@,OAK,W 17-14,,0,0,,0,0,0,,0,0,,,1,-2,-2.00,0,0,0,,0,0,0,6,264,44.00,0
44,1964,1964-09-20,2,32.134,BOS,@,SDG,W 33-28,,0,0,,0,0,0,,0,0,,,2,1,0.50,0,0,0,,0,0,0,4,168,42.00,0
45,1964,1964-09-27,3,32.141,BOS,,NYJ,W 26-10,,0,0,,0,0,0,,0,0,,,1,1,1.00,0,0,0,,0,0,0,8,270,33.75,1
46,1964,1964-10-04,4,32.148,BOS,@,DEN,W 39-10,,1,1,100.00,2,0,0,79.2,0,0,2.00,2.00,1,2,2.00,0,0,0,,0,0,0,3,117,39.00,0
47,1964,1964-10-09,5,32.153,BOS,,SDG,L 17-26,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,4,137,34.25,0
48,1964,1964-10-16,6,32.160,BOS,,OAK,T 43-43,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,2,79,39.50,0
49,1964,1964-10-23,7,32.167,BOS,,KAN,W 24-7,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,8,277,34.63,0
50,1964,1964-10-31,8,32.175,BOS,@,NYJ,L 14-35,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,5,201,40.20,0
51,1964,1964-11-06,9,32.181,BOS,,HOU,W 25-24,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,5,206,41.20,0
52,1964,1964-11-15,10,32.190,BOS,@,BUF,W 36-28,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,10,417,41.70,0
53,1964,1964-11-20,11,32.195,BOS,,DEN,W 12-7,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,4,155,38.75,0
54,1964,1964-11-29,12,32.204,BOS,@,HOU,W 34-17,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,7,258,36.86,0
55,1964,1964-12-06,13,32.211,BOS,@,KAN,W 31-24,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,7,228,32.57,0
56,1965,1965-09-11,1,33.125,BOS,@,BUF,L 7-24,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,8,333,41.63,0
57,1965,1965-09-19,2,33.133,BOS,@,HOU,L 10-31,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,1,13,13.00,0,0,0,5,224,44.80,0
58,1965,1965-09-24,3,33.138,BOS,,DEN,L 10-27,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,5,181,36.20,0
59,1965,1965-10-03,4,33.147,BOS,@,KAN,L 17-27,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,8,334,41.75,0
60,1965,1965-10-08,5,33.152,BOS,,OAK,L 10-24,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,5,200,40.00,0
61,1965,1965-10-17,6,33.161,BOS,,SDG,T 13-13,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,1,35,35.00,0
62,1965,1965-10-24,7,33.168,BOS,@,OAK,L 21-30,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,6,241,40.17,0
63,1965,1965-10-31,8,33.175,BOS,@,SDG,W 22-6,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,7,311,44.43,0
64,1965,1965-11-07,9,33.182,BOS,,BUF,L 7-23,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,6,185,30.83,1
65,1965,1965-11-14,10,33.189,BOS,,NYJ,L 20-30,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,3,98,32.67,0
66,1965,1965-11-21,11,33.196,BOS,,KAN,T 10-10,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,6,247,41.17,0
67,1965,1965-11-28,12,33.203,BOS,@,NYJ,W 27-23,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,8,344,43.00,0
68,1965,1965-12-12,13,33.217,BOS,@,DEN,W 28-20,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,6,301,50.17,0
69,1965,1965-12-18,14,33.223,BOS,,HOU,W 42-14,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,2,51,25.50,1
70,1966,1966-11-06,8,34.181,BOS,,DEN,L 10-17,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,2,63,31.50,0
71,1966,1966-11-20,10,34.195,BOS,@,KAN,T 27-27,,0,0,,0,0,0,,0,0,,,1,-5,-5.00,0,0,0,,0,0,0,4,125,31.25,1
72,1966,1966-11-27,11,34.202,BOS,@,MIA,W 20-14,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,5,192,38.40,0
73,1966,1966-12-04,12,34.209,BOS,,BUF,W 14-3,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,8,265,33.13,0
74,1966,1966-12-17,14,34.222,BOS,@,NYJ,L 28-38,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,2,87,43.50,0
