ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
27,2009,2009-12-13,13,23.127,IND,,DEN,W 28-16,*,9,2,39,19.50,0,22.2%,4.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
28,2009,2009-12-17,14,23.131,IND,@,JAX,W 35-31,*,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
29,2010,2010-09-12,1,24.035,IND,@,HOU,L 24-34,*,10,3,43,14.33,0,30.0%,4.30,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,1,0
30,2010,2010-09-19,2,24.042,IND,,NYG,W 38-14,*,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
31,2010,2010-09-26,3,24.049,IND,@,DEN,W 27-13,,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2010,2010-10-10,5,24.063,IND,,KAN,W 19-9,*,14,6,57,9.50,0,42.9%,4.07,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
33,2010,2010-10-17,6,24.070,IND,@,WAS,W 27-24,*,7,4,103,25.75,1,57.1%,14.71,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6,0.0,1,0
34,2010,2010-11-01,7,24.085,IND,,HOU,W 30-17,*,11,7,78,11.14,0,63.6%,7.09,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
35,2010,2010-11-07,8,24.091,IND,@,PHI,L 24-26,*,7,2,15,7.50,0,28.6%,2.14,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
36,2010,2010-11-14,9,24.098,IND,,CIN,W 23-17,*,9,5,37,7.40,0,55.6%,4.11,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
37,2010,2010-11-21,10,24.105,IND,@,NWE,L 28-31,*,10,5,62,12.40,0,50.0%,6.20,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,1,0
38,2010,2010-11-28,11,24.112,IND,,SDG,L 14-36,*,7,5,72,14.40,0,71.4%,10.29,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
39,2010,2010-12-05,12,24.119,IND,,DAL,L 35-38,*,8,8,56,7.00,1,100.0%,7.00,1,11,11.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6,0.0,0,0
40,2010,2010-12-09,13,24.123,IND,@,TEN,W 30-28,*,7,6,93,15.50,2,85.7%,13.29,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12,0.0,0,0
41,2010,2010-12-19,14,24.133,IND,,JAX,W 34-24,*,6,5,44,8.80,0,83.3%,7.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
42,2010,2010-12-26,15,24.140,IND,@,OAK,W 31-26,*,8,3,35,11.67,1,37.5%,4.38,1,-5,-5.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6,0.0,0,0
43,2010,2011-01-02,16,24.147,IND,,TEN,W 23-20,*,13,7,78,11.14,1,53.8%,6.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6,0.0,0,0
44,2011,2011-09-11,1,25.034,IND,@,HOU,L 7-34,*,6,3,39,13.00,0,50.0%,6.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
45,2011,2011-09-18,2,25.041,IND,,CLE,L 19-27,*,5,3,28,9.33,0,60.0%,5.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
46,2011,2011-09-25,3,25.048,IND,,PIT,L 20-23,*,10,6,82,13.67,0,60.0%,8.20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
47,2011,2011-10-03,4,25.056,IND,@,TAM,L 17-24,*,8,2,146,73.00,2,25.0%,18.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12,0.0,0,0
48,2011,2011-10-09,5,25.062,IND,,KAN,L 24-28,*,8,5,125,25.00,2,62.5%,15.63,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12,0.0,0,0
49,2011,2011-10-16,6,25.069,IND,@,CIN,L 17-27,*,11,8,52,6.50,0,72.7%,4.73,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
50,2011,2011-10-23,7,25.076,IND,@,NOR,L 7-62,*,6,3,31,10.33,0,50.0%,5.17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
51,2011,2011-10-30,8,25.083,IND,@,TEN,L 10-27,*,15,7,66,9.43,0,46.7%,4.40,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,1,0
52,2011,2011-11-06,9,25.090,IND,,ATL,L 7-31,*,6,3,22,7.33,0,50.0%,3.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,-2,-1.00,0,0,0,0.0,0,0
53,2011,2011-11-13,10,25.097,IND,,JAX,L 3-17,*,6,3,30,10.00,0,50.0%,5.00,1,18,18.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,4,11,2.75,0,0,0,0.0,0,0
54,2011,2011-11-27,11,25.111,IND,,CAR,L 19-27,*,8,3,34,11.33,0,37.5%,4.25,2,2,1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,-7,-3.50,0,0,0,0.0,0,0
55,2011,2011-12-04,12,25.118,IND,@,NWE,L 24-31,*,12,9,150,16.67,2,75.0%,12.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12,0.0,0,0
56,2011,2011-12-11,13,25.125,IND,@,BAL,L 10-24,*,12,5,46,9.20,0,41.7%,3.83,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,8,8.00,0,0,0,0.0,0,0
57,2011,2011-12-18,14,25.132,IND,,TEN,W 27-13,*,4,2,24,12.00,0,50.0%,6.00,1,8,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,5,15,3.00,0,0,0,0.0,1,0
58,2011,2011-12-22,15,25.136,IND,,HOU,W 19-16,*,12,6,50,8.33,0,50.0%,4.17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,20,20.00,0,0,0,0.0,0,0
59,2011,2012-01-01,16,25.146,IND,@,JAX,L 13-19,*,5,2,22,11.00,0,40.0%,4.40,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,-1,-1.00,0,0,0,0.0,0,0
60,2012,2012-09-09,1,26.032,WAS,@,NOR,W 40-32,*,4,4,109,27.25,1,100.0%,27.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
61,2012,2012-09-30,4,26.053,WAS,@,TAM,W 24-22,*,1,1,20,20.00,0,100.0%,20.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,6,0.0,0,0
62,2012,2012-10-07,5,26.060,WAS,,ATL,L 17-24,*,7,3,24,8.00,0,42.9%,3.43,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
63,2012,2012-11-18,10,26.102,WAS,,PHI,W 31-6,*,3,3,5,1.67,0,100.0%,1.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
64,2012,2012-11-22,11,26.106,WAS,@,DAL,W 38-31,*,7,4,86,21.50,1,57.1%,12.29,1,7,7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
65,2012,2012-12-03,12,26.117,WAS,,NYG,W 17-16,*,11,8,106,13.25,1,72.7%,9.64,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
66,2012,2012-12-09,13,26.123,WAS,,BAL,W 31-28,*,9,5,83,16.60,1,55.6%,9.22,1,2,2.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
67,2012,2012-12-16,14,26.130,WAS,@,CLE,W 38-21,*,12,6,65,10.83,0,50.0%,5.42,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
68,2012,2012-12-23,15,26.137,WAS,@,PHI,W 27-20,*,9,7,89,12.71,0,77.8%,9.89,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
69,2012,2012-12-30,16,26.144,WAS,,DAL,W 28-18,*,5,3,46,15.33,0,60.0%,9.20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
70,2013,2013-09-09,1,27.032,WAS,,PHI,L 27-33,*,11,7,64,9.14,0,63.6%,5.82,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,1,0
71,2013,2013-09-15,2,27.038,WAS,@,GNB,L 20-38,*,12,8,143,17.88,1,66.7%,11.92,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
72,2013,2013-09-22,3,27.045,WAS,,DET,L 20-27,*,13,8,73,9.13,0,61.5%,5.62,1,10,10.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,1,0
73,2013,2013-09-29,4,27.052,WAS,@,OAK,W 24-14,*,7,6,59,9.83,1,85.7%,8.43,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,1,0
74,2013,2013-10-13,5,27.066,WAS,@,DAL,L 16-31,*,15,6,69,11.50,0,40.0%,4.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
75,2013,2013-10-20,6,27.073,WAS,,CHI,W 45-41,*,8,5,58,11.60,0,62.5%,7.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
76,2013,2013-10-27,7,27.080,WAS,@,DEN,L 21-45,*,11,7,46,6.57,0,63.6%,4.18,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,2,0
77,2013,2013-11-03,8,27.087,WAS,,SDG,W 30-24,*,11,7,172,24.57,0,63.6%,15.64,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
78,2013,2013-11-07,9,27.091,WAS,@,MIN,L 27-34,*,10,7,119,17.00,1,70.0%,11.90,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
79,2013,2013-11-17,10,27.101,WAS,@,PHI,L 16-24,*,10,6,68,11.33,0,60.0%,6.80,1,9,9.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
80,2013,2013-11-25,11,27.109,WAS,,SFO,L 6-27,*,11,8,48,6.00,0,72.7%,4.36,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
81,2013,2013-12-01,12,27.115,WAS,,NYG,L 17-24,*,12,9,61,6.78,0,75.0%,5.08,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,1,0
82,2013,2013-12-08,13,27.122,WAS,,KAN,L 10-45,*,12,5,37,7.40,0,41.7%,3.08,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
83,2013,2013-12-15,14,27.129,WAS,@,ATL,L 26-27,*,10,7,129,18.43,1,70.0%,12.90,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,1,0
84,2013,2013-12-22,15,27.136,WAS,,DAL,L 23-24,*,18,11,144,13.09,1,61.1%,8.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
85,2013,2013-12-29,16,27.143,WAS,@,NYG,L 6-20,*,10,6,56,9.33,0,60.0%,5.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
86,2014,2014-09-07,1,28.030,WAS,@,HOU,L 6-17,*,12,10,77,7.70,0,83.3%,6.42,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
87,2014,2014-09-14,2,28.037,WAS,,JAX,W 41-10,*,4,1,12,12.00,0,25.0%,3.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
88,2014,2014-09-21,3,28.044,WAS,@,PHI,L 34-37,*,16,11,138,12.55,1,68.8%,8.63,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
89,2014,2014-09-25,4,28.048,WAS,,NYG,L 14-45,,6,2,28,14.00,0,33.3%,4.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,1,0
90,2014,2014-10-06,5,28.059,WAS,,SEA,L 17-27,*,3,2,23,11.50,0,66.7%,7.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
91,2014,2014-10-12,6,28.065,WAS,@,ARI,L 20-30,*,6,4,31,7.75,1,66.7%,5.17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
92,2014,2014-10-19,7,28.072,WAS,,TEN,W 19-17,*,6,5,87,17.40,1,83.3%,14.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
93,2014,2014-10-27,8,28.080,WAS,@,DAL,W 20-17,,4,4,47,11.75,0,100.0%,11.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
94,2014,2014-11-02,9,28.086,WAS,@,MIN,L 26-29,*,5,3,15,5.00,0,60.0%,3.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
95,2014,2014-11-16,10,28.100,WAS,,TAM,L 7-27,*,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
96,2014,2014-11-23,11,28.107,WAS,@,SFO,L 13-17,*,4,3,34,11.33,0,75.0%,8.50,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
97,2014,2014-11-30,12,28.114,WAS,@,IND,L 27-49,*,9,3,9,3.00,0,33.3%,1.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
98,2014,2014-12-07,13,28.121,WAS,,STL,L 0-24,*,11,9,95,10.56,0,81.8%,8.64,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
99,2014,2014-12-14,14,28.128,WAS,@,NYG,L 13-24,*,7,4,36,9.00,0,57.1%,5.14,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
100,2014,2014-12-20,15,28.134,WAS,,PHI,W 27-24,*,5,4,61,15.25,0,80.0%,12.20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
101,2014,2014-12-28,16,28.142,WAS,,DAL,L 17-44,*,5,2,53,26.50,0,40.0%,10.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
102,2015,2015-09-13,1,29.036,WAS,,MIA,L 10-17,*,8,6,74,12.33,0,75.0%,9.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
103,2015,2015-09-20,2,29.043,WAS,,STL,W 24-10,*,7,6,23,3.83,1,85.7%,3.29,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
104,2015,2015-09-24,3,29.047,WAS,@,NYG,L 21-32,*,12,5,64,12.80,0,41.7%,5.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
105,2015,2015-10-04,4,29.057,WAS,,PHI,W 23-20,*,8,7,55,7.86,1,87.5%,6.88,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
106,2015,2015-10-11,5,29.064,WAS,@,ATL,L 19-25,*,8,3,51,17.00,0,37.5%,6.38,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
107,2015,2015-10-18,6,29.071,WAS,@,NYJ,L 20-34,*,8,5,28,5.60,1,62.5%,3.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
108,2015,2015-10-25,7,29.078,WAS,,TAM,W 31-30,*,6,5,55,11.00,0,83.3%,9.17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
109,2015,2015-11-08,8,29.092,WAS,@,NWE,L 10-27,*,8,4,70,17.50,0,50.0%,8.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
110,2015,2015-11-15,9,29.099,WAS,,NOR,W 47-14,*,2,2,10,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
111,2015,2015-11-22,10,29.106,WAS,@,CAR,L 16-44,*,4,3,43,14.33,0,75.0%,10.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
112,2015,2015-11-29,11,29.113,WAS,,NYG,W 20-14,*,6,3,35,11.67,0,50.0%,5.83,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
113,2015,2015-12-07,12,29.121,WAS,,DAL,L 16-19,*,7,5,54,10.80,0,71.4%,7.71,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
114,2015,2015-12-13,13,29.127,WAS,@,CHI,W 24-21,*,7,5,52,10.40,0,71.4%,7.43,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
115,2015,2015-12-20,14,29.134,WAS,,BUF,W 35-25,*,4,3,34,11.33,1,75.0%,8.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
116,2015,2015-12-26,15,29.140,WAS,@,PHI,W 38-24,*,12,7,80,11.43,1,58.3%,6.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
117,2015,2016-01-03,16,29.148,WAS,@,DAL,W 34-23,*,4,3,49,16.33,1,75.0%,12.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
118,2016,2016-09-12,1,30.035,WAS,,PIT,L 16-38,*,6,6,51,8.50,0,100.0%,8.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
119,2016,2016-09-18,2,30.041,WAS,,DAL,L 23-27,*,7,2,25,12.50,0,28.6%,3.57,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
120,2016,2016-09-25,3,30.048,WAS,@,NYG,W 29-27,*,7,5,59,11.80,0,71.4%,8.43,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
121,2016,2016-10-02,4,30.055,WAS,,CLE,W 31-20,*,5,4,39,9.75,0,80.0%,7.80,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
122,2016,2016-10-09,5,30.062,WAS,@,BAL,W 16-10,*,7,5,56,11.20,1,71.4%,8.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
123,2016,2016-10-16,6,30.069,WAS,,PHI,W 27-20,*,11,6,77,12.83,0,54.5%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
124,2016,2016-10-23,7,30.076,WAS,@,DET,L 17-20,*,5,2,22,11.00,0,40.0%,4.40,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
125,2016,2016-10-30,8,30.083,WAS,@,CIN,T 27-27,*,7,6,67,11.17,0,85.7%,9.57,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
126,2016,2016-11-13,9,30.097,WAS,,MIN,W 26-20,*,10,6,81,13.50,0,60.0%,8.10,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
127,2016,2016-11-20,10,30.104,WAS,,GNB,W 42-24,*,7,6,116,19.33,1,85.7%,16.57,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
