ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1957,1957-09-29,1,24.013,WAS,@,PIT,L 7-28,4,31,7.75,0,2,73,36.50,1,0,0,,0,0,,,,,,,,,,,,,,,1,
2,1957,1957-10-06,2,24.020,WAS,@,CRD,W 37-14,10,41,4.10,0,1,51,51.00,0,0,0,,0,0,,,,,,,,,,,,,,,0,
3,1957,1957-10-13,3,24.027,WAS,,NYG,L 20-24,9,47,5.22,0,3,104,34.67,1,0,0,,0,0,,,,,,,,,,,,,,,1,
4,1957,1957-10-20,4,24.034,WAS,,CRD,L 14-44,13,83,6.38,0,3,36,12.00,1,0,0,,0,0,,,,,,,,,,,,,,,1,
5,1957,1957-10-27,5,24.041,WAS,@,NYG,W 31-14,13,18,1.38,0,1,15,15.00,0,0,0,,0,0,,,,,,,,,,,,,,,0,
6,1957,1957-11-03,6,24.048,WAS,@,CLE,L 17-21,5,33,6.60,0,2,35,17.50,0,0,0,,0,0,,,,,,,,,,,,,,,0,
7,1957,1957-11-10,7,24.055,WAS,,BAL,L 17-21,15,48,3.20,1,3,50,16.67,0,0,0,,0,0,,,,,,,,,,,,,,,1,
8,1957,1957-11-17,8,24.062,WAS,,CLE,T 30-30,11,41,3.73,0,1,36,36.00,0,0,0,,0,0,,,,,,,,,,,,,,,0,
9,1957,1957-11-24,9,24.069,WAS,@,PHI,L 12-21,7,19,2.71,0,3,40,13.33,0,0,0,,0,0,,,,,,,,,,,,,,,0,
10,1957,1957-12-01,10,24.076,WAS,@,CHI,W 14-3,13,71,5.46,0,4,58,14.50,1,0,0,,0,0,,,,,,,,,,,,,,,1,
11,1957,1957-12-08,11,24.083,WAS,,PHI,W 42-7,4,7,1.75,1,2,37,18.50,0,0,0,,0,0,,,,,,,,,,,,,,,1,
12,1957,1957-12-15,12,24.090,WAS,,PIT,W 10-3,10,3,0.30,0,2,19,9.50,0,0,0,,0,0,,,,,,,,,,,,,,,0,
13,1958,1958-09-28,1,25.012,WAS,@,PHI,W 24-14,10,47,4.70,0,2,36,18.00,0,0,0,,0,0,,,,,,,,,,,,,,,0,
14,1958,1958-10-04,2,25.018,WAS,@,CRD,L 10-37,8,26,3.25,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,0,
15,1958,1958-10-12,3,25.026,WAS,,NYG,L 14-21,4,-3,-0.75,0,2,56,28.00,1,0,0,,0,0,,,,,,,,,,,,,,,1,
16,1958,1958-10-19,4,25.033,WAS,,GNB,W 37-21,9,35,3.89,0,1,14,14.00,0,0,0,,0,0,,,,,,,,,,,,,,,0,
17,1958,1958-10-26,5,25.040,WAS,@,BAL,L 10-35,4,22,5.50,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,0,
18,1958,1958-11-02,6,25.047,WAS,@,PIT,L 16-24,5,12,2.40,0,1,45,45.00,0,0,0,,0,0,,,,,,,,,,,,,,,0,
19,1958,1958-11-09,7,25.054,WAS,,CRD,W 45-31,0,0,,0,5,121,24.20,2,0,0,,0,0,,,,,,,,,,,,,,,2,
20,1958,1958-11-16,8,25.061,WAS,,CLE,L 10-20,4,12,3.00,0,2,76,38.00,1,0,0,,0,0,,,,,,,,,,,,,,,1,
21,1958,1958-11-23,9,25.068,WAS,@,NYG,L 0-30,3,10,3.33,0,3,33,11.00,0,0,0,,0,0,,,,,,,,,,,,,,,0,
22,1958,1958-11-30,10,25.075,WAS,@,CLE,L 14-21,1,8,8.00,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,0,
23,1959,1959-09-27,1,26.011,WAS,@,CRD,L 21-49,3,17,5.67,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,,,,,,,,,0,
24,1959,1959-10-04,2,26.018,WAS,@,PIT,W 23-17,3,-3,-1.00,0,1,48,48.00,0,0,0,,0,0,,,,,,,,,,,,,,,0,
25,1959,1959-10-11,3,26.025,WAS,,CRD,W 23-14,2,15,7.50,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,0,
26,1959,1959-10-25,5,26.039,WAS,@,CLE,L 7-34,0,0,,0,1,0,0.00,0,0,0,,0,0,,,,,,,,,,,,,,,0,
27,1959,1959-11-01,6,26.046,WAS,@,PHI,L 23-30,0,0,,0,2,22,11.00,1,0,0,,0,0,,,,,,,,,,,,,,,1,
28,1959,1959-11-08,7,26.053,WAS,,BAL,W 27-24,0,0,,0,4,74,18.50,0,0,0,,0,0,,,,,,,,,,,,,,,0,
29,1959,1959-11-22,9,26.067,WAS,@,GNB,L 0-21,0,0,,0,1,10,10.00,0,0,0,,0,0,,,,,,,,,,,,,,,0,
30,1959,1959-11-29,10,26.074,WAS,@,NYG,L 14-45,4,5,1.25,0,2,24,12.00,1,0,0,,0,0,,,,,,,,,,,,,,,1,
31,1959,1959-12-06,11,26.081,WAS,,PHI,L 14-34,3,19,6.33,0,3,50,16.67,0,0,0,,0,0,,,,,,,,,,,,,,,0,
32,1959,1959-12-13,12,26.088,WAS,,NYG,L 10-24,3,30,10.00,0,4,54,13.50,0,0,0,,0,0,,,,,,,,,,,,,,,0,
33,1960,1960-09-25,1,27.009,WAS,@,BAL,L 0-20,1,5,5.00,0,2,16,8.00,0,0,0,,0,0,0,,0,0,,,3,58,19.33,0,0,0,,0,0,0
34,1960,1960-10-09,2,27.023,WAS,,DAL,W 26-14,3,0,0.00,0,3,56,18.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
35,1960,1960-10-16,3,27.030,WAS,@,NYG,T 24-24,4,-3,-0.75,0,3,39,13.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
36,1960,1960-10-23,4,27.037,WAS,,PIT,T 27-27,7,22,3.14,0,2,45,22.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
37,1960,1960-10-30,5,27.044,WAS,,CLE,L 10-31,6,19,3.17,0,3,54,18.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0.00,0,0,0
38,1960,1960-11-06,6,27.051,WAS,@,STL,L 7-44,3,3,1.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
39,1960,1960-11-13,7,27.058,WAS,@,PHI,L 13-19,4,9,2.25,0,2,25,12.50,0,0,0,,0,0,0,,0,0,,,1,29,29.00,0,1,0,0.00,0,0,0
40,1960,1960-11-20,8,27.065,WAS,,STL,L 14-26,1,-3,-3.00,0,1,1,1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,3,3.00,0,0,0
41,1960,1960-12-18,12,27.093,WAS,,PHI,L 28-38,0,0,,0,1,8,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
