ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1985,1985-09-09,1,24.318,DAL,,WAS,W 44-14,1,7,7.00,0,0,0,,0,0,0,,0
2,1985,1985-09-15,2,24.324,DAL,@,DET,L 21-26,0,0,,0,,,,,0,0,,0
3,1985,1985-09-22,3,24.331,DAL,,CLE,W 20-7,0,0,,0,,,,,0,0,,0
4,1985,1985-09-29,4,24.338,DAL,@,HOU,W 17-10,0,0,,0,,,,,0,0,,0
5,1985,1985-10-06,5,24.345,DAL,@,NYG,W 30-29,6,18,3.00,0,0,0,,0,0,0,,0
6,1985,1985-10-13,6,24.352,DAL,,PIT,W 27-13,6,15,2.50,0,0,0,,0,2,52,26.00,0
7,1985,1985-10-20,7,24.359,DAL,@,PHI,L 14-16,0,0,,0,0,0,,0,2,47,23.50,0
8,1985,1985-10-27,8,25.001,DAL,,ATL,W 24-10,0,0,,0,0,0,,0,2,30,15.00,0
9,1985,1985-11-10,10,25.015,SEA,@,NOR,W 27-3,0,0,,0,,,,,,,,
10,1985,1985-12-01,13,25.036,SEA,,KAN,W 24-6,1,2,2.00,0,0,0,,0,0,0,,0
11,1986,1986-09-07,1,25.316,NOR,,ATL,L 10-31,,,,,0,0,,0,,,,
12,1986,1986-09-14,2,25.323,NOR,,GNB,W 24-10,,,,,0,0,,0,,,,
13,1986,1986-09-21,3,25.330,NOR,@,SFO,L 17-26,0,0,,0,1,5,5.00,0,0,0,,0
14,1986,1986-09-28,4,25.337,NOR,@,NYG,L 17-20,,,,,0,0,,0,,,,
15,1986,1986-10-05,5,25.344,NOR,,WAS,L 6-14,,,,,0,0,,0,,,,
16,1986,1986-11-02,9,26.007,NOR,,SFO,W 23-10,,,,,0,0,,0,,,,
17,1986,1986-11-16,11,26.021,NOR,@,STL,W 16-7,,,,,0,0,,0,,,,
18,1987,1987-09-13,1,26.322,IND,,CIN,L 21-23,,,,,,,,,,,,
19,1987,1987-09-20,2,26.329,IND,,MIA,L 10-23,,,,,,,,,,,,
